uid,startDate,endDate,analyte,sampleType,instrument,testMethod,method,qaReferenceID,standardReferenceKnownValue,standardReferenceMeasuredMean,analyteAccuracy,analyteStandardDeviation,analyteMetricsCount,laboratoryName,labSpecificStartDate,labSpecificEndDate,publicationDate
96ef9de0-4bd0-41f5-9fb3-80349ec2f82b,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-1,23.96,23.96,0,0.14,,SIRFER Lab at University of Utah,2018-09-22,2018-09-24,20211222T042143Z
513df6cd-112b-425a-bd28-4fa12b27940e,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.17,-0.01,0.12,,SIRFER Lab at University of Utah,2018-10-30,2019-01-03,20211222T042143Z
6214a7f3-ef8b-46ae-a907-8cb0bc216cda,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-1,17.94,17.91,0.03,0.16,,SIRFER Lab at University of Utah,2018-11-13,2019-01-31,20211222T042143Z
4864655e-4223-4dbf-9332-a2f243212181,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,5.68,0.27,0.03,,SIRFER Lab at University of Utah,2018-11-25,2018-11-26,20211222T042143Z
743cbcb2-f4c2-4527-a674-fb27122de2c9,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.13,,SIRFER Lab at University of Utah,2018-12-11,2018-12-13,20211222T042143Z
3548ad9d-8dbe-4c4c-8aa4-472343baee0b,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.26,,SIRFER Lab at University of Utah,2018-08-10,2018-08-13,20211222T042143Z
d3bf5f6e-d138-4765-83ea-d62ede02083f,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.68,0.13,0.39,,SIRFER Lab at University of Utah,2018-11-13,2019-01-31,20211222T042143Z
5dfcf4ca-7340-4d7e-a0ec-763e29547830,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.26,0.08,0.15,,SIRFER Lab at University of Utah,2018-12-02,2018-12-03,20211222T042143Z
345c7b1c-17bf-49a1-89b1-35119bbc3ca2,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-2,-31.94,-31.94,0,0.2,,SIRFER Lab at University of Utah,2018-10-30,2018-11-01,20211222T042143Z
05cbdcc4-2546-4998-8763-9baa580ed712,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.15,,SIRFER Lab at University of Utah,2019-01-29,2019-01-30,20211222T042143Z
76e4996a-646c-469c-96a8-1bfb4973f502,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.14,,SIRFER Lab at University of Utah,2018-09-23,2018-09-24,20211222T042143Z
a632000c-b53a-496f-951e-602bc150a864,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.13,,SIRFER Lab at University of Utah,2019-01-11,2019-01-23,20211222T042143Z
818cba4c-8067-4239-b6f7-9fa3eb85238e,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-5,16.9,16.75,0.15,0.23,,SIRFER Lab at University of Utah,2019-01-11,2019-01-23,20211222T042143Z
fc548483-a023-4721-9a49-72558cc8c7b9,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,5.68,0.27,0.24,,SIRFER Lab at University of Utah,2018-08-21,2018-08-22,20211222T042143Z
814312df-9a5a-4570-9018-07d591f4400f,2020-02-24,2020-02-24,sulfur,,EA,EA-combustion,EA-combustion,UU-S-1,12.94,12.81,0.13,0.16,,SIRFER Lab at University of Utah,2018-10-27,2018-10-30,20211222T042143Z
f4fb1c6e-1cd9-4538-8e25-03ebc8738eda,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.31,-0.09,0.16,,SIRFER Lab at University of Utah,2018-10-27,2018-10-30,20211222T042143Z
d25d3689-83c8-4bad-9248-b1bba488cbfc,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-1,23.96,23.96,0,0.09,,SIRFER Lab at University of Utah,2018-09-12,2018-09-13,20211222T042143Z
124ef620-8863-4821-ac12-e244f65800e9,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.28,-0.12,0.14,,SIRFER Lab at University of Utah,2018-08-10,2018-08-13,20211222T042143Z
3f329b58-af78-42ad-87e2-f317e2472f18,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.14,,SIRFER Lab at University of Utah,2018-10-23,2018-10-30,20211222T042143Z
8ea16f24-9a8b-4173-8762-b218e97463a1,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-1,10.52,10.55,-0.03,0.18,,SIRFER Lab at University of Utah,2018-11-14,2018-11-15,20211222T042143Z
c65e8484-fbbc-4ea0-88ba-31f7b40eaf0f,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.59,0.18,0.17,,SIRFER Lab at University of Utah,2018-10-30,2018-11-01,20211222T042143Z
79d71de9-162f-4357-932c-7e7343cfa1a3,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,5.69,0.26,0.1,,SIRFER Lab at University of Utah,2018-09-23,2018-09-24,20211222T042143Z
5e859059-78ca-4f6a-a5db-ad951cdd0830,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.4,0.13,0.25,,SIRFER Lab at University of Utah,2018-08-10,2018-08-13,20211222T042143Z
2f1a4bc1-b0cf-4df6-8295-1c0b99659946,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.42,0.11,0.36,,SIRFER Lab at University of Utah,2018-10-18,2018-12-11,20211222T042143Z
9e283378-755e-417b-90a1-dcba5a116ae4,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.47,0.06,0.15,,SIRFER Lab at University of Utah,2018-09-12,2018-09-13,20211222T042143Z
7b44a53a-ea53-4616-b3e1-72f6ec1122fe,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.5,0.09,0.18,,SIRFER Lab at University of Utah,2018-11-07,2018-11-13,20211222T042143Z
d8dd78c7-4072-4e6b-a213-904799527926,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,44,-0.29,0.42,,SIRFER Lab at University of Utah,2018-11-28,2018-11-29,20211222T042143Z
d7d7ff32-28f6-4190-a64f-8ed6d703048d,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-1,17.94,17.94,0,0.18,,SIRFER Lab at University of Utah,2018-10-18,2018-12-11,20211222T042143Z
e3772231-d9fa-4eea-a950-b40b02bcd887,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.33,-0.07,0.15,,SIRFER Lab at University of Utah,2018-10-30,2019-01-03,20211222T042143Z
6327f3db-9f24-4c91-8889-9500eb620188,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-1,10.52,9.99,0.52,0.35,,SIRFER Lab at University of Utah,2018-10-15,2018-10-16,20211222T042143Z
b6e9e33d-498b-48a5-b69f-56b4fa6e8ad7,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.15,,SIRFER Lab at University of Utah,2019-02-06,2019-02-07,20211222T042143Z
18dfde9c-4b9a-4aa1-80c5-742aedbc80e1,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-1,23.96,23.96,0,0.27,,SIRFER Lab at University of Utah,2018-12-11,2018-12-12,20211222T042143Z
cef2255d-0988-4935-8100-453b4c8dfb15,2020-02-24,2020-02-24,sulfur,,EA,EA-combustion,EA-combustion,UU-S-2,32.91,32.74,0.17,0.4,,SIRFER Lab at University of Utah,2018-11-10,2018-11-14,20211222T042143Z
ccabba4f-8054-492a-9264-99bcaf416cf1,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-1,17.94,17.94,0,0.27,,SIRFER Lab at University of Utah,2018-10-27,2018-10-30,20211222T042143Z
d2d78fab-255b-40e0-bf05-7600ad86ac53,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-1,10.52,10.14,0.38,0.1,,SIRFER Lab at University of Utah,2018-09-20,2018-09-24,20211222T042143Z
94951fe7-ddf4-4188-a134-4951fae31f4f,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.6,0.19,0.12,,SIRFER Lab at University of Utah,2018-09-12,2018-09-13,20211222T042143Z
ada9e005-c825-4a63-b0a4-dad897252a8a,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-1,10.52,10,0.52,0.14,,SIRFER Lab at University of Utah,2018-10-29,2018-10-30,20211222T042143Z
9d7f3b31-53d3-4fd8-a070-4f331b04ac5a,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-2,-31.94,-31.96,0.02,0.33,,SIRFER Lab at University of Utah,2019-01-11,2019-01-23,20211222T042143Z
9a739e09-34dc-4918-a52f-76b00bda7c17,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.12,,SIRFER Lab at University of Utah,2018-10-15,2018-10-16,20211222T042143Z
514a38d5-30a3-481d-8283-1a2d6f399e7d,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-5,16.9,16.63,0.27,0.18,,SIRFER Lab at University of Utah,2018-11-25,2018-11-26,20211222T042143Z
e28a705e-fb90-487a-8532-3c0542bc1533,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-2,-31.94,-31.94,0,0.27,,SIRFER Lab at University of Utah,2018-11-12,2018-11-26,20211222T042143Z
1d72b648-a058-4baa-94e7-b35fc5bf75af,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-5,16.9,16.78,0.12,0.42,,SIRFER Lab at University of Utah,2018-10-18,2018-12-05,20211222T042143Z
308a4e16-961e-42ba-956f-82e8043db6ef,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.48,0.33,0.41,,SIRFER Lab at University of Utah,2018-11-28,2018-11-29,20211222T042143Z
559314a2-bde8-4793-a677-038ff6a1feff,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.38,0.14,0.38,,SIRFER Lab at University of Utah,2018-09-11,2018-09-12,20211222T042143Z
063ab9d9-2829-4462-9a2d-5260b7c48b14,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.39,0.13,0.1,,SIRFER Lab at University of Utah,2018-09-20,2018-09-24,20211222T042143Z
193af811-5f91-43d1-a251-0bd5c8f8cf18,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-1,23.96,23.96,0,0.14,,SIRFER Lab at University of Utah,2018-11-14,2018-11-15,20211222T042143Z
60131e15-0fd3-476a-bf05-9e05f31834b9,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-1,23.96,23.96,0,0.14,,SIRFER Lab at University of Utah,2018-09-23,2018-09-24,20211222T042143Z
971d01cd-f07a-4387-ad90-423171d7db59,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.54,0.27,0.26,,SIRFER Lab at University of Utah,2018-08-15,2018-10-31,20211222T042143Z
23f3a920-f078-4830-ad2d-2da38a605039,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.39,0.14,0.32,,SIRFER Lab at University of Utah,2018-12-12,2018-12-14,20211222T042143Z
e64c8ac9-21e8-48ee-ac0b-8524440a9366,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-1,23.96,23.96,0,0.13,,SIRFER Lab at University of Utah,2018-11-25,2018-11-26,20211222T042143Z
ec7cb584-e507-478e-b03c-7f40b3cbda24,2020-02-24,2020-02-24,sulfur,,EA,EA-combustion,EA-combustion,UU-S-1,12.94,12.96,-0.02,0.6,,SIRFER Lab at University of Utah,2018-12-11,2018-12-13,20211222T042143Z
ff4dca82-14c5-4e6b-b018-8d34c51ca40f,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-1,17.94,17.94,0,0.29,,SIRFER Lab at University of Utah,2018-11-28,2018-11-29,20211222T042143Z
259a71d5-eb09-456b-9648-92cda3def101,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.59,-0.07,0.26,,SIRFER Lab at University of Utah,2018-12-02,2018-12-03,20211222T042143Z
425d417b-5aa3-47a6-aeff-808c62dec1a4,2020-02-24,2020-02-24,sulfur,,EA,EA-combustion,EA-combustion,UU-S-5,3.1,3.26,-0.16,0.22,,SIRFER Lab at University of Utah,2018-10-18,2018-12-05,20211222T042143Z
7487c80e-02bc-4d8c-9b76-1a254d34e7c9,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.48,0.33,0.34,,SIRFER Lab at University of Utah,2019-02-06,2019-02-07,20211222T042143Z
0b189907-2537-4466-b35a-e1a3cb63e688,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.07,,SIRFER Lab at University of Utah,2019-01-10,2019-01-11,20211222T042143Z
e5c01eaa-ecd1-458c-89f5-ba78a3ed3f1f,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.2,,SIRFER Lab at University of Utah,2018-10-15,2018-10-24,20211222T042143Z
c906efc6-f0de-44ac-b07c-f9443a246469,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.68,0.13,0.26,,SIRFER Lab at University of Utah,2018-11-13,2019-01-25,20211222T042143Z
35a67250-842d-43a0-ae86-ccf7660b2205,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.93,-0.12,0.13,,SIRFER Lab at University of Utah,2018-11-10,2018-11-14,20211222T042143Z
5d924524-9937-4b71-ac87-0de1108dae07,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.07,,SIRFER Lab at University of Utah,2018-11-28,2018-11-29,20211222T042143Z
bfb71470-24c7-4b78-8dd4-e1fc95956298,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-1,17.94,17.94,0,0.17,,SIRFER Lab at University of Utah,2019-01-29,2019-01-30,20211222T042143Z
f2eed109-aecc-43fe-94d0-99d5637ebaaa,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.15,,SIRFER Lab at University of Utah,2018-11-25,2018-11-26,20211222T042143Z
d2cf3324-3fe9-45ff-b721-61dce1de35a9,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.95,-0.23,0.12,,SIRFER Lab at University of Utah,2019-01-08,2019-01-09,20211222T042143Z
e7922bf1-bb77-465c-9cbc-587c68dce257,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.54,0.17,0.48,,SIRFER Lab at University of Utah,2018-10-16,2018-10-17,20211222T042143Z
82c44116-bf17-4862-9f3b-02e952c24c29,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.74,-0.21,0.28,,SIRFER Lab at University of Utah,2018-11-06,2018-11-07,20211222T042143Z
e8b31111-a231-405b-ad35-ba2d1e1b7400,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.4,0.41,0.17,,SIRFER Lab at University of Utah,2018-10-15,2018-10-16,20211222T042143Z
115f8979-a108-41b1-a941-4aca67296e8d,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.47,0.06,0.06,,SIRFER Lab at University of Utah,2018-12-14,2018-12-18,20211222T042143Z
76cf2bd7-158c-4c94-be92-1444b3ed2364,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.57,-0.05,0.18,,SIRFER Lab at University of Utah,2019-01-08,2019-01-09,20211222T042143Z
53203872-95e2-4db9-9ad6-cdbf3ad5685b,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-1,10.52,10.33,0.19,0.29,,SIRFER Lab at University of Utah,2018-08-15,2018-10-31,20211222T042143Z
68950e69-3493-4b06-8f59-3a012b1b9cc7,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-1,23.96,23.96,0,0.16,,SIRFER Lab at University of Utah,2018-10-18,2018-12-05,20211222T042143Z
