uid,domainID,siteID,namedLocation,aquaticSiteType,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,geodeticDatum,collectDate,eventID,parentSampleID,parentSampleCode,samplingImpractical,biophysicalCriteria,affectedByWind,habitatType,algalSampleType,benthicArea,samplingProtocolVersion,phytoDepth1,phytoDepth2,phytoDepth3,substratumSizeClass,remarks,recordedBy,collectedBy,dataQF,publicationDate,release
00a2acce-950b-4f74-832a-d3587ac44a8f,D03,BARC,BARC.AOS.riparian.point.10,lake,29.677686,-82.008911,5,24.2,5,WGS84,2015-07-15T13:40Z,BARC.20150715,BARC.20150715.EPIPHYTON.5,,,,,pelagic,epiphyton,0.01,NEON.DOC.001203vD,,,,,,tburlingame@neoninc.org,cfoster@neoninc.org,legacyData,20211222T032603Z,RELEASE-2022
7958e98d-7318-4012-9251-210faca8dfa2,D03,BARC,BARC.AOS.riparian.point.05,lake,29.674476,-82.007454,5,25.9,5,WGS84,2015-11-30T14:45Z,BARC.20151130,BARC.20151130.EPIPHYTON.3,,,,,littoral,epiphyton,0.01,NEON.DOC.001203vD,,,,,,tburlingame@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T024539Z,RELEASE-2022
5091db9a-62c5-49d8-8c65-5d5dc61a8070,D03,BARC,BARC.AOS.riparian.point.09,lake,29.676597,-82.009967,5,19.5,5,WGS84,2015-11-30T14:45Z,BARC.20151130,BARC.20151130.EPIPHYTON.1,,,,,littoral,epiphyton,0.01,NEON.DOC.001203vD,,,,,,tburlingame@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T024539Z,RELEASE-2022
cb1cc401-a85b-42ce-b602-3324271765e8,D03,BARC,BARC.AOS.riparian.point.01,lake,29.677784,-82.00767,5,24.7,5,WGS84,2015-11-30T14:45Z,BARC.20151130,BARC.20151130.EPIPHYTON.5,,,,,littoral,epiphyton,0.01,NEON.DOC.001203vD,,,,,,tburlingame@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T024539Z,RELEASE-2022
016c2486-4dd1-4dc9-abfb-44547c202500,D03,BARC,BARC.AOS.riparian.point.07,lake,29.674953,-82.009818,5,26.4,5,WGS84,2015-11-30T14:45Z,BARC.20151130,BARC.20151130.EPIPHYTON.2,,,,,littoral,epiphyton,0.01,NEON.DOC.001203vD,,,,,,tburlingame@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T024539Z,RELEASE-2022
15e52b6c-ea3f-43f4-81ac-6b6b5b486a87,D03,BARC,BARC.AOS.riparian.point.03,lake,29.676118,-82.006564,5,22.2,5,WGS84,2015-11-30T14:45Z,BARC.20151130,BARC.20151130.EPIPHYTON.4,,,,,littoral,epiphyton,0.01,NEON.DOC.001203vD,,,,,,tburlingame@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T024539Z,RELEASE-2022
d41ab1ff-f685-44fb-91dd-697195648bc2,D03,BARC,BARC.AOS.littoral2,lake,29.674748,-82.008401,1.1,27.1,1,WGS84,2015-11-30T14:45Z,BARC.20151130,BARC.20151130.PHYTOPLANKTON.3,,,,,pelagic,phytoplankton,,NEON.DOC.001203vD,1,1,,,,tburlingame@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T024539Z,RELEASE-2022
762fb836-d47d-44d4-ad86-0031691b26fd,D03,BARC,BARC.AOS.buoy.c0,lake,29.675982,-82.008414,10,27,10,WGS84,2015-11-30T14:45Z,BARC.20151130,BARC.20151130.PHYTOPLANKTON.1,,,,,pelagic,phytoplankton,,NEON.DOC.001203vD,1,4.4,,,,tburlingame@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T024539Z,RELEASE-2022
35ac868c-ca10-4f19-9fee-e489a82f75db,D03,BARC,BARC.AOS.littoral1,lake,29.677479,-82.00771,1.1,26,1,WGS84,2015-11-30T14:45Z,BARC.20151130,BARC.20151130.PHYTOPLANKTON.2,,,,,pelagic,phytoplankton,,NEON.DOC.001203vD,1,2.6,,,,tburlingame@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T024539Z,RELEASE-2022
c9077500-f1a0-4113-b1f6-4f7cdc0fbca5,D03,BARC,BARC.AOS.riparian.point.04,lake,29.675164,-82.006743,5,22.5,5,WGS84,2016-02-29T14:30Z,BARC.20160229,BARC.20160229.EPIPHYTON.3,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,"",ksandusky@neoninc.org,echartrand@neoninc.org,legacyData,20211221T195320Z,RELEASE-2022
98005440-b796-451e-99d3-ae3c97c07af3,D03,BARC,BARC.AOS.buoy.c0,lake,29.675982,-82.008414,10,27,10,WGS84,2016-02-29T14:30Z,BARC.20160229,BARC.20160229.PHYTOPLANKTON.1,,,,,pelagic,phytoplankton,,NEON.DOC.003045vA,0.5,4.8,,,3rd sample at 2.6 m,ksandusky@neoninc.org,echartrand@neoninc.org,legacyData,20211221T195320Z,RELEASE-2022
dc98c610-bac7-4c31-b75a-2ba80cdb87b8,D03,BARC,BARC.AOS.littoral2,lake,29.674748,-82.008401,1.1,27.1,1,WGS84,2016-02-29T14:30Z,BARC.20160229,BARC.20160229.PHYTOPLANKTON.3,,,,,pelagic,phytoplankton,,NEON.DOC.003045vA,0.5,1,,,"",ksandusky@neoninc.org,echartrand@neoninc.org,legacyData,20211221T195320Z,RELEASE-2022
fb46bf40-a16d-40f1-9c64-cfc118f75f00,D03,BARC,BARC.AOS.littoral1,lake,29.677479,-82.00771,1.1,26,1,WGS84,2016-02-29T14:30Z,BARC.20160229,BARC.20160229.PHYTOPLANKTON.2,,,,,pelagic,phytoplankton,,NEON.DOC.003045vA,0.5,1,,,"",ksandusky@neoninc.org,echartrand@neoninc.org,legacyData,20211221T195320Z,RELEASE-2022
2e6ea6c6-1cff-4805-972b-707d3878a4cc,D03,BARC,BARC.AOS.riparian.point.02,lake,29.677034,-82.006975,5,26.1,5,WGS84,2016-02-29T14:30Z,BARC.20160229,BARC.20160229.EPIPHYTON.4,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,"",ksandusky@neoninc.org,echartrand@neoninc.org,legacyData,20211221T195320Z,RELEASE-2022
6550283f-ed11-4303-b6f3-a9e388f3b4a0,D03,BARC,BARC.AOS.riparian.point.06,lake,29.674507,-82.008596,5,26.6,5,WGS84,2016-02-29T14:30Z,BARC.20160229,BARC.20160229.EPIPHYTON.2,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,"",ksandusky@neoninc.org,echartrand@neoninc.org,legacyData,20211221T195320Z,RELEASE-2022
d5f3daad-96f6-4e64-bf9b-e12fac892a62,D03,BARC,BARC.AOS.riparian.point.08,lake,29.675584,-82.010729,5,25.1,5,WGS84,2016-02-29T14:30Z,BARC.20160229,BARC.20160229.EPIPHYTON.1,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,"",ksandusky@neoninc.org,echartrand@neoninc.org,legacyData,20211221T195320Z,RELEASE-2022
e586ff05-91eb-496f-8867-de91ef1335f8,D03,BARC,BARC.AOS.riparian.point.10,lake,29.677686,-82.008911,5,24.2,5,WGS84,2016-02-29T14:30Z,BARC.20160229,BARC.20160229.EPIPHYTON.5,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,"",ksandusky@neoninc.org,echartrand@neoninc.org,legacyData,20211221T195320Z,RELEASE-2022
50f04a9f-8767-487e-ba45-6576532f4da3,D03,BARC,BARC.AOS.riparian.point.08,lake,29.675584,-82.010729,5,25.1,5,WGS84,2016-06-29T13:15Z,BARC.20160629,BARC.20160629.EPIPHYTON.1,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,silt and sand at barc littoral sections,echartrand@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T003156Z,RELEASE-2022
25300c7b-d618-41c5-8ba7-e389cfd1b4f7,D03,BARC,BARC.AOS.littoral2,lake,29.674748,-82.008401,1.1,27.1,1,WGS84,2016-06-29T13:15Z,BARC.20160629,BARC.20160629.PHYTOPLANKTON.3,,,,,pelagic,phytoplankton,,NEON.DOC.003045vA,0.5,0.9,,,"",echartrand@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T003156Z,RELEASE-2022
f8feaab4-f6c1-43dc-bac6-c53ac0037df6,D03,BARC,BARC.AOS.buoy.c0,lake,29.675982,-82.008414,10,27,10,WGS84,2016-06-29T13:15Z,BARC.20160629,BARC.20160629.PHYTOPLANKTON.1,,,,,pelagic,phytoplankton,,NEON.DOC.003045vA,0.5,4.1,,,"",echartrand@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T003156Z,RELEASE-2022
f9225970-4a2d-42ae-96ec-b123afdb9ecf,D03,BARC,BARC.AOS.riparian.point.04,lake,29.675164,-82.006743,5,22.5,5,WGS84,2016-06-29T13:15Z,BARC.20160629,BARC.20160629.EPIPHYTON.5,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,silt also exits at BARC littoral sections,echartrand@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T003156Z,RELEASE-2022
65c7061a-7ad8-458c-a9bd-1ab7f59218b6,D03,BARC,BARC.AOS.littoral1,lake,29.677479,-82.00771,1.1,26,1,WGS84,2016-06-29T13:15Z,BARC.20160629,BARC.20160629.PHYTOPLANKTON.2,,,,,pelagic,phytoplankton,,NEON.DOC.003045vA,0.5,1.6,,,"",echartrand@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T003156Z,RELEASE-2022
917d84f4-9139-4f2a-883c-9629eabefee5,D03,BARC,BARC.AOS.riparian.point.02,lake,29.677034,-82.006975,5,26.1,5,WGS84,2016-06-29T13:15Z,BARC.20160629,BARC.20160629.EPIPHYTON.7,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,silt also exists at BARC littoral sections,echartrand@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T003156Z,RELEASE-2022
46ba5dad-842a-49d0-8d13-c84d5ae21a43,D03,BARC,BARC.AOS.riparian.point.06,lake,29.674507,-82.008596,5,26.6,5,WGS84,2016-06-29T13:15Z,BARC.20160629,BARC.20160629.EPIPHYTON.3,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,silt also substrate at BARC in littoral sections,echartrand@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T003156Z,RELEASE-2022
f7577a2a-5456-4a82-8e75-f5ea06021c8e,D03,BARC,BARC.AOS.riparian.point.10,lake,29.677686,-82.008911,5,24.2,5,WGS84,2016-06-29T13:15Z,BARC.20160629,BARC.20160629.EPIPHYTON.9,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,silt also exists at BARC littoral section,echartrand@neoninc.org,ksandusky@neoninc.org,legacyData,20211222T003156Z,RELEASE-2022
bad9e439-f7a0-4537-9df2-0da72b41fa3c,D03,BARC,BARC.AOS.riparian.point.05,lake,29.674476,-82.007454,5,25.9,5,WGS84,2016-11-21T14:35Z,BARC.20161121,BARC.20161121.EPIPHYTON.5,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,,ksandusky@neoninc.org,cproia@field-ops.org,,20211221T231223Z,RELEASE-2022
801755a4-a7b4-477a-afca-188dbcdd1fc8,D03,BARC,BARC.AOS.riparian.point.09,lake,29.676597,-82.009967,5,19.5,5,WGS84,2016-11-21T14:35Z,BARC.20161121,BARC.20161121.EPIPHYTON.9,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,,ksandusky@neoninc.org,cproia@field-ops.org,,20211221T231223Z,RELEASE-2022
aa35c14f-2847-4479-bf88-36cbe771cfff,D03,BARC,BARC.AOS.riparian.point.03,lake,29.676118,-82.006564,5,22.2,5,WGS84,2016-11-21T14:35Z,BARC.20161121,BARC.20161121.EPIPHYTON.3,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,,ksandusky@neoninc.org,cproia@field-ops.org,,20211221T231223Z,RELEASE-2022
585e28d9-3cbf-4c62-ad25-063272fe0b9f,D03,BARC,BARC.AOS.littoral1,lake,29.677479,-82.00771,1.1,26,1,WGS84,2016-11-21T14:35Z,BARC.20161121,BARC.20161121.PHYTOPLANKTON.2,,,,,pelagic,phytoplankton,,NEON.DOC.003045vA,0.5,0.6,,,,ksandusky@neoninc.org,cproia@field-ops.org,,20211221T231223Z,RELEASE-2022
eefa8e90-0075-4b71-a4aa-9875bb37de87,D03,BARC,BARC.AOS.littoral2,lake,29.674748,-82.008401,1.1,27.1,1,WGS84,2016-11-21T14:35Z,BARC.20161121,BARC.20161121.PHYTOPLANKTON.3,,,,,pelagic,phytoplankton,,NEON.DOC.003045vA,0.5,0.8,,,,ksandusky@neoninc.org,cproia@field-ops.org,,20211221T231223Z,RELEASE-2022
db1c1a73-2985-41bc-ad66-da7a2734cf8c,D03,BARC,BARC.AOS.buoy.c0,lake,29.675982,-82.008414,10,27,10,WGS84,2016-11-21T14:35Z,BARC.20161121,BARC.20161121.PHYTOPLANKTON.1,,,,,pelagic,phytoplankton,,NEON.DOC.003045vA,0.5,4.5,,,,ksandusky@neoninc.org,cproia@field-ops.org,,20211221T231223Z,RELEASE-2022
64a299af-533e-4723-a249-31daa6cb4ff8,D03,BARC,BARC.AOS.riparian.point.07,lake,29.674953,-82.009818,5,26.4,5,WGS84,2016-11-21T14:35Z,BARC.20161121,BARC.20161121.EPIPHYTON.7,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,,ksandusky@neoninc.org,cproia@field-ops.org,,20211221T231223Z,RELEASE-2022
f63a30e4-a826-4456-98f8-14aac64829a4,D03,BARC,BARC.AOS.riparian.point.01,lake,29.677784,-82.00767,5,24.7,5,WGS84,2016-11-21T14:35Z,BARC.20161121,BARC.20161121.EPIPHYTON.1,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,,ksandusky@neoninc.org,cproia@field-ops.org,,20211221T231223Z,RELEASE-2022
5103e06e-9406-4144-9a32-66b25dda0777,D03,BARC,BARC.AOS.riparian.point.10,lake,29.677686,-82.008911,5,24.2,5,WGS84,2017-02-22T13:29Z,BARC.20170222,BARC.20170222.EPIPHYTON.10,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,"",ksandusky@neoninc.org,kludwig@field-ops.org,,20211222T034959Z,RELEASE-2022
9209295a-b3ae-4a9a-b5d1-6a9c2a732fea,D03,BARC,BARC.AOS.buoy.c0,lake,29.675982,-82.008414,10,27,10,WGS84,2017-02-22T13:29Z,BARC.20170222,BARC.20170222.PHYTOPLANKTON.1,,,,,pelagic,phytoplankton,,NEON.DOC.003045vA,0.5,4.2,,,"",ksandusky@neoninc.org,kludwig@field-ops.org,,20211222T034959Z,RELEASE-2022
64fe3cbe-81e3-4221-888c-b4909929a5a6,D03,BARC,BARC.AOS.riparian.point.06,lake,29.674507,-82.008596,5,26.6,5,WGS84,2017-02-22T13:29Z,BARC.20170222,BARC.20170222.EPIPHYTON.6,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,"",ksandusky@neoninc.org,kludwig@field-ops.org,,20211222T034959Z,RELEASE-2022
dc3da67e-fbc5-4d1d-9c41-35ce7955ca6f,D03,BARC,BARC.AOS.littoral1,lake,29.677479,-82.00771,1.1,26,1,WGS84,2017-02-22T13:29Z,BARC.20170222,BARC.20170222.PHYTOPLANKTON.2,,,,,pelagic,phytoplankton,,NEON.DOC.003045vA,0.5,0.5,,,Raining,ksandusky@neoninc.org,kludwig@field-ops.org,,20211222T034959Z,RELEASE-2022
a8f5dd77-7b81-479a-a2dc-0385130e17c1,D03,BARC,BARC.AOS.riparian.point.02,lake,29.677034,-82.006975,5,26.1,5,WGS84,2017-02-22T13:29Z,BARC.20170222,BARC.20170222.EPIPHYTON.2,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,"",ksandusky@neoninc.org,kludwig@field-ops.org,,20211222T034959Z,RELEASE-2022
1dd4f94d-e649-4dcc-acff-6cf10a3a5d4d,D03,BARC,BARC.AOS.littoral2,lake,29.674748,-82.008401,1.1,27.1,1,WGS84,2017-02-22T13:29Z,BARC.20170222,BARC.20170222.PHYTOPLANKTON.3,,,,,pelagic,phytoplankton,,NEON.DOC.003045vA,0.5,0.5,,,Raining,ksandusky@neoninc.org,kludwig@field-ops.org,,20211222T034959Z,RELEASE-2022
8d586160-a468-49d4-81d7-1bf08ceeba01,D03,BARC,BARC.AOS.riparian.point.08,lake,29.675584,-82.010729,5,25.1,5,WGS84,2017-02-22T13:29Z,BARC.20170222,BARC.20170222.EPIPHYTON.8,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,"",ksandusky@neoninc.org,kludwig@field-ops.org,,20211222T034959Z,RELEASE-2022
4f7d70d0-adf9-4c1d-8ec7-166a025767a8,D03,BARC,BARC.AOS.riparian.point.04,lake,29.675164,-82.006743,5,22.5,5,WGS84,2017-02-22T13:29Z,BARC.20170222,BARC.20170222.EPIPHYTON.4,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vA,,,,,"",ksandusky@neoninc.org,kludwig@field-ops.org,,20211222T034959Z,RELEASE-2022
c7c8a0e8-b408-4320-991f-9ba71524d4c9,D03,BARC,BARC.AOS.riparian.point.07,lake,29.674953,-82.009818,5,26.4,5,WGS84,2017-07-12T11:43Z,BARC.20170712,BARC.20170712.EPIPHYTON.7,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vB,,,,,,jcampbell@field-ops.org,echartrand@neoninc.org,,20211221T202539Z,RELEASE-2022
d56557fa-736f-4b43-bbce-a6c286d7857e,D03,BARC,BARC.AOS.riparian.point.01,lake,29.677784,-82.00767,5,24.7,5,WGS84,2017-07-12T11:43Z,BARC.20170712,BARC.20170712.EPIPHYTON.1,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vB,,,,,,jcampbell@field-ops.org,echartrand@neoninc.org,,20211221T202539Z,RELEASE-2022
bbfc9fbc-c8eb-490c-8040-7cad3353daf6,D03,BARC,BARC.AOS.littoral1,lake,29.677479,-82.00771,1.1,26,1,WGS84,2017-07-12T11:43Z,BARC.20170712,BARC.20170712.PHYTOPLANKTON.2,,,,,littoral,phytoplankton,,NEON.DOC.003045vB,0.5,0.5,,,,jcampbell@field-ops.org,echartrand@neoninc.org,,20211221T202539Z,RELEASE-2022
846f70f8-924d-40d2-8e6e-343a4af47d4d,D03,BARC,BARC.AOS.riparian.point.09,lake,29.676597,-82.009967,5,19.5,5,WGS84,2017-07-12T11:43Z,BARC.20170712,BARC.20170712.EPIPHYTON.9,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vB,,,,,,jcampbell@field-ops.org,echartrand@neoninc.org,,20211221T202539Z,RELEASE-2022
d8544f57-253a-4386-a576-a36d8f3eeb43,D03,BARC,BARC.AOS.buoy.c0,lake,29.675982,-82.008414,10,27,10,WGS84,2017-07-12T11:43Z,BARC.20170712,BARC.20170712.PHYTOPLANKTON.1,,,,,littoral,phytoplankton,,NEON.DOC.003045vB,0.5,4.5,,,,jcampbell@field-ops.org,echartrand@neoninc.org,,20211221T202539Z,RELEASE-2022
70977705-06d9-4ebd-8b3d-0410cd6e111d,D03,BARC,BARC.AOS.riparian.point.03,lake,29.676118,-82.006564,5,22.2,5,WGS84,2017-07-12T11:43Z,BARC.20170712,BARC.20170712.EPIPHYTON.3,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vB,,,,,,jcampbell@field-ops.org,echartrand@neoninc.org,,20211221T202539Z,RELEASE-2022
bfcdc92b-ab7a-4755-a2b4-fe4776385b3a,D03,BARC,BARC.AOS.riparian.point.05,lake,29.674476,-82.007454,5,25.9,5,WGS84,2017-07-12T11:43Z,BARC.20170712,BARC.20170712.EPIPHYTON.5,,,,,littoral,epiphyton,0.01,NEON.DOC.003045vB,,,,,,jcampbell@field-ops.org,echartrand@neoninc.org,,20211221T202539Z,RELEASE-2022
11a187bc-8947-4457-aa4d-2dddc0078f09,D03,BARC,BARC.AOS.littoral2,lake,29.674748,-82.008401,1.1,27.1,1,WGS84,2017-07-12T11:43Z,BARC.20170712,BARC.20170712.PHYTOPLANKTON.3,,,,,littoral,phytoplankton,,NEON.DOC.003045vB,0.5,0.5,,,,jcampbell@field-ops.org,echartrand@neoninc.org,,20211221T202539Z,RELEASE-2022
47efb1e2-4bb0-4a8e-981b-80db55ddfe04,D03,BARC,BARC.AOS.littoral1,lake,29.677479,-82.00771,1.1,26,1,WGS84,2017-11-09T14:57Z,BARC.20171109,BARC.20171109.PHYTOPLANKTON.2,,,,,pelagic,phytoplankton,,NEON.DOC.003045vB,0.5,1.7,,,,jcampbell@field-ops.org,jcampbell@field-ops.org,,20211222T020749Z,RELEASE-2022
1fc242b0-379e-4306-a129-c835471aff0b,D03,BARC,BARC.AOS.riparian.point.01,lake,29.677784,-82.00767,5,24.7,5,WGS84,2017-11-09T14:57Z,BARC.20171109,BARC.20171109.EPIPHYTON.1,,,,,pelagic,epiphyton,0.01,NEON.DOC.003045vB,,,,,,jcampbell@field-ops.org,jcampbell@field-ops.org,,20211222T020749Z,RELEASE-2022
