uid,domainID,siteID,namedLocation,collectDate,parentSampleID,sampleID,sampleCode,filterNumber,analysisType,fieldSampleVolume,domainFilterVolume,storageDays,remarks,measuredBy,recordedBy,sampleCondition,dataQF,publicationDate,release
7375dc6a-f174-4ad5-a2a5-8992c52481c7,D03,BARC,BARC.AOS.riparian.point.06,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.3,BARC.20140702.EPIPHYTON.3,,1,CN,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
64d6a39f-7f91-4c85-a97c-08e7a1f834d5,D03,BARC,BARC.AOS.riparian.point.10,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.9,BARC.20140702.EPIPHYTON.9,,1,CN,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
6fc5fa1c-1af8-4355-b821-a5569e797491,D03,BARC,BARC.AOS.riparian.point.06,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.3,BARC.20140702.EPIPHYTON.3,,2,13C15N,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
ef1b2c27-cb5d-4e30-ad46-cecc5bbc391c,D03,BARC,BARC.AOS.riparian.point.08,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.1,BARC.20140702.EPIPHYTON.1,,1,13C15N,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
27ac849c-1d6a-4123-ac37-8007f8e892ff,D03,BARC,BARC.AOS.riparian.point.06,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.3,BARC.20140702.EPIPHYTON.3,,2,chlorophyll/pheophytin,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
043a1684-aeb4-44a4-915f-f19baf79d5b3,D03,BARC,BARC.AOS.riparian.point.08,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.1,BARC.20140702.EPIPHYTON.1,,1,P,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
7c4f0623-8c84-409c-9151-ab0d23d3c1ca,D03,BARC,BARC.AOS.riparian.point.04,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.5,BARC.20140702.EPIPHYTON.5,,2,chlorophyll/pheophytin,125,2.5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
1e5c23b0-6e85-4778-9d67-b1bf700c045f,D03,BARC,BARC.AOS.riparian.point.08,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.1,BARC.20140702.EPIPHYTON.1,,2,CN,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
7dafc1ec-5b98-442e-b697-a9cfa0a37df9,D03,BARC,BARC.AOS.riparian.point.06,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.3,BARC.20140702.EPIPHYTON.3,,1,chlorophyll/pheophytin,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
57d63e5c-3e9a-4598-88ac-902599906c21,D03,BARC,BARC.AOS.riparian.point.08,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.1,BARC.20140702.EPIPHYTON.1,,2,chlorophyll/pheophytin,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
a6a24922-09de-40e4-ad8b-f246d74632b7,D03,BARC,BARC.AOS.riparian.point.06,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.3,BARC.20140702.EPIPHYTON.3,,1,P,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
25b18b46-7a0c-4a0f-a569-1b9bcf7c6674,D03,BARC,BARC.AOS.buoy.c0,2014-07-02T14:00Z,BARC.20140702.PHYTOPLANKTON.1,BARC.20140702.PHYTOPLANKTON.1,,2,CN,4000,325,1.1,sample label says 375; please flag,,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
638c2ecb-f61a-43f4-9f47-9370a1f05bee,D03,BARC,BARC.AOS.littoral1,2014-07-02T14:00Z,BARC.20140702.PHYTOPLANKTON.2,BARC.20140702.PHYTOPLANKTON.2,,1,CN,4000,375,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
675553cf-57d3-4e9f-b2b7-f7862278ad65,D03,BARC,BARC.AOS.littoral2,2014-07-02T14:00Z,BARC.20140702.PHYTOPLANKTON.3,BARC.20140702.PHYTOPLANKTON.3,,2,CN,4000,300,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
feee3bf1-da6e-43d4-bc30-87d1a7ab8d86,D03,BARC,BARC.AOS.riparian.point.08,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.1,BARC.20140702.EPIPHYTON.1,,1,chlorophyll/pheophytin,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
bf048ded-06e9-407a-88d5-a794cefb56cb,D03,BARC,BARC.AOS.riparian.point.02,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.7,BARC.20140702.EPIPHYTON.7,,1,CN,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
dc85e123-2180-46ff-a668-ce44cfee6304,D03,BARC,BARC.AOS.littoral2,2014-07-02T14:00Z,BARC.20140702.PHYTOPLANKTON.3,BARC.20140702.PHYTOPLANKTON.3,,1,chlorophyll/pheophytin,4000,350,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
74d12b4e-ce58-493c-b9ff-7eff29b9f93f,D03,BARC,BARC.AOS.buoy.c0,2014-07-02T14:00Z,BARC.20140702.PHYTOPLANKTON.1,BARC.20140702.PHYTOPLANKTON.1,,1,chlorophyll/pheophytin,4000,255,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
43bfe824-01bf-46e5-a717-ba2686014454,D03,BARC,BARC.AOS.riparian.point.04,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.5,BARC.20140702.EPIPHYTON.5,,1,chlorophyll/pheophytin,125,2.5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
89169142-d93d-40ef-a9fe-65ddd10647cb,D03,BARC,BARC.AOS.riparian.point.02,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.7,BARC.20140702.EPIPHYTON.7,,1,P,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
19d2cddd-4f04-4394-8ec7-0ad2ddee1401,D03,BARC,BARC.AOS.riparian.point.02,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.7,BARC.20140702.EPIPHYTON.7,,1,34S,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
e0d3ee65-2d31-4cf8-a1e7-dac6c1d4ff0f,D03,BARC,BARC.AOS.riparian.point.10,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.9,BARC.20140702.EPIPHYTON.9,,1,chlorophyll/pheophytin,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
3d48f14d-14c8-4ee4-a9df-b0e8829d4d22,D03,BARC,BARC.AOS.riparian.point.02,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.7,BARC.20140702.EPIPHYTON.7,,1,13C15N,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
33a16e0f-1c3d-4f96-8d1f-b5434f5a1f1b,D03,BARC,BARC.AOS.riparian.point.04,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.5,BARC.20140702.EPIPHYTON.5,,2,CN,125,2.5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
8b2aa0ad-c0f4-47c6-8f0b-816b0ec3cc9b,D03,BARC,BARC.AOS.riparian.point.10,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.9,BARC.20140702.EPIPHYTON.9,,1,34S,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
049816aa-f2d6-4c65-b93a-919a4677b33c,D03,BARC,BARC.AOS.riparian.point.10,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.9,BARC.20140702.EPIPHYTON.9,,2,13C15N,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
7d5c49b9-e6b2-4bc0-ad3c-b1a47362bbe0,D03,BARC,BARC.AOS.riparian.point.06,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.3,BARC.20140702.EPIPHYTON.3,,1,13C15N,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
6b074641-363b-4cb6-a56b-8fb1c066df60,D03,BARC,BARC.AOS.riparian.point.02,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.7,BARC.20140702.EPIPHYTON.7,,2,13C15N,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
37a99572-a03d-4786-ab5c-b23cdabf78f4,D03,BARC,BARC.AOS.riparian.point.08,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.1,BARC.20140702.EPIPHYTON.1,,1,34S,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
f510fa27-5f20-40d1-a6d9-ca77c46b32bd,D03,BARC,BARC.AOS.littoral2,2014-07-02T14:00Z,BARC.20140702.PHYTOPLANKTON.3,BARC.20140702.PHYTOPLANKTON.3,,1,P,4000,300,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
4e6f74ba-f0c0-401d-a2e6-29f8f8d39eeb,D03,BARC,BARC.AOS.riparian.point.08,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.1,BARC.20140702.EPIPHYTON.1,,1,CN,125,5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
0fce8cf5-37e1-4a38-b24a-d41609127e6f,D03,BARC,BARC.AOS.riparian.point.04,2014-07-02T14:00Z,BARC.20140702.EPIPHYTON.5,BARC.20140702.EPIPHYTON.5,,1,34S,125,2.5,1.1,"",,ksandusky@neoninc.org,OK,legacyData,20220107T002502Z,RELEASE-2022
75eac0e0-15cf-4b47-9851-401c8e86860f,D03,BARC,BARC.AOS.riparian.point.02,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.4,BARC.20150715.EPIPHYTON.4,,2,CN,125,5,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
63f74467-8c92-43b0-8982-e8cd52050898,D03,BARC,BARC.AOS.littoral1,2015-07-15T13:40Z,BARC.20150715.PHYTOPLANKTON.2,BARC.20150715.PHYTOPLANKTON.2,,2,13C15N,4000,250,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
eecf4211-9c52-447d-9b7d-4da9c582f902,D03,BARC,BARC.AOS.riparian.point.04,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.3,BARC.20150715.EPIPHYTON.3,,1,34S,125,5,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
78938773-8b43-4cc7-a3af-b90ff238cee6,D03,BARC,BARC.AOS.riparian.point.02,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.4,BARC.20150715.EPIPHYTON.4,,1,chlorophyll/pheophytin,125,5,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
63285eb0-b551-4635-a4f1-e0b9441dc19b,D03,BARC,BARC.AOS.littoral2,2015-07-15T13:40Z,BARC.20150715.PHYTOPLANKTON.3,BARC.20150715.PHYTOPLANKTON.3,,1,chlorophyll/pheophytin,4000,250,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
1d6ad9a2-faec-461f-8201-256d617349ad,D03,BARC,BARC.AOS.riparian.point.08,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.1,BARC.20150715.EPIPHYTON.1,,1,34S,125,5,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
7d903764-27d0-4e89-bee0-ac7dce400088,D03,BARC,BARC.AOS.riparian.point.04,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.3,BARC.20150715.EPIPHYTON.3,,1,CN,125,5,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
eb595c45-2580-44a0-afde-431bc5eef62a,D03,BARC,BARC.AOS.riparian.point.10,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.5,BARC.20150715.EPIPHYTON.5,,1,13C15N,125,3,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
abd5f808-e426-46c2-86ff-62491fceedf0,D03,BARC,BARC.AOS.littoral2,2015-07-15T13:40Z,BARC.20150715.PHYTOPLANKTON.3,BARC.20150715.PHYTOPLANKTON.3,,2,CN,4000,250,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
819f86f3-76b8-45eb-8238-d5d6309c2600,D03,BARC,BARC.AOS.riparian.point.10,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.5,BARC.20150715.EPIPHYTON.5,,2,CN,125,3,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
41a28985-129b-4a05-912a-a91d264a2820,D03,BARC,BARC.AOS.buoy.c0,2015-07-15T13:40Z,BARC.20150715.PHYTOPLANKTON.1,BARC.20150715.PHYTOPLANKTON.1,,1,CN,4000,250,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
088d28e2-77fb-4534-a1aa-71eace69f823,D03,BARC,BARC.AOS.riparian.point.04,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.3,BARC.20150715.EPIPHYTON.3,,1,13C15N,125,5,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
57b36e49-92e8-4938-b29c-005ab8c7df79,D03,BARC,BARC.AOS.riparian.point.10,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.5,BARC.20150715.EPIPHYTON.5,,2,chlorophyll/pheophytin,125,3,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
e12a9b8b-a361-4cd0-bc2e-254586de8883,D03,BARC,BARC.AOS.littoral1,2015-07-15T13:40Z,BARC.20150715.PHYTOPLANKTON.2,BARC.20150715.PHYTOPLANKTON.2,,1,13C15N,4000,250,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
fc08fc07-d094-4d94-82ad-caf8496137ca,D03,BARC,BARC.AOS.buoy.c0,2015-07-15T13:40Z,BARC.20150715.PHYTOPLANKTON.1,BARC.20150715.PHYTOPLANKTON.1,,1,34S,4000,250,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
2adb080c-8623-4801-9f70-7d9a36663e5d,D03,BARC,BARC.AOS.riparian.point.10,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.5,BARC.20150715.EPIPHYTON.5,,2,13C15N,125,3,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
70ca21b2-3920-4ee6-85b5-3ed30208f96c,D03,BARC,BARC.AOS.riparian.point.02,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.4,BARC.20150715.EPIPHYTON.4,,1,P,125,5,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
be59b0b4-8487-4291-93b5-a49736f88d20,D03,BARC,BARC.AOS.riparian.point.08,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.1,BARC.20150715.EPIPHYTON.1,,2,CN,125,5,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
4687f214-1403-4367-a315-96ee934acd27,D03,BARC,BARC.AOS.buoy.c0,2015-07-15T13:40Z,BARC.20150715.PHYTOPLANKTON.1,BARC.20150715.PHYTOPLANKTON.1,,1,13C15N,4000,250,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
72d7f401-827f-4ccf-865c-e5245631f5ba,D03,BARC,BARC.AOS.riparian.point.08,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.1,BARC.20150715.EPIPHYTON.1,,2,chlorophyll/pheophytin,125,5,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
33a17eae-d28a-4b6a-bde0-33a4704b5a7a,D03,BARC,BARC.AOS.riparian.point.08,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.1,BARC.20150715.EPIPHYTON.1,,1,13C15N,125,5,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
359366ce-9701-491e-882c-b2d5c4776654,D03,BARC,BARC.AOS.littoral1,2015-07-15T13:40Z,BARC.20150715.PHYTOPLANKTON.2,BARC.20150715.PHYTOPLANKTON.2,,1,P,4000,250,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
a6cfddcf-72c7-4eb1-be82-227760499917,D03,BARC,BARC.AOS.buoy.c0,2015-07-15T13:40Z,BARC.20150715.PHYTOPLANKTON.1,BARC.20150715.PHYTOPLANKTON.1,,1,P,4000,250,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
3dcdfc95-035b-4d43-a36d-7985b2d887b4,D03,BARC,BARC.AOS.riparian.point.08,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.1,BARC.20150715.EPIPHYTON.1,,1,P,125,5,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
b2d5ee1f-384d-4b83-b214-7ed100806983,D03,BARC,BARC.AOS.riparian.point.10,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.5,BARC.20150715.EPIPHYTON.5,,1,P,125,3,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
38082e7d-a713-4986-8c7b-dddc508fb3e5,D03,BARC,BARC.AOS.riparian.point.08,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.1,BARC.20150715.EPIPHYTON.1,,2,13C15N,125,5,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
787c43ee-7527-4e6f-a7b3-364009329a11,D03,BARC,BARC.AOS.riparian.point.02,2015-07-15T13:40Z,BARC.20150715.EPIPHYTON.4,BARC.20150715.EPIPHYTON.4,,2,13C15N,125,5,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
9f84ba85-1cc7-47f0-a5a9-ffd62978c869,D03,BARC,BARC.AOS.buoy.c0,2015-07-15T13:40Z,BARC.20150715.PHYTOPLANKTON.1,BARC.20150715.PHYTOPLANKTON.1,,2,chlorophyll/pheophytin,4000,250,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
b72e1c14-062b-4536-9673-5a69c2bd1de8,D03,BARC,BARC.AOS.littoral2,2015-07-15T13:40Z,BARC.20150715.PHYTOPLANKTON.3,BARC.20150715.PHYTOPLANKTON.3,,1,P,4000,250,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
550fff32-1f01-44da-980d-b6fae73e69e4,D03,BARC,BARC.AOS.littoral2,2015-07-15T13:40Z,BARC.20150715.PHYTOPLANKTON.3,BARC.20150715.PHYTOPLANKTON.3,,1,34S,4000,250,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
35a51e5d-34ef-413a-8c57-2baf9e1c6e5e,D03,BARC,BARC.AOS.littoral2,2015-07-15T13:40Z,BARC.20150715.PHYTOPLANKTON.3,BARC.20150715.PHYTOPLANKTON.3,,2,13C15N,4000,250,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
055edffe-7e6a-4502-9b16-20c9560db3f5,D03,BARC,BARC.AOS.littoral2,2015-07-15T13:40Z,BARC.20150715.PHYTOPLANKTON.3,BARC.20150715.PHYTOPLANKTON.3,,2,chlorophyll/pheophytin,4000,250,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
e6d9e8eb-6bac-4b83-88c3-696bb94cc85f,D03,BARC,BARC.AOS.buoy.c0,2015-07-15T13:40Z,BARC.20150715.PHYTOPLANKTON.1,BARC.20150715.PHYTOPLANKTON.1,,2,13C15N,4000,250,6.1,,,Ksanducky@neoninc.org,OK,legacyData,20211222T032603Z,RELEASE-2022
