name,pubCode,description,startDate,endDate
"alg.samplingProtocolVersion","NEON.DOC.000691vA","NEON.DOC.000691vA",2012-01-01T00:00:00Z,
"alg.samplingProtocolVersion","NEON.DOC.000691vB","NEON.DOC.000691vB",2012-01-01T00:00:00Z,
"alg.samplingProtocolVersion","NEON.DOC.000691vC","NEON.DOC.000691vC",2012-01-01T00:00:00Z,
"alg.samplingProtocolVersion","NEON.DOC.000691vD","NEON.DOC.000691vD",2012-01-01T00:00:00Z,
"alg.samplingProtocolVersion","NEON.DOC.000691vE","NEON.DOC.000691vE",2012-01-01T00:00:00Z,
"alg.samplingProtocolVersion","NEON.DOC.001203vA","NEON.DOC.001203vA",2012-01-01T00:00:00Z,
"alg.samplingProtocolVersion","NEON.DOC.001203vB","NEON.DOC.001203vB",2012-01-01T00:00:00Z,
"alg.samplingProtocolVersion","NEON.DOC.001203vC","NEON.DOC.001203vC",2012-01-01T00:00:00Z,
"alg.samplingProtocolVersion","NEON.DOC.001203vD","NEON.DOC.001203vD",2012-01-01T00:00:00Z,
"alg.samplingProtocolVersion","NEON.DOC.003045vA","NEON.DOC.003045vA",2012-01-01T00:00:00Z,
"alg.samplingProtocolVersion","NEON.DOC.003045vB","NEON.DOC.003045vB",2012-01-01T00:00:00Z,
"alg.samplingProtocolVersion","NEON.DOC.003045vC","NEON.DOC.003045vC",2012-01-01T00:00:00Z,
"alg.samplingProtocolVersion","NEON.DOC.003045vD","NEON.DOC.003045vD",2018-11-01T00:00:00Z,
"alg.samplingProtocolVersion","NEON.DOC.003045vE","NEON.DOC.003045vE",2018-11-01T00:00:00Z,
"altGeodeticDatum","WGS84","World Geodetic System 84",2012-01-01T00:00:00Z,
"apl.algalParameter","number of valves","Number of diatom valves",2012-01-01T00:00:00Z,2016-09-02T00:00:00Z
"apl.algalParameter","number of natural units","Number of natural algal units",2012-01-01T00:00:00Z,2016-09-02T00:00:00Z
"apl.algalParameter","number of cells","Number of algal cells",2012-01-01T00:00:00Z,2016-09-02T00:00:00Z
"apl.algalParameter","cell density","Density of algal cells",2012-01-01T00:00:00Z,
"apl.algalParameter","biovolume density","Algal density by biovolume",2012-01-01T00:00:00Z,2019-10-01T00:00:00Z
"apl.algalParameter","subjective rating","Relative contribution of a macroalgae taxon to the sample on a scale of 1 to 6. 1 indicates low density, 6 indicates that 100% of the sample is made up of the taxon. ",2012-01-01T00:00:00Z,
"apl.algalParameter","plant","Vascular plant or bryophyte",2012-01-01T00:00:00Z,
"apl.algalParameter","valves","Number of diatom valves",2016-07-02T00:00:00Z,
"apl.algalParameter","natural units","Number of natural algal units",2016-07-02T00:00:00Z,
"apl.algalParameter","cells","Number of algal cells",2016-07-02T00:00:00Z,
"apl.algalParameter","macroalgae","Macroalgae",2012-01-01T00:00:00Z,
"apl.algalType","Bacillariophyceae","Bacillariophyceae",2012-01-01T00:00:00Z,
"apl.algalType","Chlorophyta and Charophyta","Chlorophyta and Charophyta",2012-01-01T00:00:00Z,
"apl.algalType","Cyanobacteria","Cyanobacteria",2012-01-01T00:00:00Z,
"apl.algalType","Xanthophyceae","Xanthophyceae",2012-01-01T00:00:00Z,
"apl.algalType","Euglenophyta","Euglenophyta",2012-01-01T00:00:00Z,
"apl.algalType","Dinoflagellata","Dinoflagellata",2012-01-01T00:00:00Z,
"apl.algalType","Rhodophyta","Rhodophyta",2012-01-01T00:00:00Z,
"apl.algalType","Unclassified","Unclassified",2012-01-01T00:00:00Z,
"apl.algalType","Cryptophyta ","Cryptophyta ",2012-01-01T00:00:00Z,
"apl.algalType","Ochrophyta ","Ochrophyta ",2012-01-01T00:00:00Z,
"apl.algalType","Bacillariophyceae","Bacillariophyceae",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. division","Roughly equals but 'not sure' about the division",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. division","Similar to but is not the division",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. subdivision","Roughly equals but 'not sure' about the subdivision",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. subdivision","Similar to but is not the subdivision",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. infradivision","Roughly equals but 'not sure' about the infradivision",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. infradivision","Similar to but is not the infradivision",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. parvdivision","Roughly equals but 'not sure' about the parvdivision",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. parvdivision","Similar to but is not the parvdivision",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. superclass","Roughly equals but 'not sure' about the superclass",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. superclass","Similar to but is not the superclass",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. class","Roughly equals but 'not sure' about the class",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. class","Similar to but is not the class",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. subclass","Roughly equals but 'not sure' about the subclass",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. subclass","Similar to but is not the subclass",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. infraclass","Roughly equals but 'not sure' about the infraclass",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. infraclass","Similar to but is not the infraclass",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. superorder","Roughly equals but 'not sure' about the superorder",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. superorder","Similar to but is not the superorder",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. order","Roughly equals but 'not sure' about the order",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. order","Similar to but is not the order",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. suborder","Roughly equals but 'not sure' about the suborder",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. suborder","Similar to but is not the suborder",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. family","Roughly equals but 'not sure' about the family",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. family","Similar to but is not the family",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. subfamily","Roughly equals but 'not sure' about the subfamily",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. subfamily","Similar to but is not the subfamily",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. tribe","Roughly equals but 'not sure' about the tribe",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. tribe","Similar to but is not the tribe",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. subtribe","Roughly equals but 'not sure' about the subtribe",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. subtribe","Similar to but is not the subtribe",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. genus","Roughly equals but 'not sure' about the genus",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. genus","Similar to but is not the genus",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. subgenus","Roughly equals but 'not sure' about the subgenus",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. subgenus","Similar to but is not the subgenus",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. section","Roughly equals but 'not sure' about the section",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. section","Similar to but is not the section",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. subsection","Roughly equals but 'not sure' about the subsection",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. subsection","Similar to but is not the subsection",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. species","Roughly equals but 'not sure' about the species",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. species","Similar to but is not the species",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. subspecies","Roughly equals but 'not sure' about the subspecies",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. subspecies","Similar to but is not the subspecies",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. variety","Roughly equals but 'not sure' about the variety",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. variety","Similar to but is not the variety",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. subvariety","Roughly equals but 'not sure' about the subvariety",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. subvariety","Similar to but is not the subvariety",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","cf. form","Roughly equals but 'not sure' about the form",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","aff. form","Similar to but is not the form",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","sp. nov.","Represents a species new to science that has been verified by a recognized authority or one that appears in the literature as such? ",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","spp. nr.","Refers to multiple potentially undescribed species nearest to the species indicated",2012-01-01T00:00:00Z,
"apl.IDQualifiersAllRanks","sp. nr.","Refers to a potentially undescribed species nearest to the species indicated",2012-01-01T00:00:00Z,
"apl.qcTaxonomyStatus","original","Original identification",2012-01-01T00:00:00Z,
"apl.qcTaxonomyStatus","QC","Identification confirmed during QAQC",2012-01-01T00:00:00Z,
"apl.sampleCondition","Condition OK","Condition OK",2012-01-01T00:00:00Z,
"apl.sampleCondition","damaged, affecting analysis","Damaged, affecting analysis",2012-01-01T00:00:00Z,2018-03-30T00:00:00Z
"apl.sampleCondition","Sample Damaged or Lost","Sample Damaged or Lost",2012-01-01T00:00:00Z,
"apl.sampleCondition","sample leakage","Sample leakage",2012-01-01T00:00:00Z,2018-03-30T00:00:00Z
"apl.sampleCondition","Sample Leakage","Sample Leakage",2012-01-01T00:00:00Z,
"apl.sampleCondition","Sample Damaged or Lost","Sample Damaged or Lost",2012-01-01T00:00:00Z,
"apl.sampleCondition","Sample Leakage","Sample Leakage",2012-01-01T00:00:00Z,
"apl.sampleCondition","other (explain in remarks)","other (explain in remarks)",2012-01-01T00:00:00Z,
"apl.sampleCondition","not analyzed","not analyzed",2012-01-01T00:00:00Z,
"apl.sampleCondition","Diatom slide not created","Diatom slide not created",2012-01-01T00:00:00Z,
"apl.taxonDatabaseName","NADED","North American Diatom Ecological Database (NADED)",2012-01-01T00:00:00Z,
"apl.unit","cubicMicrometerPerBottle","Cubic micrometers per bottle",2012-01-01T00:00:00Z,
"apl.unit","cellsPerBottle","Cells per bottle",2012-01-01T00:00:00Z,
"apl.unit","count","Count",2012-01-01T00:00:00Z,
"apl.unit","none","None",2012-01-01T00:00:00Z,
"aquaticSiteType","lake","lake",2012-01-01T00:00:00Z,
"aquaticSiteType","stream","stream",2012-01-01T00:00:00Z,
"aquaticSiteType","river","river",2012-01-01T00:00:00Z,
"aquChem.analyte","d13C","Measure of the ratio of stable isotopes 13C:12C, relative to the Vienna Pee Dee Belemnite",2012-01-01T00:00:00Z,
"aquChem.analyte","d34S","Measure of the ratio of stable isotopes 34S:32S, relative to Vienna Canyon Diablo Troilite meteorite",2012-01-01T00:00:00Z,
"aquChem.analyte","phosphorus","phosphorus",2012-01-01T00:00:00Z,2016-07-12T00:00:00Z
"aquChem.analyte","d15N","Measure of the ratio of stable isotopes 15N:14N, relative to atmospheric N2",2012-01-01T00:00:00Z,
"aquChem.analyte","chlorophyll a","chlorophyll a corrected for pheophytin",2012-01-01T00:00:00Z,
"aquChem.analyte","pheophytin","pheophytin a",2012-01-01T00:00:00Z,
"aquChem.analyte","carbon","carbon",2012-01-01T00:00:00Z,
"aquChem.analyte","nitrogen","nitrogen",2012-01-01T00:00:00Z,
"aquChem.analyte","total chlorophyll a","total chlorophyll a not corrected for pheophytin",2012-01-01T00:00:00Z,
"aquChem.analyte","sulfur","sulfur",2012-01-01T00:00:00Z,
"aquChem.analyte","phosphorus","phosphorus",2012-01-01T00:00:00Z,
"aquChem.method","ANSP P-16-54 Rev2","ANSP P-16-54 Rev2",2012-01-01T00:00:00Z,2018-03-01T00:00:00Z
"aquChem.method","ANSP P-16-114 Rev2; ANSP P-16_95 Rev3","ANSP P-16-114 Rev2; ANSP P-16_95 Rev3",2012-01-01T00:00:00Z,2018-03-01T00:00:00Z
"aquChem.method","ANSP P-16-202 Rev0","ANSP P-16-202 Rev0",2012-01-01T00:00:00Z,2018-03-01T00:00:00Z
"aquChem.method","SO2 EA-combustion-IRMS method","SO2 EA-combustion-IRMS method",2012-01-01T00:00:00Z,2018-03-01T00:00:00Z
"aquChem.method","ANSP P-16-92 Rev2","ANSP P-16-92 Rev2",2012-01-01T00:00:00Z,2018-03-01T00:00:00Z
"aquChem.method","ANSP P-16-202 CN Isotopes Rev0","ANSP P-16-202 CN Isotopes Rev0",2012-01-01T00:00:00Z,2018-03-01T00:00:00Z
"aquChem.method","ECOANALYSTS_algalChlorophyll_V2","ECOANALYSTS_algalChlorophyll_V2",2012-01-01T00:00:00Z,2019-01-01T00:00:00Z
"aquChem.method","SIRFER_algalPlantChem_isotopes_V1","SIRFER_algalPlantChem_isotopes_V1",2012-01-01T00:00:00Z,
"aquChem.method","EPA Method 200.8","EPA Method 200.8",2012-01-01T00:00:00Z,
"aquChem.method","ICPMetalsLab_P_V1","ICPMetalsLab_P_V1",2012-01-01T00:00:00Z,
"aquChem.method","ICPMetalsLab_P_V1.2","ICPMetalsLab_P_V1.2",2017-01-01T00:00:00Z,
"aquChem.method","HPL_algalChlorophyll_V1","HPL_algalChlorophyll_V1",2017-01-01T00:00:00Z,2020-01-01T00:00:00Z
"aquChem.method","ICPMetalsLab_P_V2.0","ICPMetalsLab_P_V2.0",2017-01-01T00:00:00Z,
"aquChem.method","GLEC_algalChlorophyll_V1","GLEC_algalChlorophyll_V1",2020-01-01T00:00:00Z,
"aquChem.plantAlgaeLabUnits","perMill","unit equal to parts per thousand",2012-01-01T00:00:00Z,
"aquChem.plantAlgaeLabUnits","microgramsPerLiter","micrograms per liter",2012-01-01T00:00:00Z,
"aquChem.plantAlgaeLabUnits","percent","percent",2012-01-01T00:00:00Z,
"aquChem.plantAlgaeLabUnits","relative fluorescence units","relative fluorescence units",2012-01-01T00:00:00Z,
"aquChem.plantAlgaeLabUnits","microgram","microgram",2012-01-01T00:00:00Z,
"aquChem.qaType","blank","blank",2012-01-01T00:00:00Z,
"aquChem.qaType","standard","standard",2012-01-01T00:00:00Z,
"aquChem.qaType","standard 10000 pure chla","standard 10000 pure chla",2012-01-01T00:00:00Z,2019-01-01T00:00:00Z
"aquChem.qaType","standard 1000 pure chla","standard 1000 pure chla",2012-01-01T00:00:00Z,2019-01-01T00:00:00Z
"aquChem.qaType","standard 500 pure chla","standard 500 pure chla",2012-01-01T00:00:00Z,2019-01-01T00:00:00Z
"aquChem.qaType","standard 100 pure chla","standard 100 pure chla",2012-01-01T00:00:00Z,2019-01-01T00:00:00Z
"aquChem.qaType","standard 50 pure chla","standard 50 pure chla",2012-01-01T00:00:00Z,2019-01-01T00:00:00Z
"aquChem.qaType","standard 10 pure chla","standard 10 pure chla",2012-01-01T00:00:00Z,2019-01-01T00:00:00Z
"aquChem.qaType","standard 5 pure chla","standard 5 pure chla",2012-01-01T00:00:00Z,2019-01-01T00:00:00Z
"aquChem.qaType","standard 1 pure chla","standard 1 pure chla",2012-01-01T00:00:00Z,2019-01-01T00:00:00Z
"aquChem.qaType","standard 0.5 pure chla","standard 0.5 pure chla",2012-01-01T00:00:00Z,2019-01-01T00:00:00Z
"aquChem.qaType","standard 0.25 pure chla","standard 0.25 pure chla",2012-01-01T00:00:00Z,2019-01-01T00:00:00Z
"aquChem.qaType","standard 12.5 pure chla","standard 12.5 pure chla",2012-01-01T00:00:00Z,2019-01-01T00:00:00Z
"aquChem.qaType","solid standard","solid chlorophyll standard",2012-01-01T00:00:00Z,
"aquChem.qaType","chla standard","chla standard",2012-01-01T00:00:00Z,
"aquChem.sampleCondition","condition ok","condition ok",2012-01-01T00:00:00Z,
"aquChem.sampleCondition","Sample Damaged or Lost","Sample Damaged or Lost",2012-01-01T00:00:00Z,
"aquChem.sampleCondition","Sample Not Frozen","Sample Not Frozen",2012-01-01T00:00:00Z,
"aquChem.sampleCondition","Sample Damaged or Lost","Sample Damaged or Lost",2012-01-01T00:00:00Z,
"aquChem.sampleCondition","Sample Not Frozen","Sample Not Frozen",2012-01-01T00:00:00Z,
"aquChem.sampleCondition","Sample Damaged or Lost","Sample Damaged or Lost",2012-01-01T00:00:00Z,
"aquChem.sampleCondition","Sample Damaged or Lost","Sample Damaged or Lost",2012-01-01T00:00:00Z,
"aquChem.sampleCondition","other (specify in remarks)","other (specify in remarks)",2012-01-01T00:00:00Z,
"aquChem.sampleCondition","sample damaged, affecting analysis","sample damaged, affecting analysis",2012-01-01T00:00:00Z,2018-03-30T00:00:00Z
"aquChem.sampleCondition","sample not frozen","sample not frozen",2012-01-01T00:00:00Z,2018-03-30T00:00:00Z
"aquChem.sampleCondition","other","other",2012-01-01T00:00:00Z,
"aquChem.sampleType","POM","particulate organic matter",2012-01-01T00:00:00Z,
"aquChem.sampleType","algae","periphyton, seston, or phytoplankton filter",2012-01-01T00:00:00Z,
"aquChem.sampleType","plant","plant material",2012-01-01T00:00:00Z,
"asih2o.analyte","d18OWater","d18OWater",2012-01-01T00:00:00Z,
"asih2o.analyte","d2HWater","d2HWater",2012-01-01T00:00:00Z,
"asih2o.sampleCondition","OK","OK",2012-01-01T00:00:00Z,
"asih2o.sampleCondition","Sample Damaged or Lost","Sample Received Damaged",2012-01-01T00:00:00Z,
"asih2o.sampleCondition","Sample Damaged or Lost","Sample Received Damaged",2012-01-01T00:00:00Z,
"asih2o.sampleCondition","Vial Broken/Lost Sample","Vial Broken/Lost Sample",2012-01-01T00:00:00Z,2018-03-30T00:00:00Z
"asih2o.sampleCondition","Sample Missing","Sample Missing",2012-01-01T00:00:00Z,
"asih2o.sampleType","water","water",2012-01-01T00:00:00Z,
"biophysicalCriteria","OK - no known exceptions","Sampling occurred on schedule, no known issues",2012-01-01T00:00:00Z,
"biophysicalCriteria","OK - schedule change but conditions met","Sampling occurred not within defined sampling window but reflects the target biophysical conditions",2012-01-01T00:00:00Z,
"biophysicalCriteria","conditions not met","Sampling does not reflect the target biophysical conditions",2012-01-01T00:00:00Z,
"biophysicalCriteria","other","Other potential sample timing inconsistencies described in the remarks",2012-01-01T00:00:00Z,
"biophysicalCriteria","conditions not met: most plants senesced","Sampling does not reflect the target biophysical conditions, most plants senesced",2012-01-01T00:00:00Z,
"biophysicalCriteria","conditions not met: most plants not yet flowering","Sampling does not reflect the target biophysical conditions, most plants not yet in flower",2012-01-01T00:00:00Z,
"biophysicalCriteria","unknown - logistical","Sampling not possible due to logistical considerations",2012-01-01T00:00:00Z,
"biophysicalCriteria","drought conditions","Sampling does not reflect the target biophysical conditions, abundance and composition of flora is drought compromised",2012-01-01T00:00:00Z,
"biophysicalCriteria","conditions not met: drought conditions","Sampling does not reflect the target biophysical conditions, abundance and composition of flora is drought compromised",2012-01-01T00:00:00Z,
"inv.habitatType","riffle","Shallow, swift stream habitat with high turbulence, typically with relatively coarse sediment size",2012-01-01T00:00:00Z,
"inv.habitatType","run","Shallow to deep stream habitat with swift to moderate flow, characterized by low turbulence (i.e., smooth water surface)",2012-01-01T00:00:00Z,
"inv.habitatType","pool","Typically the deepest habitats in a stream, pools are characterized by smaller substrate size and relatively slow moving water",2012-01-01T00:00:00Z,
"inv.habitatType","stepPool","In high-gradient streams, a series of pools separated by boulder or cobble steps, causing fast flow over the steps and slow flow in the pools",2012-01-01T00:00:00Z,
"inv.habitatType","littoral","The shallow zone along the shore of a lake or river where light penetration reaches the bottom",2012-01-01T00:00:00Z,
"inv.habitatType","pelagic","The part of the lake or river that is not near shore or close to the bottom",2012-01-01T00:00:00Z,
"inv.habitatType","other","A habitat type other than those listed as options; see remarks",2012-01-01T00:00:00Z,
"inv.substratumSizeClass","clay","Grain size 0.001 - 0.004 mm",2012-01-01T00:00:00Z,
"inv.substratumSizeClass","silt","Grain size 0.004 - 0.062 mm",2012-01-01T00:00:00Z,
"inv.substratumSizeClass","sand","Grain size 0.062 - 2.0 mm",2012-01-01T00:00:00Z,
"inv.substratumSizeClass","pebble","Grain size 2.0 - 64.0 mm",2012-01-01T00:00:00Z,
"inv.substratumSizeClass","cobble","Grain size 64.0 - 256.0 mm",2012-01-01T00:00:00Z,
"inv.substratumSizeClass","boulder","Grain size > 256.0 mm",2012-01-01T00:00:00Z,
"inv.substratumSizeClass","bedrock","bedrock",2012-01-01T00:00:00Z,
"inv.substratumSizeClass","large woody debris","large woody debris",2018-07-01T00:00:00Z,
"inv.substratumSizeClass","other","other",2012-01-01T00:00:00Z,
"sampleCondition","Sample condition ok","OK",2012-01-01T00:00:00Z,
"sampleCondition","Cold chain broken","cold chain broken",2012-01-01T00:00:00Z,
"sampleCondition","Other (specified in remarks)","other",2012-01-01T00:00:00Z,
"sampleCondition","Backwards Filter Membrane","Membrane attached backwards during sample filtering",2012-01-01T00:00:00Z,
"samplingImpractical","location dry","location dry",2012-01-01T00:00:00Z,
"samplingImpractical","location frozen","location frozen",2012-01-01T00:00:00Z,
"samplingImpractical","location snow covered","location snow covered",2012-01-01T00:00:00Z,
"samplingImpractical","other","Sampling location inaccessible due to other ecological reason described in the remarks",2012-01-01T00:00:00Z,
"samplingImpractical","shallow groundwater","shallow groundwater; depth of groundwater column less than 0.5 m",2012-01-01T00:00:00Z,
"samplingImpractical","low yield groundwater","low yield groundwater well",2012-01-01T00:00:00Z,
"samplingImpractical","high water velocity","high water velocity",2012-01-01T00:00:00Z,
"samplingImpractical","staff gauge disturbed","staff gauge disturbed",2012-01-01T00:00:00Z,
"samplingImpractical","staff gauge not installed","staff gauge not installed",2012-01-01T00:00:00Z,
"samplingImpractical","OK","OK",2012-01-01T00:00:00Z,
"samplingImpractical","coordinates not suitable","Maximum number of attempts made to sample within a subplot were unsuccessful",2012-01-01T00:00:00Z,
"samplingImpractical","location flooded","location flooded",2012-01-01T00:00:00Z,
"samplingImpractical","logistical","logistical",2012-01-01T00:00:00Z,
"samplingImpractical","management","management",2012-01-01T00:00:00Z,
"samplingImpractical","extreme weather","extreme weather",2012-01-01T00:00:00Z,
"samplingImpractical","location burned","location burned",2012-01-01T00:00:00Z,
"samplingImpractical","temperature low","temperature low",2012-01-01T00:00:00Z,
"samplingImpractical","temperature high","temperature high",2012-01-01T00:00:00Z,
"samplingImpractical","disturbance","samples not collected due to disturbance",2012-01-01T00:00:00Z,
"samplingImpractical","too windy","too windy",2012-01-01T00:00:00Z,
"samplingImpractical","horizon not present","horizon not present in the incubated soil sample",2012-01-01T00:00:00Z,
"samplingImpractical","location wet","location too wet due to rain or dew",2012-01-01T00:00:00Z,
"samplingImpractical","not all samples collected on this date","not all samples collected on this date",2012-01-01T00:00:00Z,
"samplingImpractical","exclosure cell not clipped, livestock absent","exclosure clip cell not harvested, cattle absent during previous grazing interval",2012-01-01T00:00:00Z,
"samplingImpractical","ambient cell not clipped, livestock absent","ambient clip cell not harvested, cattle absent during previous grazing interval",2012-01-01T00:00:00Z,
"samplingImpractical","wildfire","sampling location inaccessible due to active wildfire or post fire safety hazards",2012-01-01T00:00:00Z,
"samplingImpractical","wildlife hazard","wildlife hazard, specific hazard described in remarks",2012-01-01T00:00:00Z,
"swc.asiSamplingProtocolVersion","NEON.DOC.001886vD","NEON.DOC.001886vD",2012-01-01T00:00:00Z,
"swc.asiSamplingProtocolVersion","NEON.DOC.001886vC","NEON.DOC.001886vC",2012-01-01T00:00:00Z,
"swc.asiSamplingProtocolVersion","NEON.DOC.001886vB","NEON.DOC.001886vB",2012-01-01T00:00:00Z,
"swc.asiSamplingProtocolVersion","NEON.DOC.001886vA","NEON.DOC.001886vA",2012-01-01T00:00:00Z,
"swc.asiSamplingProtocolVersion","NEON.DOC.001886vE","NEON.DOC.001886vE",2012-01-01T00:00:00Z,
