uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,elevation,elevationUncertainty,geodeticDatum,altLocation,altLatitude,altLongitude,altCoordinateUncertainty,altGeodeticDatum,date,eventID,maxDepth,iceThickness,snowThickness,samplingProtocolVersion,samplingImpractical,thermalStratification,upperMetalimnionDepth,lowerMetalimnionDepth,upperMetalimnion2Depth,lowerMetalimnion2Depth,estimatedMetalimnionDepths,remarks,recordedBy,measuredBy,dataQF,publicationDate,release
4e3adbda-bb25-4bd6-9ecd-4ae4f85228e8,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2015-05-20T16:00Z,BARC.c0.20150520,4.9,,,NEON.DOC.002792vA,,nonstratified,,,,,,,tanthony@field-ops.org,cfoster@neoninc.org,,20211221T195347Z,RELEASE-2022
c69eb50e-0bc1-4ca8-aa2a-dcad3e45c54d,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2015-06-24T16:00Z,BARC.c0.20150624,4.9,,,NEON.DOC.002792vA,,nonstratified,,,,,,,cfoster@neoninc.org,ksandusky@neoninc.org,,20211222T041812Z,RELEASE-2022
90df6c6f-9dee-4b8c-8482-7fd5ee3d614a,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2015-07-01T16:00Z,BARC.c0.20150701,4.9,,,NEON.DOC.002792vA,,nonstratified,,,,,,,cfoster@neoninc.org,ksandusky@neoninc.org,,20211222T025940Z,RELEASE-2022
1e6970b9-8ad1-40c9-a017-dee0ac978de5,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2015-07-15T16:00Z,BARC.c0.20150715,4.9,,,NEON.DOC.002792vA,,nonstratified,,,,,,,tburlingame@neoninc.org,cfoster@neoninc.org,,20211222T025940Z,RELEASE-2022
268db09c-b090-4657-9acd-6b917bac0770,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2015-07-23T16:00Z,BARC.c0.20150723,4.9,,,NEON.DOC.002792vA,,nonstratified,,,,,,,tburlingame@neoninc.org,cfoster@neoninc.org,,20211222T025940Z,RELEASE-2022
26575f60-d4da-4df5-a4e5-471e8985e86f,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2015-08-27T16:00Z,BARC.c0.20150827,5,,,NEON.DOC.002792vA,,nonstratified,,,,,,,ksandusky@neoninc.org,cfoster@neoninc.org,,20211222T030920Z,RELEASE-2022
1aeaecac-5b18-4dd2-8168-b3dc38d95d66,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2015-10-14T16:00Z,BARC.c0.20151014,5.3,,,NEON.DOC.002792vA,,nonstratified,,,,,,,ksandusky@neoninc.org,cfoster@neoninc.org,,20211222T031333Z,RELEASE-2022
870f4569-984d-4299-bc6a-7d1760263499,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2015-11-05T17:00Z,BARC.c0.20151105,5.3,,,NEON.DOC.002792vA,,nonstratified,,,,,,,tburlingame@neoninc.org,ksandusky@neoninc.org,,20211222T005838Z,RELEASE-2022
724d96fb-43be-4538-9fda-d841be04de74,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2015-11-20T17:00Z,BARC.c0.20151120,5.4,,,NEON.DOC.002792vA,,nonstratified,,,,,,,bgottloeb@neoninc.org,ksandusky@neoninc.org,,20211222T005838Z,RELEASE-2022
b1317606-6c73-4075-a206-c86f9f39e6b8,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2015-12-28T17:00Z,BARC.c0.20151228,5.3,,,NEON.DOC.002792vA,,stratified,0.5,2.5,,,,,ksandusky@neoninc.org,tburlingame@neoninc.org,,20211221T232625Z,RELEASE-2022
20c5c176-35c5-4498-9962-1d1bf4e41bd8,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2016-02-19T17:00Z,BARC.c0.20160219,5.4,,,NEON.DOC.002792vA,,nonstratified,,,,,,,ksandusky@neoninc.org,echartrand@neoninc.org,,20211222T010333Z,RELEASE-2022
e0fa99ed-9f74-4cbc-8430-c6363aedaf63,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2016-02-29T17:00Z,BARC.c0.20160229,5.3,,,NEON.DOC.002792vA,,nonstratified,,,,,,,ksandusky@neoninc.org,echartrand@neoninc.org,,20211222T010333Z,RELEASE-2022
8cd7d57c-dcc8-442e-bdfb-ddca5554914b,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2016-04-07T16:00Z,BARC.c0.20160407,5.3,,,NEON.DOC.002792vA,,nonstratified,,,,,,,ksandusky@neoninc.org,echartrand@neoninc.org,,20211222T021455Z,RELEASE-2022
05c278f5-15f5-4eee-a3c8-c240c33000c4,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2016-05-03T16:00Z,BARC.c0.20160503,5.2,,,NEON.DOC.002792vA,,nonstratified,,,,,,,echartrand@neoninc.org,ksandusly@neoninc.org,,20211222T035335Z,RELEASE-2022
d090464d-1b0f-4a10-a34c-2253bc79447a,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2016-06-14T16:00Z,BARC.c0.20160614,5.3,,,NEON.DOC.002792vA,,nonstratified,,,,,,,ksandusky@neoninc.org,echartrand@neoninc.org,,20211221T221700Z,RELEASE-2022
691720c7-96fb-4db4-9a5e-a62a22ed0327,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2016-07-06T16:00Z,BARC.c0.20160706,5.2,,,NEON.DOC.002792vA,,nonstratified,,,,,,,ksandusky@neoninc.org,echartrand@neoninc.org,,20211222T042234Z,RELEASE-2022
0f790a3a-c68d-4344-941e-f648644184ba,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2016-08-10T16:00Z,BARC.c0.20160810,5.5,,,NEON.DOC.002792vA,,nonstratified,,,,,,plants obscuring the bottom,jford@field-ops.org,echartrand@neoninc.org,,20211222T034020Z,RELEASE-2022
5f96898f-632a-4780-a880-396c81e3ec39,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2016-09-07T16:00Z,BARC.c0.20160907,5.5,,,NEON.DOC.002792vA,,nonstratified,,,,,,,echartrand@neoninc.org,ksandusky@neoninc.org,,20211222T013952Z,RELEASE-2022
53b5636e-437a-4d23-95dd-a32a052f803c,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2016-10-12T16:00Z,BARC.c0.20161012,5.1,,,NEON.DOC.002792vA,,nonstratified,,,,,,,ksandusky@neoninc.org,echartrand@neoninc.org,,20211221T222105Z,RELEASE-2022
65f27006-528c-4058-ae99-dd44601d80f0,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2016-11-02T16:00Z,BARC.c0.20161102,5.1,,,NEON.DOC.002792vA,,nonstratified,,,,,,SDG 1100 ASI 1104,ksandusky@neoninc.org,echartrand@neoninc.org,,20211222T032046Z,RELEASE-2022
13acb90b-ffd9-49a3-92ce-e13526c6743b,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2016-12-13T17:00Z,BARC.c0.20161213,4.9,,,NEON.DOC.002792vA,,nonstratified,,,,,,,echartrand@neoninc.org,ksandusky@neoninc.org,,20211222T012934Z,RELEASE-2022
cf7d7276-cf99-4f19-a4c8-498c58b37c1d,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-02-01T17:00Z,BARC.c0.20170201,4.8,,,NEON.DOC.002792vA,,nonstratified,,,,,,,echartrand@neoninc.org,kludwig@field-ops.org,,20211222T001356Z,RELEASE-2022
5c4b69ea-241c-49b3-8edc-b09c848ca97a,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-02-07T17:00Z,BARC.c0.20170207,4.7,,,NEON.DOC.002792vB,,nonstratified,,,,,,,echartrand@neoninc.org,kludwig@field-ops.org,,20211222T001356Z,RELEASE-2022
f9161f4d-3843-4536-a8f2-bec7e10a1cd0,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-02-22T17:00Z,BARC.c0.20170222,4.7,,,NEON.DOC.002792vB,,nonstratified,,,,,,,kludwig@field-ops.org,ksandusky@neoninc.org,,20211222T001356Z,RELEASE-2022
85d7b159-be3d-40c9-88c5-0dbdd8441d80,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-03-02T17:00Z,BARC.c0.20170302,4.7,,,NEON.DOC.002792vB,,nonstratified,,,,,,,echartrand@neoninc.org,jcampbell@field-ops.org,,20211221T211422Z,RELEASE-2022
9d038a6f-badd-467e-a86a-28945f55331c,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-03-09T17:00Z,BARC.c0.20170309,4.8,,,NEON.DOC.002792vB,,nonstratified,,,,,,,kludwig@field-ops.org,echartrand@neoninc.org,,20211221T211422Z,RELEASE-2022
f50faf90-2e9a-4688-b82b-c57bafe78cf4,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-04-05T13:17Z,BARC.c0.20170405,4.6,,,NEON.DOC.002792vB,,nonstratified,,,,,,,jcampbell@field-ops.org,echartrand@neoninc.org,,20211221T201921Z,RELEASE-2022
25a7e505-02c0-4559-9d33-7d83516318d6,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-05-02T13:27Z,BARC.c0.20170502,4.3,,,NEON.DOC.002792vB,,nonstratified,4.33,,,,,,kludwig@field-ops.org,jcampbell@field-ops.org,,20211221T221341Z,RELEASE-2022
da00ad09-8491-4a12-8ad8-44c2dcf5cd74,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-06-08T13:17Z,BARC.c0.20170608,4.5,,,NEON.DOC.002792vB,,nonstratified,4.5,,,,,,kludwig@field-ops.org,jcampbell@field-ops.org,,20211222T021733Z,RELEASE-2022
4221cbe3-f628-443a-b33b-ec7823adea75,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-06-27T12:38Z,BARC.c0.20170627,4.8,,,NEON.DOC.002792vB,,nonstratified,4.8,,,,,,echartrand@neoninc.org,kludwig@field-ops.org,,20211222T021733Z,RELEASE-2022
6c0a01d2-3165-4302-9ff9-6929ba3145d0,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-06-28T12:21Z,BARC.c0.20170628,4.9,,,NEON.DOC.002792vB,,nonstratified,4.9,,,,,,echartrand@neoninc.org,kludwig@field-ops.org,,20211222T021733Z,RELEASE-2022
663f9883-07a3-475e-89b0-141ba29bfa01,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-07-06T14:41Z,BARC.c0.20170706,4.8,,,NEON.DOC.002792vB,,nonstratified,4.82,,,,,,jcampbell@field-ops.org,kludwig@field-ops.org,,20211222T031058Z,RELEASE-2022
a8cce933-a09f-4fbf-8536-8b759f8a5523,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-07-12T13:22Z,BARC.c0.20170712,5,,,NEON.DOC.002792vB,,nonstratified,5,,,,,,jcampbell@field-ops.org,echartrand@neoninc.org,,20211222T031058Z,RELEASE-2022
f8636eb5-6763-4b28-9572-a73d2a6809a5,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-07-18T13:09Z,BARC.c0.20170718,4.9,,,NEON.DOC.002792vB,,nonstratified,4.9,,,,,,jcampbell@field-ops.org,kludwig@field-ops.org,,20211222T031058Z,RELEASE-2022
0d9db851-2ad4-4e0a-abc3-dfdb31b0b6b9,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-08-02T12:36Z,BARC.c0.20170802,5,,,NEON.DOC.002792vB,,nonstratified,5,,,,,,jcampbell@field-ops.org,kludwig@field-ops.org,,20211221T214758Z,RELEASE-2022
546c0c14-81a6-4e00-aa64-309a1af43126,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-09-05T13:08Z,BARC.c0.20170905,5.3,,,NEON.DOC.002792vB,,nonstratified,5.3,,,,,,kludwig@field-ops.org,jcampbell@field-ops.org,,20211222T020719Z,RELEASE-2022
fd08f094-b7b2-49cc-a990-38274b52da02,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-10-10T13:34Z,BARC.c0.20171010,6.2,,,NEON.DOC.002792vB,,nonstratified,6.15,,,,,,jcampbell@field-ops.org,kludwig@field-ops.org,,20211221T211729Z,RELEASE-2022
d0222694-3609-4532-8487-6b10fa591fab,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-10-31T15:55Z,BARC.c0.20171031,6.3,,,NEON.DOC.002792vB,,nonstratified,6.26,,,,,,jcampbell@field-ops.org,kludwig@field-ops.org,,20211221T211729Z,RELEASE-2022
92a8e7c4-257b-4aac-93dd-d2bbb30d9480,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-11-02T17:25Z,BARC.c0.20171102,6.5,,,NEON.DOC.002792vB,,nonstratified,6.52,,,,,,kross@BattelleEcology.org,kludwig@field-ops.org,,20211222T025310Z,RELEASE-2022
001d8f07-21ea-449d-8430-d03776aceaba,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-11-07T15:23Z,BARC.c0.20171107,6.2,,,NEON.DOC.002792vB,,nonstratified,6.2,,,,,,"",jcampbell@field-ops.org,,20211222T025310Z,RELEASE-2022
1f990b69-1d68-48b5-8985-d09c977f05b8,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-11-09T16:56Z,BARC.c0.20171109,6.2,,,NEON.DOC.002792vB,,nonstratified,6.21,,,,,,jcampbell@field-ops.org,biwaniec@battelleecology.org,,20211222T025310Z,RELEASE-2022
40afd9c6-da8d-4e3f-addc-647738108903,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2017-12-05T15:33Z,BARC.c0.20171205,6.3,,,NEON.DOC.002792vB,,nonstratified,6.3,,,,,,,jcampbell@field-ops.org,,20211222T001331Z,RELEASE-2022
9e15ba78-951c-482d-9f76-4df3a80b6302,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-01-04T15:13Z,BARC.c0.20180104,6.5,,,NEON.DOC.002792vB,,nonstratified,6.45,,,,,,Ksandusky@battelleecology.org,ahugi@battelleecology.org,,20211221T223359Z,RELEASE-2022
e9b2d646-b412-41b5-99c8-1f7221dfc2db,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-02-06T15:45Z,BARC.c0.20180206,6.4,,,NEON.DOC.002792vC,,nonstratified,6.38,,,,,,kross@BattelleEcology.org,jcampbell@field-ops.org,,20211221T221415Z,RELEASE-2022
36157cd7-39fa-418a-ac62-e1a99a6ace4d,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-02-21T16:19Z,BARC.c0.20180221,6.2,,,NEON.DOC.002792vC,,stratified,0.5,3,6.24,,,,jcampbell@field-ops.org,kross@BattelleEcology.org,,20211221T221415Z,RELEASE-2022
fcbc5735-8f82-4796-a165-365cd1857955,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-02-22T19:00Z,BARC.c0.20180222,6.4,,,NEON.DOC.002792vC,,stratified,0.5,3,6.35,,,,"",jcampbell@field-ops.org,,20211221T221415Z,RELEASE-2022
8c3d688b-f544-40c8-ba65-6b0fea8c1c10,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-03-05T15:10Z,BARC.c0.20180305,6.3,,,NEON.DOC.002792vC,,stratified,3.5,4.5,6.32,,,,jcampbell@field-ops.org,kludwig@battelleecology.org,,20211221T194622Z,RELEASE-2022
2c465f7e-26e5-4a52-8fab-9c41a56518da,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-04-03T02:42Z,BARC.c0.20180402,6.2,,,NEON.DOC.002792vC,,nonstratified,6.24,,,,,,kludwig@battelleecology.org,kross@BattelleEcology.org,,20211221T215526Z,RELEASE-2022
9741499b-e4eb-4f6e-b7a2-de1846583309,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-04-30T15:54Z,BARC.c0.20180430,6.4,,,NEON.DOC.002792vC,,nonstratified,6.4,,,,,,ebaldwin@battelleecology.org,kludwig@battelleecology.org,,20211221T215526Z,RELEASE-2022
f5b0fade-6796-4e18-8196-4545cf3ef615,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-06-05T16:16Z,BARC.c0.20180605,6.6,,,NEON.DOC.002792vC,,nonstratified,6.57,,,,,,Ksandusky@battelleecology.org,kross@BattelleEcology.org,,20211221T210645Z,RELEASE-2022
c5c2ba1a-f1d3-475d-afe0-d0c8a95aa008,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-07-09T14:21Z,BARC.c0.20180709,6.7,,,NEON.DOC.002792vC,,nonstratified,6.65,,,,,,kludwig@battelleecology.org,kkelley@battelleecology.org,,20211222T020511Z,RELEASE-2022
360764c9-cd4a-4b0e-b16c-ee569670c840,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-07-16T14:14Z,BARC.c0.20180716,6.8,,,NEON.DOC.002792vC,,nonstratified,6.75,,,,,,kkelley@battelleecology.org,kross@BattelleEcology.org,,20211222T020511Z,RELEASE-2022
b9954ff7-5d93-4d4a-96de-126ceabaf819,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-07-31T13:15Z,BARC.c0.20180731,6.8,,,NEON.DOC.002792vC,,nonstratified,6.81,,,,,,kludwig@battelleecology.org,kludwig@battelleecology.org,,20211222T020511Z,RELEASE-2022
9a6aa1c6-39bd-469b-8979-07b19b8c2dfb,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-09-05T13:14Z,BARC.c0.20180905,5.9,,,NEON.DOC.002792vC,,nonstratified,5.9,,,,,,fsanchez@battelleecology.org,kross@BattelleEcology.org,,20211222T021700Z,RELEASE-2022
7d0f48b0-7dc4-4dbb-b093-47495e4ca78a,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-10-01T14:51Z,BARC.c0.20181001,6.9,,,NEON.DOC.002792vC,,,,,,,,,kkelley@battelleecology.org,kludwig@battelleecology.org,,20211222T034145Z,RELEASE-2022
da3d58d2-2278-4e54-8621-d642f287d596,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-11-05T15:56Z,BARC.c0.20181105,6.8,,,NEON.DOC.002792vC,,nonstratified,6.82,,,,,,kludwig@battelleecology.org,kkelley@battelleecology.org,,20211221T204152Z,RELEASE-2022
ab8794ef-14fe-4461-971c-8fd8493296b8,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-11-12T17:58Z,BARC.c0.20181112,6.8,,,NEON.DOC.002792vC,,nonstratified,6.83,,,,,,kkelley@battelleecology.org,kross@BattelleEcology.org,,20211221T204152Z,RELEASE-2022
25df50a8-3fc6-4fe9-893c-058883d5a0a9,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2018-12-03T16:23Z,BARC.c0.20181203,6.8,,,NEON.DOC.002792vC,,stratified,1,2.5,6.8,,,,fsanchez@battelleecology.org,kludwig@battelleecology.org,,20211222T030359Z,RELEASE-2022
b6209f9f-59c0-4552-914e-4413ecfe8054,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-01-07T18:07Z,BARC.c0.20190107,6.9,,,NEON.DOC.002792vC,,nonstratified,6.9,,,,,,kross@BattelleEcology.org,mbenedict@battelleecology.org,,20211221T232212Z,RELEASE-2022
dd420319-7230-4246-b582-8c756d0e5eec,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-02-05T15:35Z,BARC.c0.20190205,7.1,,,NEON.DOC.002792vC,,nonstratified,7.11,,,,,,Ksandusky@battelleecology.org,kross@BattelleEcology.org,,20211221T205416Z,RELEASE-2022
cff002be-5334-466e-b49e-89623c423795,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-02-15T16:42Z,BARC.c0.20190215,7,,,NEON.DOC.002792vC,,stratified,2.5,3.5,6.95,,,,fsanchez@battelleecology.org,kross@BattelleEcology.org,,20211221T205416Z,RELEASE-2022
4648890f-66e3-4fb9-b181-a220a5db514c,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-02-20T15:13Z,BARC.c0.20190220,7.1,,,NEON.DOC.002792vC,,stratified,1.5,3.5,7.1,,,,fsanchez@battelleecology.org,kross@BattelleEcology.org,,20211221T205416Z,RELEASE-2022
3e350ec4-894d-4a84-a293-383baf4ea5d2,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-03-05T15:40Z,BARC.c0.20190305,7.2,,,NEON.DOC.002792vC,,stratified,3,4.5,7.2,,,,,0000-0002-0515-9948,,20211221T215809Z,RELEASE-2022
33ef0feb-8ea2-43bc-be85-23ccf63d0916,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-04-11T13:55Z,BARC.c0.20190411,7.1,,,NEON.DOC.002792vC,,stratified,1.5,3,7.05,,,,fsanchez@battelleecology.org,0000-0002-4570-7750,,20211222T040059Z,RELEASE-2022
4d40ed3c-5db6-4934-8f03-061793969052,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-05-08T13:45Z,BARC.c0.20190508,6.9,,,NEON.DOC.002792vC,,stratified,4.5,6.91,6.91,,,,fsanchez@battelleecology.org,0000-0003-1571-3196,,20211221T220125Z,RELEASE-2022
