name,pubCode,description,startDate,endDate
"swc.waterSamplerType","Kemmerer","Kemmerer",2012-01-01T00:00:00Z,
"swc.waterSamplerType","Van Dorn","Van Dorn",2012-01-01T00:00:00Z,
"swc.waterSamplerType","Grab","Grab",2012-01-01T00:00:00Z,
"swc.waterSamplerType","Groundwater Pump","Groundwater Pump",2012-01-01T00:00:00Z,
"swc.waterSamplerType","Groundwater Bailer Tube","Groundwater Bailer Tube",2012-01-01T00:00:00Z,
"swc.waterSamplerType","Syringe","Syringe",2018-01-01T00:00:00Z,
"swc.waterSamplerType","Syringe and Bailer Tube","Syringe and Bailer Tube",2018-01-01T00:00:00Z,
"swc.waterSamplerType","Groundwater Peristaltic Pump","Groundwater Peristaltic Pump",2018-01-01T00:00:00Z,
"wc.analyte","pH","pH",2012-01-01T00:00:00Z,
"wc.analyte","specificConductance","conductivity",2012-01-01T00:00:00Z,
"wc.analyte","CO3","carbonate",2012-01-01T00:00:00Z,
"wc.analyte","HCO3","bicarbonate",2012-01-01T00:00:00Z,
"wc.analyte","ANC","acid neutralizing capacity",2012-01-01T00:00:00Z,
"wc.analyte","Ca","calcium",2012-01-01T00:00:00Z,
"wc.analyte","Mg","magnesium",2012-01-01T00:00:00Z,
"wc.analyte","Na","sodium",2012-01-01T00:00:00Z,
"wc.analyte","K","potassium",2012-01-01T00:00:00Z,
"wc.analyte","SO4","sulfate",2012-01-01T00:00:00Z,
"wc.analyte","Cl","chloride",2012-01-01T00:00:00Z,
"wc.analyte","Mn","manganese",2012-01-01T00:00:00Z,
"wc.analyte","Fe","iron",2012-01-01T00:00:00Z,
"wc.analyte","Br","bromide",2012-01-01T00:00:00Z,
"wc.analyte","F","fluoride",2012-01-01T00:00:00Z,
"wc.analyte","Si","silicon",2012-01-01T00:00:00Z,
"wc.analyte","TSS","total suspended solids",2012-01-01T00:00:00Z,
"wc.analyte","TSS - Dry Mass","Total suspended solids - Dry Mass",2012-01-01T00:00:00Z,
"wc.analyte","TDS","total dissolved solids",2012-01-01T00:00:00Z,
"wc.analyte","NO3+NO2 - N","nitrate plus nitrite as Nitrogen",2012-01-01T00:00:00Z,
"wc.analyte","NO2 - N","nitrite as Nitrogen",2012-01-01T00:00:00Z,
"wc.analyte","NH4 - N","ammonium as Nitrogen",2012-01-01T00:00:00Z,
"wc.analyte","Ortho - P","Orthophosphate",2012-01-01T00:00:00Z,
"wc.analyte","TN","total nitrogen",2012-01-01T00:00:00Z,
"wc.analyte","TDN","total dissolved nitrogen",2012-01-01T00:00:00Z,
"wc.analyte","DIC","dissolved inorganic carbon",2012-01-01T00:00:00Z,
"wc.analyte","DOC","dissolved organic carbon",2012-01-01T00:00:00Z,
"wc.analyte","TOC","total organic carbon",2012-01-01T00:00:00Z,
"wc.analyte","TP","total phosphorus",2012-01-01T00:00:00Z,
"wc.analyte","TDP","total dissolved phosphorus",2012-01-01T00:00:00Z,
"wc.analyte","TPC","total particulate carbon",2012-01-01T00:00:00Z,
"wc.analyte","TPN","total particulate nitrogen",2012-01-01T00:00:00Z,
"wc.analyte","UV Absorbance (254 nm)","UV Absorbance (250 nm)",2012-01-01T00:00:00Z,
"wc.analyte","UV Absorbance (280 nm)","UV Absorbance (280 nm)",2012-01-01T00:00:00Z,
"wc.analyte","specificConductance","specificConductance",2012-01-01T00:00:00Z,
"wc.analyte","UV Absorbance (254 nm)","UV Absorbance (254 nm)",2012-01-01T00:00:00Z,
"wc.analyteUnits","pH","pH",2012-01-01T00:00:00Z,
"wc.analyteUnits","microsiemensPerCentimeter","microsiemensPerCentimeter",2012-01-01T00:00:00Z,
"wc.analyteUnits","milligramsPerLiter","milligramsPerLiter",2012-01-01T00:00:00Z,
"wc.analyteUnits","milliequivalentsPerLiter","milliequivalentsPerLiter",2012-01-01T00:00:00Z,
"wc.analyteUnits","microgram","microgram",2012-01-01T00:00:00Z,
"wc.analyteUnits","absorbance units","absorbance units",2012-01-01T00:00:00Z,
"wc.analyteUnits","milligram","milligram",2012-01-01T00:00:00Z,
"wc.analyteUnits","microgramsPerLiter","microgramsPerLiter",2012-01-01T00:00:00Z,
"wc.belowDetectionQF","ND","ND indicates that an analyte could not be detected, i.e. the value was at or below 0",2012-01-01T00:00:00Z,
"wc.belowDetectionQF","BDL","BDL indicates that an analyte could be detected, i.e. was above 0, but the value was below the detection limit",2012-01-01T00:00:00Z,
"wc.sampleCondition","OK","OK",2012-01-01T00:00:00Z,
"wc.sampleCondition","Cold Chain Broken","Sample Received Warm But Analyzable",2012-01-01T00:00:00Z,
"wc.sampleCondition","Sample Damaged or Lost","Sample Received Damaged But Analyzable",2012-01-01T00:00:00Z,
"wc.sampleCondition","Sample Damaged or Lost","Sample Damaged or Lost During Storage",2012-01-01T00:00:00Z,
"wc.sampleCondition","Cold Chain Broken","Cold Chain Broken During Storage",2012-01-01T00:00:00Z,
"wc.sampleCondition","Other","Other",2012-01-01T00:00:00Z,
"wc.sampleCondition","GOOD","GOOD",2012-01-01T00:00:00Z,2019-07-31T00:00:00Z
"wc.sampleCondition","Raw Sample Arrived Broken","Raw Sample Arrived Broken",2012-01-01T00:00:00Z,2019-07-31T00:00:00Z
"wc.sampleCondition","Filtered Sample Arrived Broken","Filtered Sample Arrived Broken",2012-01-01T00:00:00Z,2019-07-31T00:00:00Z
"wc.sampleCondition","Filtered Sample Missing","Filtered Sample Missing",2012-01-01T00:00:00Z,2019-07-31T00:00:00Z
"wc.sampleCondition","Raw Sample Missing","Raw Sample Missing",2012-01-01T00:00:00Z,2019-07-31T00:00:00Z
"wc.sampleCondition","PCN Sample Missing","PCN Sample Missing",2012-01-01T00:00:00Z,2019-07-31T00:00:00Z
"wc.sampleCondition","Hold Time Exceeded","Hold Time Exceeded",2012-01-01T00:00:00Z,
"wc.sampleCondition","Cold Chain Broken During Storage|Hold Time Exceeded","Cold Chain Broken During Storage|Hold Time Exceeded",2012-01-01T00:00:00Z,
"wc.sampleCondition","Backwards Filter Membrane","Membrane attached backwards during sample filtering",2012-01-01T00:00:00Z,
"wc.sampleCondition","Sample Received Warm But Analyzable|Cold Chain Broken During Storage|Hold Time Exceeded","Sample Received Warm But Analyzable|Cold Chain Broken During Storage|Hold Time Exceeded",2012-01-01T00:00:00Z,
"wc.sampleCondition","Sample Received Warm But Analyzable|Hold Time Exceeded","Sample Received Warm But Analyzable|Hold Time Exceeded",2012-01-01T00:00:00Z,
"wc.summaryUnits","+/- % of nominal value at full scale","+/- % of nominal value at full scale",2019-01-01T00:00:00Z,
"wc.summaryUnits","Standard deviation of nominal value","Standard deviation of nominal value",2019-01-01T00:00:00Z,
"wc.summaryUnits","% of 1/1000 OD","% of 1/1000 OD",2019-01-01T00:00:00Z,
"wc.summaryUnits","95% CI of combined uncertainty","95% CI of combined uncertainty",2019-01-01T00:00:00Z,
