uid,domainID,siteID,namedLocation,collectDate,titrationDate,parentSampleID,domainSampleID,domainSampleCode,titrationLocation,sampleType,initialSamplepH,initialSampleTemp,normality,sampleVolume,methodType,remarks,measuredBy,alkMeqPerL,alkMgPerL,ancMeqPerL,ancMgPerL,dataQF,publicationDate,release
f4927f5f-042b-4c66-8380-f9fe1396da55,D03,BARC,BARC.AOS.buoy.c0,2014-06-03T14:15Z,2014-06-03T19:00Z,BARC.C0.20140603,BARC.C0.20140603.ALK,,support facility,ALK,4.39,22.7,0.16,50,Gran,,cfoster@neoninc.org,-0.02,-0.94,,,,20220107T003346Z,RELEASE-2022
41ceee8a-8bae-42e3-aa35-c6dbf82b194b,D03,BARC,BARC.AOS.buoy.c0,2014-06-03T14:15Z,2014-06-03T19:40Z,BARC.C0.20140603,BARC.C0.20140603.ANC,,support facility,ANC,4.34,24.6,0.16,50,Gran,,cfoster@neoninc.org,,,-0.03,-1.46,,20220107T003346Z,RELEASE-2022
55fdf3c0-4464-402f-94c2-1d5e37536890,D03,BARC,BARC.AOS.littoral1,2014-06-03T14:30Z,2014-06-04T13:50Z,BARC.IN.20140603,BARC.IN.20140603.ALK,,support facility,ALK,4.34,19.6,0.16,50,Gran,,cfoster@neoninc.org,-0.03,-1.58,,,,20220107T003346Z,RELEASE-2022
5a51540c-88c7-4e99-8ac3-8dfaa51a0072,D03,BARC,BARC.AOS.littoral1,2014-06-03T14:30Z,2014-06-04T14:10Z,BARC.IN.20140603,BARC.IN.20140603.ANC,,support facility,ANC,4.36,19.2,0.16,50,Gran,,cfoster@neoninc.org,,,-0.09,-4.29,,20220107T003346Z,RELEASE-2022
28926b92-482d-408d-88c1-3bf86894d012,D03,BARC,BARC.AOS.littoral2,2014-06-03T14:55Z,2014-06-04T14:30Z,BARC.OT.20140603,BARC.OT.20140603.ALK,,support facility,ALK,4.33,19.6,0.16,50,Gran,,mlehmensiek@neoninc.org,-0.02,-0.79,,,,20220107T003346Z,RELEASE-2022
895f3461-5da6-4392-b874-d9d40bc49d43,D03,BARC,BARC.AOS.littoral2,2014-06-03T14:55Z,2014-06-04T14:50Z,BARC.OT.20140603,BARC.OT.20140603.ANC,,support facility,ANC,4.23,19,0.16,50,Gran,,mlehmensiek@neoninc.org,,,-0.07,-3.49,,20220107T003346Z,RELEASE-2022
595bbe1a-913f-4434-9504-910d903d1e72,D03,BARC,BARC.AOS.littoral1,2014-07-30T14:35Z,2014-07-31T14:10Z,BARC.IN.20140730,BARC.IN.20140730.ALK,,support facility,ALK,4.38,22.7,0.16,50,Gran,,cfoster@neoninc.org,-0.03,-1.73,,,,20220107T002522Z,RELEASE-2022
70a4447e-f5bd-4551-959a-b9d959dfa3f8,D03,BARC,BARC.AOS.littoral1,2014-07-30T14:35Z,2014-07-31T14:35Z,BARC.IN.20140730,BARC.IN.20140730.ANC,,support facility,ANC,4.15,23.2,0.16,50,Gran,,cfoster@neoninc.org,,,-0.06,-3.02,,20220107T002522Z,RELEASE-2022
b236a233-d054-4269-8535-cb5e7dfdbafc,D03,BARC,BARC.AOS.littoral2,2014-07-30T15:00Z,2014-07-31T13:30Z,BARC.OT.20140730,BARC.OT.20140730.ANC,,support facility,ANC,4.31,22.4,0.16,50,Gran,,cfoster@neoninc.org,,,-0.06,-3.02,,20220107T002522Z,RELEASE-2022
04109093-1893-42ad-83fb-8d72d51c970f,D03,BARC,BARC.AOS.littoral2,2014-07-30T15:00Z,2014-07-31T13:15Z,BARC.OT.20140730,BARC.OT.20140730.ALK,,support facility,ALK,4.35,21.3,0.16,50,Gran,,cfoster@neoninc.org,-0.04,-1.85,,,,20220107T002522Z,RELEASE-2022
08abd8ec-2db9-486f-8393-42e77418e498,D03,BARC,BARC.AOS.buoy.c0,2015-02-10T16:45Z,2015-02-11T13:42Z,BARC.C0.20150210,BARC.C0.20150210.ANC,,support facility,ANC,4.44,22,0.16,50,Gran,,cfoster@neoninc.org,,,-0.03,-1.55,,20211222T023333Z,RELEASE-2022
0cb40463-5768-4ff1-b53b-6772b72c0436,D03,BARC,BARC.AOS.buoy.c0,2015-02-10T16:45Z,2015-02-11T13:30Z,BARC.C0.20150210,BARC.C0.20150210.ALK,,support facility,ALK,4.46,21.2,0.16,50,Gran,,cfoster@neoninc.org,-0.03,-1.48,,,,20211222T023333Z,RELEASE-2022
c6772a16-1ac8-4430-b263-47d5faa65746,D03,BARC,BARC.AOS.littoral1,2015-02-10T17:10Z,2015-02-11T13:55Z,BARC.IN.20150210,BARC.IN.20150210.ALK,,support facility,ALK,4.42,21.9,0.16,50,Gran,,cfoster@neoninc.org,-0.03,-1.73,,,,20211222T023333Z,RELEASE-2022
63173f93-76e6-4cac-90c0-d8e248b6c664,D03,BARC,BARC.AOS.littoral1,2015-02-10T17:10Z,2015-02-11T14:12Z,BARC.IN.20150210,BARC.IN.20150210.ANC,,support facility,ANC,4.34,22.2,0.16,50,Gran,,cfoster@neoninc.org,,,-0.03,-1.28,,20211222T023333Z,RELEASE-2022
04fa17f1-b32d-46e3-aa6f-5f9f961f3dfc,D03,BARC,BARC.AOS.buoy.c0,2015-03-10T14:40Z,2015-03-11T12:30Z,BARC.C0.20150310,BARC.C0.20150310.ANC,,support facility,ANC,4.46,21.2,0.16,50,Gran,,cfoster@neoninc.org,,,-0.03,-1.55,,20211221T232645Z,RELEASE-2022
5d3db830-697a-4d3c-8593-d9f9937fd5cc,D03,BARC,BARC.AOS.buoy.c0,2015-03-10T14:40Z,2015-03-11T12:42Z,BARC.C0.20150310,BARC.C0.20150310.ALK,,support facility,ALK,4.44,22,0.16,50,Gran,,cfoster@neoninc.org,-0.03,-1.48,,,,20211221T232645Z,RELEASE-2022
e71c898a-cf60-49b8-a345-3fdc876bbfc9,D03,BARC,BARC.AOS.littoral1,2015-03-10T15:07Z,2015-03-11T12:42Z,BARC.IN.20150310,BARC.IN.20150310.ANC,,support facility,ANC,4.34,21.9,0.16,50,Gran,,cfoster@neoninc.org,,,-0.03,-1.28,,20211221T232645Z,RELEASE-2022
dab5b98c-040c-4416-8bd4-3ad7daf98790,D03,BARC,BARC.AOS.littoral1,2015-03-10T15:07Z,2015-03-11T12:55Z,BARC.IN.20150310,BARC.IN.20150310.ALK,,support facility,ALK,4.42,22.2,0.16,50,Gran,,cfoster@neoninc.org,-0.03,-1.73,,,,20211221T232645Z,RELEASE-2022
43319a4e-7967-442a-b3cf-b4939e051c62,D03,BARC,BARC.AOS.littoral2,2015-03-10T15:20Z,2015-03-11T13:30Z,BARC.OT.20150310,BARC.OT.20150310.ANC,,support facility,ANC,4.43,22.5,0.16,50,Gran,,cfoster@neoninc.org,,,-0.04,-1.82,,20211221T232645Z,RELEASE-2022
14e483a0-9b4b-4d40-8b93-92cb2d15c84f,D03,BARC,BARC.AOS.littoral2,2015-03-10T15:20Z,2015-03-11T13:45Z,BARC.OT.20150310,BARC.OT.20150310.ALK,,support facility,ALK,4.42,23,0.16,50,Gran,,cfoster@neoninc.org,-0.04,-1.82,,,,20211221T232645Z,RELEASE-2022
504baada-b0bb-4fad-a86a-793916db205d,D03,BARC,BARC.AOS.buoy.c0,2015-04-07T13:45Z,2015-04-08T19:35Z,BARC.C0.20150407,BARC.C0.20150407.ANC,,support facility,ANC,4.5,21.8,0.16,50,Gran,,ksandusky@neoninc.org,,,-0.02,-0.82,,20211221T205634Z,RELEASE-2022
a4abd83a-ed75-4cbb-9fb3-be56d550f7f9,D03,BARC,BARC.AOS.buoy.c0,2015-04-07T13:45Z,2015-04-08T19:35Z,BARC.C0.20150407,BARC.C0.20150407.ALK,,support facility,ALK,4.49,20.8,0.16,50,Gran,,ksandusky@neoninc.org,-0.02,-1.11,,,,20211221T205634Z,RELEASE-2022
98836b40-c90c-4ff2-8ef1-776db98b85d2,D03,BARC,BARC.AOS.littoral1,2015-04-07T14:10Z,2015-04-08T20:05Z,BARC.IN.20150407,BARC.IN.20150407.ANC,,support facility,ANC,4.53,22.3,0.16,50,Gran,,ksandusky@neoninc.org,,,0,-0.11,,20211221T205634Z,RELEASE-2022
bc0be250-c52f-4299-a84c-59a3b56a1307,D03,BARC,BARC.AOS.littoral1,2015-04-07T14:10Z,2015-04-08T20:05Z,BARC.IN.20150407,BARC.IN.20150407.ALK,,support facility,ALK,4.52,21.2,0.16,50,Gran,,ksandusky@neoninc.org,-0.01,-0.3,,,,20211221T205634Z,RELEASE-2022
575858ad-5df1-4504-a589-66e928d2076e,D03,BARC,BARC.AOS.littoral2,2015-04-07T14:30Z,2015-04-08T20:26Z,BARC.OT.20150407,BARC.OT.20150407.ALK,,support facility,ALK,4.55,21.9,0.16,50,Gran,,ksandusky@neoninc.org,-0.03,-1.53,,,,20211221T205634Z,RELEASE-2022
0bdcbd32-eb8a-4add-8fb1-d00995337810,D03,BARC,BARC.AOS.littoral2,2015-04-07T14:30Z,2015-04-08T20:26Z,BARC.OT.20150407,BARC.OT.20150407.ANC,,support facility,ANC,4.58,22.6,0.16,50,Gran,,ksandusky@neoninc.org,,,-0.04,-1.77,,20211221T205634Z,RELEASE-2022
7fd73419-ddee-43bc-b7c5-106982173efa,D03,BARC,BARC.AOS.buoy.c0,2015-05-20T15:40Z,2015-05-20T16:40Z,BARC.C0.20150520,BARC.C0.20150520.ANC,,support facility,ANC,4.51,22.1,0.16,50,Gran,,tantony@field-ops.org,,,-0.02,-1.01,,20211222T043751Z,RELEASE-2022
dabcc4e5-533e-4d7d-a244-97b58fab09ef,D03,BARC,BARC.AOS.buoy.c0,2015-05-20T15:40Z,2015-05-20T16:40Z,BARC.C0.20150520,BARC.C0.20150520.ALK,,support facility,ALK,4.59,22.3,0.16,50,Gran,,tantony@field-ops.org,-0.02,-1.05,,,,20211222T043751Z,RELEASE-2022
cbc21875-b5b5-487d-89f4-c37714b3c5b9,D03,BARC,BARC.AOS.littoral2,2015-05-20T16:05Z,2015-05-20T16:46Z,BARC.OT.20150520,BARC.OT.20150520.ANC,,support facility,ANC,4.5,22.1,0.16,50,Gran,,tantony@field-ops.org,,,-0.02,-1.21,,20211222T043751Z,RELEASE-2022
ff00807c-30b9-4b24-8995-18c26c8540f6,D03,BARC,BARC.AOS.littoral2,2015-05-20T16:05Z,2015-05-20T16:46Z,BARC.OT.20150520,BARC.OT.20150520.ALK,,support facility,ALK,4.6,22.6,0.16,50,Gran,,tantony@field-ops.org,-0.02,-0.83,,,,20211222T043751Z,RELEASE-2022
3f5f1330-3a88-4fce-a962-300bdd0ecc55,D03,BARC,BARC.AOS.littoral1,2015-05-20T16:26Z,2015-05-20T16:40Z,BARC.IN.20150520,BARC.IN.20150520.ALK,,support facility,ALK,4.48,22.9,0.16,50,Gran,,tantony@field-ops.org,-0.04,-1.75,,,,20211222T043751Z,RELEASE-2022
369e82ad-d215-49a1-a44a-a533d64d9ddb,D03,BARC,BARC.AOS.littoral1,2015-05-20T16:26Z,2015-05-20T16:40Z,BARC.IN.20150520,BARC.IN.20150520.ANC,,support facility,ANC,4.44,22.8,0.16,50,Gran,,tantony@field-ops.org,,,-0.04,-1.91,,20211222T043751Z,RELEASE-2022
17368c98-7e5c-45ee-8c97-faf924d6f716,D03,BARC,BARC.AOS.littoral1,2015-07-23T15:10Z,2015-07-24T14:00Z,BARC.IN.20150723,BARC.IN.20150723.ALK,,support facility,ALK,4.47,21.2,0.16,50,Gran,,cfoster@neoninc.org,-0.04,-2.18,,,,20211221T211509Z,RELEASE-2022
dc5f53b2-b5a6-4f39-9439-444d5be5e427,D03,BARC,BARC.AOS.buoy.c0,2015-07-23T15:10Z,2015-07-24T14:00Z,BARC.C0.20150723,BARC.C0.20150723.ANC,,support facility,ANC,4.4,20.6,0.16,50,Gran,,cfoster@neoninc.org,,,-0.04,-1.99,,20211221T211509Z,RELEASE-2022
f960e66c-d449-4e68-8993-667c88bf3ef2,D03,BARC,BARC.AOS.buoy.c0,2015-07-23T15:10Z,2015-07-24T14:00Z,BARC.C0.20150723,BARC.C0.20150723.ALK,,support facility,ALK,4.36,20.8,0.16,50,Gran,,cfoster@neoninc.org,-0.04,-2.14,,,,20211221T211509Z,RELEASE-2022
ad3f7538-981a-494f-9d4b-7568ded5acd8,D03,BARC,BARC.AOS.littoral1,2015-07-23T15:10Z,2015-07-24T14:00Z,BARC.IN.20150723,BARC.IN.20150723.ANC,,support facility,ANC,4.38,21.5,0.16,50,Gran,,cfoster@neoninc.org,,,-0.02,-1.08,,20211221T211509Z,RELEASE-2022
784d1836-1ceb-4971-b25d-7e44b20efbf2,D03,BARC,BARC.AOS.littoral2,2015-07-23T15:10Z,2015-07-24T14:00Z,BARC.OT.20150723,BARC.OT.20150723.ANC,,support facility,ANC,4.4,22.3,0.16,50,Gran,,cfoster@neoninc.org,,,-0.04,-2.18,,20211221T211509Z,RELEASE-2022
59c0fd1a-cb92-47e0-bf22-534e7ac8380c,D03,BARC,BARC.AOS.littoral2,2015-07-23T15:10Z,2015-07-24T14:00Z,BARC.OT.20150723,BARC.OT.20150723.ALK,,support facility,ALK,4.5,22.4,0.16,50,Gran,,cfoster@neoninc.org,-0.04,-2.23,,,,20211221T211509Z,RELEASE-2022
00cccde0-0282-4a44-b858-c97dcad0fa7e,D03,BARC,BARC.AOS.buoy.c0,2016-04-07T14:00Z,2016-04-08T12:30Z,BARC.C0.20160407,BARC.C0.20160407.ANC,,support facility,ANC,4.56,21.5,0.16,50,Gran,,ksandusky@neoninc.org,,,-0.08,-3.87,,20211221T224648Z,RELEASE-2022
ad078e13-4915-4103-b84e-2bcaa311b512,D03,BARC,BARC.AOS.littoral1,2016-04-07T15:00Z,2016-04-08T13:00Z,BARC.IN.20160407,BARC.IN.20160407.ANC,,support facility,ANC,4.56,21.5,0.16,50,Gran,,ksandusky@neoninc.org,,,-0.08,-3.87,,20211221T224648Z,RELEASE-2022
8cdc2c6f-68c3-4b9e-bec0-932e6c9f1684,D03,BARC,BARC.AOS.littoral1,2016-04-07T15:00Z,2016-04-08T12:45Z,BARC.IN.20160407,BARC.IN.20160407.ALK,,support facility,ALK,4.63,22,0.16,50,Gran,,ksandusky@neoninc.org,-0.03,-1.63,,,,20211221T224648Z,RELEASE-2022
bcbc81fd-96e0-44dc-a5a2-57d0b900cf60,D03,BARC,BARC.AOS.littoral2,2016-04-07T15:30Z,2016-04-08T12:30Z,BARC.OT.20160407,BARC.OT.20160407.ALK,,support facility,ALK,4.61,22.9,0.16,50,Gran,,ksandusky@neoninc.org,-0.01,-0.45,,,,20211221T224648Z,RELEASE-2022
bf952f64-550d-4f6f-8a50-5cd4f2ec85c3,D03,BARC,BARC.AOS.littoral2,2016-04-07T15:30Z,2016-04-08T13:45Z,BARC.OT.20160407,BARC.OT.20160407.ANC,,support facility,ANC,4.38,22.7,0.16,50,Gran,,ksandusky@neoninc.org,,,-0.04,-2.17,,20211221T224648Z,RELEASE-2022
3a7f0440-5623-4934-9593-9c713296f99e,D03,BARC,BARC.AOS.buoy.c0,2016-06-14T15:10Z,2016-06-15T14:45Z,BARC.C0.20160614,BARC.C0.20160614.ALK,,support facility,ALK,4.62,18.3,0.16,50,Gran,replicate 1 for buoy,echartrand@neoninc.org,-0.03,-1.39,,,,20211221T234046Z,RELEASE-2022
3e378a98-ec35-4c24-b919-d643b44b3c1e,D03,BARC,BARC.AOS.buoy.c0,2016-06-14T15:10Z,2016-06-15T14:52Z,BARC.C0.20160614,BARC.C0.20160614.ANC,,support facility,ANC,4.63,19.7,0.16,50,Gran,"",echartrand@neoninc.org,,,-0.03,-1.39,,20211221T234046Z,RELEASE-2022
4ba127d9-3ef6-4478-a634-0ff7341bc1f7,D03,BARC,BARC.AOS.buoy.c0,2016-06-14T15:10Z,2016-06-15T15:00Z,BARC.C0.20160614,BARC.C0.20160614.ALK.2,,support facility,ALK,4.63,19.4,0.16,50,Gran,replicate 2 for buoy,echartrand@neoninc.org,-0.03,-1.31,,,,20211221T234046Z,RELEASE-2022
e90ca3f0-c81f-4b95-9654-90f6d71f2226,D03,BARC,BARC.AOS.littoral1,2016-06-14T15:30Z,2016-06-15T15:25Z,BARC.IN.20160614,BARC.IN.20160614.ANC,,support facility,ANC,4.81,18.4,0.16,50,Gran,"",echartrand@neoninc.org,,,-0.01,-0.34,,20211221T234046Z,RELEASE-2022
df2a07d9-58ff-4cd9-9c54-18df53ef6477,D03,BARC,BARC.AOS.littoral1,2016-06-14T15:30Z,2016-06-15T15:19Z,BARC.IN.20160614,BARC.IN.20160614.ALK,,support facility,ALK,4.7,18,0.16,50,Gran,"",echartrand@neoninc.org,-0.01,-0.72,,,,20211221T234046Z,RELEASE-2022
24e23c42-e664-4cfb-a925-dde8cf81c4bc,D03,BARC,BARC.AOS.littoral2,2016-06-14T15:50Z,2016-06-15T15:38Z,BARC.OT.20160614,BARC.OT.20160614.ANC,,support facility,ANC,4.63,19,0.16,50,Gran,"",echartrand@neoninc.org,,,-0.04,-1.76,,20211221T234046Z,RELEASE-2022
d74d4633-9d77-422f-84de-692b7617989e,D03,BARC,BARC.AOS.littoral2,2016-06-14T15:50Z,2016-06-15T15:32Z,BARC.OT.20160614,BARC.OT.20160614.ALK,,support facility,ALK,4.67,18.2,0.16,50,Gran,"",echartrand@neoninc.org,-0.03,-1.31,,,,20211221T234046Z,RELEASE-2022
65145e02-0a0c-4e73-a8a4-98e015f2d6a8,D03,BARC,BARC.AOS.buoy.c0,2016-07-06T13:50Z,2016-07-06T19:25Z,BARC.C0.20160706,BARC.C0.20160706.ALK,,support facility,ALK,5.09,21.8,0.16,50,Gran,replicate 1,echartrand@neoninc.org,-0.02,-1.21,,,,20211221T211847Z,RELEASE-2022
698e1d1c-8391-469d-a3f0-b5d1206ff018,D03,BARC,BARC.AOS.buoy.c0,2016-07-06T13:50Z,2016-07-06T19:38Z,BARC.C0.20160706,BARC.C0.20160706.ANC,,support facility,ANC,4.78,22.1,0.16,50,Gran,"",echartrand@neoninc.org,,,-0.02,-0.88,,20211221T211847Z,RELEASE-2022
ff3eb143-0e7d-4f82-a74c-57b2329faa16,D03,BARC,BARC.AOS.buoy.c0,2016-07-06T13:50Z,2016-07-06T21:00Z,BARC.C0.20160706,BARC.C0.20160706.ALK.2,,support facility,ALK,4.84,21.4,0.16,50,Gran,replicate 2,echartrand@neoninc.org,-0.02,-0.8,,,,20211221T211847Z,RELEASE-2022
9da9d1d5-de3f-4ec1-84a8-4e239e751e22,D03,BARC,BARC.AOS.littoral1,2016-07-06T14:30Z,2016-07-06T19:58Z,BARC.IN.20160706,BARC.IN.20160706.ALK,,support facility,ALK,5,22.7,0.16,50,Gran,"",echartrand@neoninc.org,-0.02,-0.83,,,,20211221T211847Z,RELEASE-2022
808216e0-8be1-47e5-9009-e461d01367da,D03,BARC,BARC.AOS.littoral1,2016-07-06T14:30Z,2016-07-06T21:15Z,BARC.IN.20160706,BARC.IN.20160706.ANC.2,,support facility,ANC,4.81,21.7,0.16,50,Gran,replicate 2,echartrand@neoninc.org,,,-0.03,-1.74,,20211221T211847Z,RELEASE-2022
73048412-b298-4def-a5c8-29ecebd68b51,D03,BARC,BARC.AOS.littoral1,2016-07-06T14:30Z,2016-07-06T20:08Z,BARC.IN.20160706,BARC.IN.20160706.ANC,,support facility,ANC,4.89,22.8,0.16,50,Gran,"",echartrand@neoninc.org,,,-0.01,-0.74,,20211221T211847Z,RELEASE-2022
79df590a-41bc-4ebb-8ff6-234698abfc83,D03,BARC,BARC.AOS.littoral2,2016-07-06T15:10Z,2016-07-06T20:18Z,BARC.OT.20160706,BARC.OT.20160706.ALK,,support facility,ALK,4.82,22.9,0.16,50,Gran,"",echartrand@neoninc.org,-0.02,-0.76,,,,20211221T211847Z,RELEASE-2022
623b48b5-408e-47f9-a42b-1c1fc2325004,D03,BARC,BARC.AOS.littoral2,2016-07-06T15:10Z,2016-07-06T20:28Z,BARC.OT.20160706,BARC.OT.20160706.ANC,,support facility,ANC,5.09,22.9,0.16,50,Gran,"",echartrand@neoninc.org,,,0.03,1.46,,20211221T211847Z,RELEASE-2022
5f760a64-2e48-4644-b3f1-6020913e7b04,D03,BARC,BARC.AOS.buoy.c0,2016-08-10T12:50Z,2016-08-10T19:33Z,BARC.C0.20160810,BARC.C0.20160810.ALK,,support facility,ALK,4.77,21.8,0.16,50,Gran,replicate 1,echartrand@neoninc.org,-0.02,-0.92,,,,20211222T005000Z,RELEASE-2022
0dc9075b-0861-4452-b627-05a48819d7e6,D03,BARC,BARC.AOS.buoy.c0,2016-08-10T12:50Z,2016-08-10T19:18Z,BARC.C0.20160810,BARC.C0.20160810.ANC,,support facility,ANC,4.97,21.1,0.16,50,Gran,"",echartrand@neoninc.org,,,0.03,1.3,,20211222T005000Z,RELEASE-2022
4f4a7993-2f01-45e0-84f4-b857fb567e0c,D03,BARC,BARC.AOS.buoy.c0,2016-08-10T12:50Z,2016-08-10T20:22Z,BARC.C0.20160810,BARC.C0.20160810.ALK.2,,support facility,ALK,4.78,22.8,0.16,50,Gran,replicate 2,echartrand@neoninc.org,-0.01,-0.63,,,,20211222T005000Z,RELEASE-2022
6de9940c-e9b3-4af3-b2e0-c0b7ebf735bf,D03,BARC,BARC.AOS.littoral1,2016-08-10T13:20Z,2016-08-10T20:08Z,BARC.IN.20160810,BARC.IN.20160810.ALK,,support facility,ALK,4.76,22.2,0.16,50,Gran,"",echartrand@neoninc.org,0.01,0.57,,,,20211222T005000Z,RELEASE-2022
c7997c8c-c524-479c-83dd-9e876b52d412,D03,BARC,BARC.AOS.littoral1,2016-08-10T13:20Z,2016-08-10T19:46Z,BARC.IN.20160810,BARC.IN.20160810.ANC,,support facility,ANC,4.76,22,0.16,50,Gran,"",echartrand@neoninc.org,,,0.01,0.27,,20211222T005000Z,RELEASE-2022
38a826a8-8af2-4713-b0a8-6686f097d232,D03,BARC,BARC.AOS.littoral2,2016-08-10T13:48Z,2016-08-10T21:07Z,BARC.OT.20160810,BARC.OT.20160810.ANC,,support facility,ANC,4.76,20.9,0.16,50,Gran,"",echartrand@neoninc.org,,,-0.01,-0.57,,20211222T005000Z,RELEASE-2022
05e6075f-ed9f-4c72-bf86-8f26f9fafb93,D03,BARC,BARC.AOS.littoral2,2016-08-10T13:48Z,2016-08-10T20:56Z,BARC.OT.20160810,BARC.OT.20160810.ALK,,support facility,ALK,4.87,21.1,0.16,50,Gran,"",echartrand@neoninc.org,-0.01,-0.59,,,,20211222T005000Z,RELEASE-2022
ff0e224e-8c29-4e97-8cf5-cf1c0e0a86a2,D03,BARC,BARC.AOS.buoy.c0,2016-09-07T14:38Z,2016-09-08T13:21Z,BARC.C0.20160907,BARC.C0.20160907.ALK,,support facility,ALK,4.9,21.7,0.16,50,Gran,"",ksandusky@neoninc.org,-0.01,-0.28,,,,20211222T035953Z,RELEASE-2022
fb718387-a336-4ba8-a1c9-2c644ef683c8,D03,BARC,BARC.AOS.buoy.c0,2016-09-07T14:38Z,2016-09-08T11:40Z,BARC.C0.20160907,BARC.C0.20160907.ANC,,support facility,ANC,4.77,20.2,0.16,50,Gran,"",echartrand@neoninc.org,,,-0.01,-0.34,,20211222T035953Z,RELEASE-2022
43ef4b72-e6dd-435b-86ef-afea002abe40,D03,BARC,BARC.AOS.littoral1,2016-09-07T15:04Z,2016-09-08T12:08Z,BARC.IN.20160907,BARC.IN.20160907.ANC,,support facility,ANC,5.09,20.7,0.16,50,Gran,"",ksandusky@neoninc.org,,,0.01,0.46,,20211222T035953Z,RELEASE-2022
25b3c581-8887-4706-bd2e-fdf56bdf49cd,D03,BARC,BARC.AOS.littoral1,2016-09-07T15:04Z,2016-09-08T12:18Z,BARC.IN.20160907,BARC.IN.20160907.ALK,,support facility,ALK,4.82,20.6,0.16,50,Gran,"",ksandusky@neoninc.org,-0.01,-0.28,,,,20211222T035953Z,RELEASE-2022
