CharacteristicName,ResultMeasure.MeasureUnitCode,DetectionQuantitationLimitMeasure.MeasureUnitCode,Method_Id,ResultAnalyticalMethod.MethodName,USGSPCode,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,sampledate,ActivityStartTime.Time,ActivityEndDate,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,ResultSampleFractionText,ResultMeasureValue,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,ProviderName,ActivityStartDateTime,ActivityEndDateTime,Obs_Id,State,Id_num,wqp_monitoringlocationname,wqp_providername,lagoslakeid,source_parameter,source_value,source_unit,detectionlimit_legacy,detectionlimit_unit_legacy,Conversion,Conversion_dl,Notes,ActivityRelativeDepthName,source_sampledepth,reported_depth,source_sampleposition,lagos_sampledepth,lagos_sampleposition,combined_name,event_id,variableid_lagos,limit_low,limit_high,variableshortname,lake_lat_decdeg,lake_lon_decdeg,neon_zoneid,exclude
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-71924000000F-T1976-0,Field Msr/Obs,1976-07-19,00:00:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,95030,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95030,STORET,1976-07-19 08:00:00,NA,WA-145784,WA,145784,NA,STORET,465311,Specific conductance,95.03,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1976-07-19CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-80124000000F-T1976-0,Field Msr/Obs,1976-08-01,00:00:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,116600,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116600,STORET,1976-08-01 08:00:00,NA,WA-145726,WA,145726,NA,STORET,465311,Specific conductance,116.6,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1976-08-01CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-81624000000F-T1976-0,Field Msr/Obs,1976-08-16,00:00:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,208830,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208830,STORET,1976-08-16 08:00:00,NA,WA-145793,WA,145793,NA,STORET,465311,Specific conductance,208.83,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1976-08-16CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-83024000000F-T1976-0,Field Msr/Obs,1976-08-30,00:00:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,201900,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201900,STORET,1976-08-30 08:00:00,NA,WA-146355,WA,146355,NA,STORET,465311,Specific conductance,201.9,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1976-08-30CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-91324000000F-T1976-0,Field Msr/Obs,1976-09-13,00:00:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,213000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213000,STORET,1976-09-13 08:00:00,NA,WA-234857,WA,234857,NA,STORET,465311,Specific conductance,213,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1976-09-13CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-A1224000000F-T1976-0,Field Msr/Obs,1976-10-12,00:00:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,301000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301000,STORET,1976-10-12 08:00:00,NA,WA-205373,WA,205373,NA,STORET,465311,Specific conductance,301,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1976-10-12CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-20324000000F-T1977-0,Field Msr/Obs,1977-02-03,00:00:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,328600,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328600,STORET,1977-02-03 08:00:00,NA,WA-224521,WA,224521,NA,STORET,465311,Specific conductance,328.6,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1977-02-03CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-51224000000F-T1977-0,Field Msr/Obs,1977-05-12,00:00:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,159100,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159100,STORET,1977-05-12 08:00:00,NA,WA-146442,WA,146442,NA,STORET,465311,Specific conductance,159.1,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1977-05-12CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-60924000000F-T1977-0,Field Msr/Obs,1977-06-09,00:00:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,119700,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119700,STORET,1977-06-09 08:00:00,NA,WA-146441,WA,146441,NA,STORET,465311,Specific conductance,119.7,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1977-06-09CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
Conductivity,uS/cm,NA,UTAHDWQ_WQX GENERIC METHOD,Used for all methods where historical methodology may not be available.,NA,UTAHDWQ_WQX,Utah Department Of Environmental Quality,UTAHDWQ_WQX-1977DATA-8204-771210C,Sample-Routine,1977-06-28,13:00:00,NA,0,m,SURFACE,NA,NA,NA,NA,350,NA,UTAHDWQ_WQX-4981500,NA,DWQ-001,UTAHDWQ,Water Grab Sampling,Miscellaneous (Other),NA,Total,84000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,GENERIC METHOD,UTAHDWQ_WQX,NA,NA,NA,84000,STORET,1977-06-28 20:00:00,NA,UT-1057697,UT,1057697,GSL RESEARCH TOWER NO1 IN S ARM,STORET,455356,Specific conductance,84000,umho/cm,NA,NA,1,1,methods_WQX,Surface,0,NA,SPECIFIED,0,SPECIFIED,Utah Department Of Environmental Quality NA,1977-06-28UTAHDWQ_WQX-4981500UTAHDWQ_WQX0,13,0,1000000,spcond_uscm,41.1222704373,-112.689325666,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-70624000000F-T1977-0,Field Msr/Obs,1977-07-06,00:00:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,127700,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127700,STORET,1977-07-06 08:00:00,NA,WA-146436,WA,146436,NA,STORET,465311,Specific conductance,127.7,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1977-07-06CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-72024000000F-T1977-0,Field Msr/Obs,1977-07-20,00:00:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,159600,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159600,STORET,1977-07-20 08:00:00,NA,WA-224540,WA,224540,NA,STORET,465311,Specific conductance,159.6,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1977-07-20CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-81124000000F-T1977-0,Field Msr/Obs,1977-08-11,00:00:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,216600,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216600,STORET,1977-08-11 08:00:00,NA,WA-205260,WA,205260,NA,STORET,465311,Specific conductance,216.6,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1977-08-11CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-82224000000F-T1977-0,Field Msr/Obs,1977-08-22,00:00:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,217600,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217600,STORET,1977-08-22 08:00:00,NA,WA-145806,WA,145806,NA,STORET,465311,Specific conductance,217.6,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1977-08-22CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-90824000000F-T1977-0,Field Msr/Obs,1977-09-08,00:00:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,236830,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236830,STORET,1977-09-08 08:00:00,NA,WA-225119,WA,225119,NA,STORET,465311,Specific conductance,236.83,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1977-09-08CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-A1324000000F-T1977-0,Field Msr/Obs,1977-10-13,00:00:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,300000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300000,STORET,1977-10-13 08:00:00,NA,WA-146210,WA,146210,NA,STORET,465311,Specific conductance,300,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1977-10-13CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,CENWWEDH,U.S. Army Corps of Engineers Walla Walla District,CENWWEDH-71223550000F-T1978-0,Field Msr/Obs,1978-07-12,23:55:00,NA,0,m,NA,NA,NA,NA,NA,CENWWEDH,NA,CENWWEDH-5IHRW018.0PP,NA,USEPA,USEPA,USEPA,Unknown,NA,NA,100800,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100800,STORET,1978-07-13 07:55:00,NA,WA-244216,WA,244216,NA,STORET,465311,Specific conductance,100.8,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,U.S. Army Corps of Engineers Walla Walla District NA,1978-07-12CENWWEDH-5IHRW018.0PPCENWWEDH0,13,0,1000000,spcond_uscm,46.3676667922,-118.695759867,neon_15,2
