Obs_Id,lagoslakeid,sampledate,ActivityConductingOrganizationText,OrganizationFormalName,CharacteristicName,source_parameter,ResultMeasureValue,source_value,source_unit,Conversion,DetectionQuantitationLimitMeasure.MeasureValue,Method_Id,MethodDescriptionText,ActivityCommentText,wqp_monitoringlocationname
WA-103858,465311,1983-07-12,NA,U.S. Army Corps of Engineers Walla Walla District,Conductivity,Specific conductance,128539.99999999999,128.54,mS/cm,1000,NA,"NA NA",NA,NA,NA
MA-41543,84181,1984-01-30,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,103000,103,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-41876,1998,1984-02-03,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,133000,133,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-41905,84181,1984-02-27,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,121000,121,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-41987,1998,1984-02-27,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,120000,120,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-42168,84181,1984-05-22,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,123000,123,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-41965,1998,1984-05-22,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,120000,120,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-42044,84181,1984-06-11,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,128000,128,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-41883,1998,1984-06-11,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,123000,123,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-42163,84181,1984-08-01,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,118000,118,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-41887,1998,1984-08-02,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,148000,148,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-41880,1998,1984-08-07,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,206000,206,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-42030,84181,1984-08-10,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,123000,123,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-41888,1998,1984-08-10,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,136000,136,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-41616,84181,1984-08-22,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,104000,104,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
WA-149866,465713,1984-08-28,NA,U.S. Army Corps of Engineers Walla Walla District,Conductivity,Specific conductance,198400,198.4,mS/cm,1000,NA,"NA NA",NA,NA,NA
MA-41909,84181,1984-09-11,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,122000,122,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-42007,1998,1984-09-12,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,131000,131,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-41872,84181,1984-10-30,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,112000,112,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-41954,1998,1984-10-30,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,106000,106,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-41993,49905,1984-11-26,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,149000,149,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-42040,1998,1984-11-28,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,135000,135,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-42648,58196,1985-01-30,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,310000,310,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Wellfleet
MA-42462,49905,1985-01-30,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,119000,119,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-43006,84181,1985-02-13,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,121000,121,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-43017,1998,1985-02-13,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,135000,135,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-42959,58196,1985-03-07,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,183000,183,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Wellfleet
MA-42836,49905,1985-03-07,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,165000,165,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-42903,84181,1985-03-26,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,132000,132,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-6996,84181,1985-03-28,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,131000,131,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-43333,1998,1985-04-08,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,130000,130,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-42999,1998,1985-05-14,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,102000,102,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-43023,49905,1985-05-15,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,134000,134,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-43029,84181,1985-06-10,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,119000,119,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-43032,1998,1985-06-10,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,120000,120,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-43062,49905,1985-07-01,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,144000,144,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-42289,58196,1985-07-09,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,115000,115,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Wellfleet
MA-43190,84181,1985-07-19,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,101000,101,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-42980,1998,1985-07-19,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,130000,130,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-43137,49905,1985-07-25,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,131000,131,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-43248,34145,1985-07-25,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,106000,106,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Long Pond Truro
MA-43354,58196,1985-07-31,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,123000,123,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Wellfleet
MA-42990,49905,1985-07-31,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,157000,157,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-42988,84181,1985-08-14,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,138000,138,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-42996,1998,1985-08-14,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,135000,135,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-42986,49905,1985-08-29,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,143000,143,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-43339,84181,1985-09-25,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,120000,120,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-43001,58196,1985-09-26,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,112000,112,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Wellfleet
MA-42977,49905,1985-09-26,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,138000,138,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-42953,84181,1985-10-16,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,111000,111,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-43150,1998,1985-10-16,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,228000,228,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-7003,1998,1985-11-13,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,103000,103,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Ryder Pond
MA-43889,84181,1986-05-02,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,107000,107,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-7244,49905,1986-05-09,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,101000,101,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-44725,107803,1986-05-22,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,111000,111,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Slough Pond
MA-45546,84181,1986-05-23,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,120000,120,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-44761,24816,1986-05-23,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,104000,104,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Higgins Pond
MA-46090,53129,1986-05-27,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,128000,128,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Snow Pond
MA-44775,58196,1986-06-11,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,242000,242,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Wellfleet
MA-7367,107803,1986-07-01,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,113000,113,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Slough Pond
MA-44695,58196,1986-07-08,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,109000,109,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Wellfleet
MA-44812,49905,1986-07-09,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,125000,125,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-46346,107803,1986-07-09,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,118000,118,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Slough Pond
MA-44755,58196,1986-07-15,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,119000,119,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Wellfleet
MA-46395,49905,1986-07-16,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,119000,119,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-44744,58196,1986-07-23,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,113000,113,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Wellfleet
MA-7334,49905,1986-07-23,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,129000,129,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-43853,84181,1986-07-28,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,121000,121,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-45575,49905,1986-07-30,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,124000,124,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-44767,84181,1986-08-04,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,126000,126,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-46381,49905,1986-08-12,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,110000,110,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
WA-103864,465311,1986-08-12,NA,U.S. Army Corps of Engineers Walla Walla District,Conductivity,Specific conductance,199000,199,mS/cm,1000,NA,"NA NA",NA,NA,NA
MA-45582,84181,1986-08-13,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,120000,120,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-45629,58196,1986-08-13,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,124000,124,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Wellfleet
MA-44150,131060,1986-08-19,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,128000,128,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Herring Pond
MA-44148,57117,1986-08-26,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,102000,102,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Dyer Pond
MA-45636,49905,1986-08-26,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,102000,102,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-44227,107803,1986-08-29,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,110000,110,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Slough Pond
MA-7354,84181,1986-09-05,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,110000,110,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-45873,58196,1986-09-05,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,116000,116,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Wellfleet
MA-45623,49905,1986-09-05,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,134000,134,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-45601,107803,1986-09-05,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,115000,115,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Slough Pond
MA-46357,84181,1986-09-11,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,131000,131,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-44760,107803,1986-09-11,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,117000,117,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Slough Pond
MA-44498,58196,1986-09-12,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,121000,121,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Wellfleet
MA-43881,49905,1986-09-12,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,133000,133,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-46377,84181,1986-09-18,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,119000,119,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-44748,58196,1986-09-18,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,115000,115,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Wellfleet
MA-46388,49905,1986-09-18,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,138000,138,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-46437,107803,1986-09-18,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,115000,115,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Slough Pond
MA-7228,84181,1986-09-26,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,105000,105,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Truro
MA-7269,58196,1986-09-26,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,105000,105,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Wellfleet
MA-44807,49905,1986-09-26,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,134000,134,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
MA-45848,107803,1986-09-26,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,110000,110,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Slough Pond
WA-103452,465311,1986-09-30,NA,U.S. Army Corps of Engineers Walla Walla District,Conductivity,Specific conductance,270000,270,mS/cm,1000,NA,"NA NA",NA,NA,NA
MA-45459,58196,1986-10-15,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,101000,101,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Great Pond Wellfleet
MA-46427,49905,1986-10-15,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,129000,129,mS/cm,1000,NA,11NPSWRD_WQX NPS_YSI_3403,NA,NA,Gull Pond
