Obs_Id,lagoslakeid,sampledate,ActivityConductingOrganizationText,OrganizationFormalName,CharacteristicName,source_parameter,ResultMeasureValue,source_value,source_unit,Conversion,DetectionQuantitationLimitMeasure.MeasureValue,Method_Id,MethodDescriptionText,ActivityCommentText,wqp_monitoringlocationname
CA-82638,457397,1975-03-27,NA,USGS California Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,30,0.03,mg/l as N,1000,NA,"NA NA",NA,NA,FALLEN LEAF LK SITE 2 A FALLEN LEAF CA
CA-82630,457397,1975-03-27,NA,USGS California Water Science Center,"Nitrogen, total","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",20,0.02,mg/l,1000,NA,"NA NA",NA,NA,FALLEN LEAF LK SITE 2 A FALLEN LEAF CA
CA-82640,457397,1975-03-27,NA,USGS California Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,20,0.02,mg/l as N,1000,NA,"NA NA",NA,NA,FALLEN LEAF LK SITE 2 A FALLEN LEAF CA
MT-75508,459445,1975-04-18,NA,USGS Montana Water Science Center,"Arsenic, dissolved",Arsenic,2,2.0,ug/l,1,NA,"NA NA",NA,NA,"Lake Koocanusa at forebay, nr Libby, MT"
MT-137072,459445,1975-04-18,NA,USGS Montana Water Science Center,"Arsenic, total",Arsenic,1,1,ug/l,1,NA,"NA NA",NA,NA,"Lake Koocanusa at forebay, nr Libby, MT"
WI-511231,4495,1975-05-05,NA,USGS Wisconsin Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 1 EPILIMNION NEAR KIEL, WI"
WI-504989,4495,1975-05-05,NA,USGS Wisconsin Water Science Center,"Phosphorus, total dissolved",Phosphorus,40,0.040,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 1 EPILIMNION NEAR KIEL, WI"
MT-183604,459445,1975-06-04,NA,USGS Montana Water Science Center,"Arsenic, dissolved",Arsenic,2,2.0,ug/l,1,NA,"NA NA",NA,NA,"Lake Koocanusa at forebay, nr Libby, MT"
MT-183606,459445,1975-06-04,NA,USGS Montana Water Science Center,"Arsenic, total",Arsenic,1,1,ug/l,1,NA,"NA NA",NA,NA,"Lake Koocanusa at forebay, nr Libby, MT"
ID-210771,457977,1975-06-17,NA,USGS Idaho Water Science Center,"Arsenic, dissolved",Arsenic,2,2.0,ug/l,1,NA,"NA NA",NA,NA,"PEND OREILLE LAKE NEAR BAYVIEW, ID"
ID-199458,457977,1975-06-17,NA,USGS Idaho Water Science Center,"Arsenic, total",Arsenic,1,1,ug/l,1,NA,"NA NA",NA,NA,"PEND OREILLE LAKE NEAR BAYVIEW, ID"
ID-189343,457977,1975-06-18,NA,USGS Idaho Water Science Center,"Arsenic, dissolved",Arsenic,3,3.0,ug/l,1,NA,"NA NA",NA,NA,"PEND OREILLE LAKE NEAR HOPE, ID"
ID-191825,457977,1975-06-18,NA,USGS Idaho Water Science Center,"Arsenic, total",Arsenic,2,2,ug/l,1,NA,"NA NA",NA,NA,"PEND OREILLE LAKE NEAR HOPE, ID"
CA-52419,457397,1975-06-25,NA,USGS California Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,40,0.04,mg/l as N,1000,NA,"NA NA",NA,NA,FALLEN LEAF LK SITE 1 A FALLEN LEAF CA
CA-52412,457397,1975-06-25,NA,USGS California Water Science Center,"Nitrogen, total","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",20,0.02,mg/l,1000,NA,"NA NA",NA,NA,FALLEN LEAF LK SITE 1 A FALLEN LEAF CA
CA-52421,457397,1975-06-25,NA,USGS California Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,20,0.02,mg/l as N,1000,NA,"NA NA",NA,NA,FALLEN LEAF LK SITE 1 A FALLEN LEAF CA
MT-184166,459445,1975-06-27,NA,USGS Montana Water Science Center,"Arsenic, dissolved",Arsenic,2,2.0,ug/l,1,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MT-184168,459445,1975-06-27,NA,USGS Montana Water Science Center,"Arsenic, total",Arsenic,1,1,ug/l,1,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
WI-509936,4495,1975-07-08,NA,USGS Wisconsin Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 2 HYPOLIMNION NEAR KIEL, WI"
WI-503282,4495,1975-07-08,NA,USGS Wisconsin Water Science Center,"Phosphorus, total dissolved",Phosphorus,30,0.030,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 2 HYPOLIMNION NEAR KIEL, WI"
ID-229464,457977,1975-07-23,NA,USGS Idaho Water Science Center,"Arsenic, dissolved",Arsenic,5,5.0,ug/l,1,NA,"NA NA",NA,NA,"PEND OREILLE LAKE NEAR HOPE, ID"
ID-222568,457977,1975-07-23,NA,USGS Idaho Water Science Center,"Arsenic, total",Arsenic,3,3,ug/l,1,NA,"NA NA",NA,NA,"PEND OREILLE LAKE NEAR HOPE, ID"
ID-240556,457977,1975-07-23,NA,USGS Idaho Water Science Center,"Arsenic, dissolved",Arsenic,4,4.0,ug/l,1,NA,"NA NA",NA,NA,"PEND OREILLE LAKE NEAR HOPE, ID"
ID-242862,457977,1975-07-23,NA,USGS Idaho Water Science Center,"Arsenic, total",Arsenic,2,2,ug/l,1,NA,"NA NA",NA,NA,"PEND OREILLE LAKE NEAR HOPE, ID"
MT-241449,459445,1975-07-28,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,20,0.020,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at Tenmile Cr nr Libby MT
MT-241448,459445,1975-07-28,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at Tenmile Cr nr Libby MT
MT-168588,459445,1975-08-11,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,30,0.030,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at Tenmile Cr nr Libby MT
MT-168587,459445,1975-08-11,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,20,0.020,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at Tenmile Cr nr Libby MT
MT-214181,459445,1975-08-14,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,48.921,0.150,mg/l asPO4,326.14,NA,"NA NA",NA,NA,Lake Koocanusa bl Pinkham Cr nr Rexford MT
MT-214182,459445,1975-08-14,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,30,0.030,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa bl Pinkham Cr nr Rexford MT
MT-245307,459445,1975-08-15,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,40,0.040,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MT-245306,459445,1975-08-15,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,20,0.020,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
CA-73815,457055,1975-08-26,NA,USGS California Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,120,0.12,mg/l as N,1000,NA,"NA NA",NA,NA,ALTA MORRIS LK - SITE A
CA-73807,457055,1975-08-26,NA,USGS California Water Science Center,"Nitrogen, total","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",80,0.08,mg/l,1000,NA,"NA NA",NA,NA,ALTA MORRIS LK - SITE A
CA-73817,457055,1975-08-26,NA,USGS California Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,80,0.08,mg/l as N,1000,NA,"NA NA",NA,NA,ALTA MORRIS LK - SITE A
CA-33659,456966,1975-08-27,NA,USGS California Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,120,0.12,mg/l as N,1000,NA,"NA NA",NA,NA,GILMORE LK CA
CA-49241,456966,1975-08-27,NA,USGS California Water Science Center,"Nitrogen, total","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",60,0.06,mg/l,1000,NA,"NA NA",NA,NA,GILMORE LK CA
CA-33661,456966,1975-08-27,NA,USGS California Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,60,0.06,mg/l as N,1000,NA,"NA NA",NA,NA,GILMORE LK CA
CA-13667,456966,1975-08-27,NA,USGS California Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,140,0.14,mg/l as N,1000,NA,"NA NA",NA,NA,GILMORE LK CA
CA-10152,456966,1975-08-27,NA,USGS California Water Science Center,"Nitrogen, total","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",80,0.08,mg/l,1000,NA,"NA NA",NA,NA,GILMORE LK CA
CA-15430,456966,1975-08-27,NA,USGS California Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,80,0.08,mg/l as N,1000,NA,"NA NA",NA,NA,GILMORE LK CA
MT-139955,459445,1975-08-28,NA,USGS Montana Water Science Center,"Arsenic, dissolved",Arsenic,3,3.0,ug/l,1,NA,"NA NA",NA,NA,Lake Koocanusa bl Pinkham Cr nr Rexford MT
MT-139957,459445,1975-08-28,NA,USGS Montana Water Science Center,"Arsenic, total",Arsenic,1,1,ug/l,1,NA,"NA NA",NA,NA,Lake Koocanusa bl Pinkham Cr nr Rexford MT
CA-16053,456903,1975-08-28,NA,USGS California Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,20,0.02,mg/l as N,1000,NA,"NA NA",NA,NA,GRASS LK CA
CA-61113,456903,1975-08-28,NA,USGS California Water Science Center,"Nitrogen, NH4",Ammonia and ammonium,70,0.070,mg/l as N,1000,NA,"NA NA",NA,NA,GRASS LK CA
CA-54100,457414,1975-08-29,NA,USGS California Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,140,0.14,mg/l as N,1000,NA,"NA NA",NA,NA,LILY LK CA
CA-54096,457414,1975-08-29,NA,USGS California Water Science Center,"Nitrogen, NH4",Ammonia and ammonium,360,0.360,mg/l as N,1000,NA,"NA NA",NA,NA,LILY LK CA
WI-514563,4495,1975-09-15,NA,USGS Wisconsin Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 2 HYPOLIMNION NEAR KIEL, WI"
WI-509127,4495,1975-09-15,NA,USGS Wisconsin Water Science Center,"Phosphorus, total dissolved",Phosphorus,20,0.020,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 2 HYPOLIMNION NEAR KIEL, WI"
WI-511206,4495,1975-09-15,NA,USGS Wisconsin Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 1 EPILIMNION NEAR KIEL, WI"
WI-503355,4495,1975-09-15,NA,USGS Wisconsin Water Science Center,"Phosphorus, total dissolved",Phosphorus,60,0.060,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 1 EPILIMNION NEAR KIEL, WI"
WI-509003,4495,1975-09-15,NA,USGS Wisconsin Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 1 HYPOLIMNION NEAR KIEL, WI"
WI-509004,4495,1975-09-15,NA,USGS Wisconsin Water Science Center,"Phosphorus, total dissolved",Phosphorus,30,0.030,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 1 HYPOLIMNION NEAR KIEL, WI"
MT-127599,459445,1975-10-09,NA,USGS Montana Water Science Center,"Arsenic, dissolved",Arsenic,2,2.0,ug/l,1,NA,"NA NA",NA,NA,"Lake Koocanusa at forebay, nr Libby, MT"
MT-127601,459445,1975-10-09,NA,USGS Montana Water Science Center,"Arsenic, total",Arsenic,1,1,ug/l,1,NA,"NA NA",NA,NA,"Lake Koocanusa at forebay, nr Libby, MT"
CA-71480,456966,1975-10-21,NA,USGS California Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,10,0.01,mg/l as N,1000,NA,"NA NA",NA,NA,GILMORE LK CA
CA-71476,456966,1975-10-21,NA,USGS California Water Science Center,"Nitrogen, NH4",Ammonia and ammonium,60,0.060,mg/l as N,1000,NA,"NA NA",NA,NA,GILMORE LK CA
CA-78902,456903,1975-10-23,NA,USGS California Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,30,0.03,mg/l as N,1000,NA,"NA NA",NA,NA,GRASS LK CA
CA-78898,456903,1975-10-23,NA,USGS California Water Science Center,"Nitrogen, NH4",Ammonia and ammonium,50,0.050,mg/l as N,1000,NA,"NA NA",NA,NA,GRASS LK CA
WI-511524,4495,1975-12-15,NA,USGS Wisconsin Water Science Center,"Phosphorus, total",Phosphorus,20,0.020,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 2 EPILIMNION NEAR KIEL, WI"
WI-511722,4495,1975-12-15,NA,USGS Wisconsin Water Science Center,"Phosphorus, total dissolved",Phosphorus,40,0.040,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 2 EPILIMNION NEAR KIEL, WI"
WI-508116,4495,1975-12-15,NA,USGS Wisconsin Water Science Center,"Phosphorus, total",Phosphorus,19.568399999999997,0.06,mg/l PO4,326.14,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 2 HYPOLIMNION NEAR KIEL, WI"
WI-508839,4495,1975-12-15,NA,USGS Wisconsin Water Science Center,"Phosphorus, total dissolved",Phosphorus,60,0.060,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 2 HYPOLIMNION NEAR KIEL, WI"
WI-516128,4495,1975-12-15,NA,USGS Wisconsin Water Science Center,"Phosphorus, total",Phosphorus,20,0.020,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 1 HYPOLIMNION NEAR KIEL, WI"
WI-511876,4495,1975-12-15,NA,USGS Wisconsin Water Science Center,"Phosphorus, total dissolved",Phosphorus,30,0.030,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 1 HYPOLIMNION NEAR KIEL, WI"
MT-185072,459445,1976-07-07,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,30,0.030,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa bl Pinkham Cr nr Rexford MT
MT-185071,459445,1976-07-07,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa bl Pinkham Cr nr Rexford MT
NY-2094,7382,1976-07-07,NA,USGS New York Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,358.754,1.10,mg/l asPO4,326.14,NA,"NA NA",NA,NA,PEACH LAKE(01) AT PEACH LAKE NY
NY-2095,7382,1976-07-07,NA,USGS New York Water Science Center,"Phosphorus, total",Phosphorus,80,0.080,mg/l as P,1000,NA,"NA NA",NA,NA,PEACH LAKE(01) AT PEACH LAKE NY
MT-198139,459445,1976-07-28,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,30,0.030,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MT-263538,459445,1976-07-28,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MT-246081,459445,1976-07-28,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,20,0.020,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MT-246080,459445,1976-07-28,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MT-196430,459445,1976-07-28,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,48.921,0.150,mg/l asPO4,326.14,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MT-196431,459445,1976-07-28,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MT-210598,459445,1976-08-30,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,30,0.030,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at Tenmile Cr nr Libby MT
MT-210597,459445,1976-08-30,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at Tenmile Cr nr Libby MT
MT-253649,459445,1976-09-02,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,19.568399999999997,0.060,mg/l asPO4,326.14,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MT-253650,459445,1976-09-02,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MT-123088,459445,1976-09-15,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,20,0.020,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MT-187423,459445,1976-09-15,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MT-249304,459445,1976-09-15,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,19.568399999999997,0.060,mg/l asPO4,326.14,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MT-249305,459445,1976-09-15,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MT-265467,459445,1976-09-16,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,39.136799999999994,0.120,mg/l asPO4,326.14,NA,"NA NA",NA,NA,"Lake Koocanusa at forebay, nr Libby, MT"
MT-265468,459445,1976-09-16,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,20,0.020,mg/l as P,1000,NA,"NA NA",NA,NA,"Lake Koocanusa at forebay, nr Libby, MT"
MT-276440,459445,1976-10-12,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,30,0.030,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at Tenmile Cr nr Libby MT
MT-276438,459445,1976-10-12,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,20,0.020,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at Tenmile Cr nr Libby MT
MT-217447,459445,1976-10-12,NA,USGS Montana Water Science Center,"Phosphorus, total dissolved",Phosphorus,20,0.020,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at Tenmile Cr nr Libby MT
WI-507979,4495,1977-01-25,NA,USGS Wisconsin Water Science Center,"Phosphorus, total",Phosphorus,20,0.020,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 2 EPILIMNION NEAR KIEL, WI"
WI-516888,4495,1977-01-25,NA,USGS Wisconsin Water Science Center,"Phosphorus, total dissolved",Phosphorus,30,0.030,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 2 EPILIMNION NEAR KIEL, WI"
CA-158890,474805,1977-03-02,NA,USGS California Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,30,0.030,mg/l as P,1000,NA,"NA NA",NA,NA,SQUAW C ARM OF SHASTA LK NR PROJECT CITY CA
CA-162765,474805,1977-03-02,NA,USGS California Water Science Center,"Phosphorus, total",Phosphorus,20,0.020,mg/l as P,1000,NA,"NA NA",NA,NA,SQUAW C ARM OF SHASTA LK NR PROJECT CITY CA
MT-214137,459445,1977-05-04,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,29.3526,0.090,mg/l asPO4,326.14,NA,"NA NA",NA,NA,"Lake Koocanusa at forebay, nr Libby, MT"
MT-214138,459445,1977-05-04,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,"Lake Koocanusa at forebay, nr Libby, MT"
MN-3797069,3160,1977-05-11,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,1700,1.7,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,HENRY
MN-3778308,3160,1977-05-11,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,705,0.705,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,HENRY
WI-509685,4495,1977-05-26,NA,USGS Wisconsin Water Science Center,"Phosphorus, total",Phosphorus,9.784199999999998,0.03,mg/l PO4,326.14,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 1 HYPOLIMNION NEAR KIEL, WI"
WI-503642,4495,1977-05-26,NA,USGS Wisconsin Water Science Center,"Phosphorus, total dissolved",Phosphorus,20,0.020,mg/l as P,1000,NA,"NA NA",NA,NA,"CEDAR LAKE SITE 1 HYPOLIMNION NEAR KIEL, WI"
MT-235860,459445,1977-06-14,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at Tenmile Cr nr Libby MT
MT-235861,459445,1977-06-14,NA,USGS Montana Water Science Center,"Phosphorus, total dissolved",Phosphorus,20,0.020,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at Tenmile Cr nr Libby MT
MT-259031,459445,1977-06-14,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,30,0.030,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at Tenmile Cr nr Libby MT
MT-259030,459445,1977-06-14,NA,USGS Montana Water Science Center,"Phosphorus, total dissolved",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at Tenmile Cr nr Libby MT
MT-188587,459445,1977-06-28,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,19.568399999999997,0.060,mg/l asPO4,326.14,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MT-188588,459445,1977-06-28,NA,USGS Montana Water Science Center,"Phosphorus, total",Phosphorus,10,0.010,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at international boundary
MN-1138217,3006,1977-07-21,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Nitrogen, total",Nutrient-nitrogen,600,0.6,mg/l,1000,NA,MNPCA LEG_P00600,NA,NA,MINNETONKA (LOWER LAKE)
MN-1260440,3006,1977-07-21,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,1200,1.2,mg/l,1000,NA,MNPCA LEG_P00625,NA,NA,MINNETONKA (LOWER LAKE)
MT-170957,459445,1977-07-25,NA,USGS Montana Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,30,0.030,mg/l as P,1000,NA,"NA NA",NA,NA,Lake Koocanusa at Tenmile Cr nr Libby MT
