CharacteristicName,ResultMeasure.MeasureUnitCode,DetectionQuantitationLimitMeasure.MeasureUnitCode,Method_Id,ResultAnalyticalMethod.MethodName,USGSPCode,Conversion,Conversion_dl,Notes
Specific conductance,uS/cm,,11NPSWRD_WQX USGS_UNKFIELDPR,USGS Unknown Field Analytical Procedure,,1,1,
Specific conductance,uS/cm,,11NPSWRD_WQX USGS_UNSPEC,Unspecified USGS Lab Analytical Procedures at NWQL Following Standard Protocols,,1,1,
Specific conductance,uS/cm,,21ARIZ_WQX SM 2510B,CONDUCTIVITY LABORATORY METHOD,,1,1,
Specific conductance,uS/cm,,21COL001 METER_1,,,1,1,
Specific conductance,uS/cm,,21DELAWQ_WQX YSI 6-Series,YSI 6-Series Multi-Parameter Sonde,,1,1,unknown
Specific conductance,uS/cm,,21KY SM2510 B,,,1,1,
Specific conductance,uS/cm,,21NC03WQ WSSSOP,WSSSOP,,1,1,unknown
Specific conductance,uS/cm,,APHA 2510B,2510 B ~ Conductivity - Laboratory Method,,1,1,
Specific conductance,uS/cm,,AZDEQ_SW EPA 120.1,EPA 120.1,,1,1,
Specific conductance,uS/cm,,AZDEQ_SW FIELD,FIELD,,1,1,
Specific conductance,uS/cm,,AZDEQ_SW SM 2510B,SM 2510B,,1,1,
Specific conductance,uS/cm,,AZDEQ_SW UNKNOWN,UNKNOWN,,1,1,
Specific conductance,uS/cm,,CHATFLD HORRIBU,,,1,1,
Specific conductance,uS/cm,,NA NA,,402,1,1,
Specific conductance,uS/cm,,NA NA,,,1,1,unknown
Specific conductance,uS/cm,,R10BUNKER I2781,I2781,,1,1,unknown
Specific conductance,uS/cm,,R10BUNKER SC-USGS,SC-USGS,,1,1,unknown
Specific conductance,uS/cm,,TDECWPC 1CONDUCTIVITY,,,1,1,
Specific conductance,uS/cm,,UC_REGION_USBOR_WQX SMEWW 2510 B,Standard Methods for the Examination of Water and Wastewater,,1,1,
Specific conductance,uS/cm,,USDOI/USGS I-2781-85,"Specific Conductance of Water, Automated",,1,1,
Specific conductance,uS/cm,,USEPA 120.1,Conductance,,1,1,Conductance by conductivity meter
Specific conductance,uS/cm,,USEPA 120.1,,,1,1,
Specific conductance,uS/cm,,USEPA 160.4,,,1,1,
Specific conductance,uS/cm @25C,uS/cm @25C,USGS SC001,Specific conductance sensor,95,1,1,
Specific conductance,uS/cm @25C,uS/cm @25C,USGS WHT01,"Spec. cond., lab, bridge (NWQL)",90095,1,1,
Specific conductance,uS/cm @25C,uS/cm @25C,USGS WHT03,"Specific cond, lab, autom bridge",90095,1,1,"Specific conductance, lab, automated, by Wheatstone bridge"
Specific conductance,uS/cm @25C,uS/cm @25C,USGS WHT04,"Specific cond, lab auto (NRP/CO)",90095,1,1,
Specific conductance,uS/cm @25C,,NA NA,,95,1,1,Specific electrical conductance 
Specific conductance,uS/cm @25C,,NA NA,,90095,1,1,unknown
Specific conductance,uS/cm @25C,,USGS SC001,Specific conductance sensor,95,1,1,unknown
Specific conductance,uS/cm @25C,,USGS SC003,"Specific cond, field (NRP & CO)",95,1,1,
Specific conductance,uS/cm @25C,,USGS WHT01,"Spec. cond., lab, bridge (NWQL)",90095,1,1,
Specific conductance,uS/cm @25C,,USGS WHT03,"Specific cond, lab, autom bridge",90095,1,1,"Specific conductance, lab, automated, by Wheatstone bridge"
