CharacteristicName,ResultMeasure.MeasureUnitCode,DetectionQuantitationLimitMeasure.MeasureUnitCode,Method_Id,ResultAnalyticalMethod.MethodName,USGSPCode,Conversion,Conversion_dl,Notes
Organic carbon,mg/l,,21ARIZ_WQX SM 5310 B,DISSOLVED CARBON ANALYSIS,,1,1,APHA 5310-B
Organic carbon,mg/l,,21ARIZ_WQX SM 5310 C,TOTAL CARBON ANALYSIS,,1,1,APHA 5310-C
Organic carbon,mg/l,,21ARIZ_WQX SM 5310 D,WET OXIDATION METHOD,,1,1,APHA 5310-D
Organic carbon,mg/l,,21AWIC ADEM_HISTORICAL,Unkn Lab Proc,,1,1,methods_unknown
Organic carbon,mg/l,,21FLCOLL_WQX LKTRAFF,Lake Trafford,,1,1,methods_WQX
Organic carbon,mg/l,,21FLSFWM WQ-1,,,1,1,methods_unknown
Organic carbon,mg/l,,21FLSUW_WQX OTHER/UNKNOWN,Other of Unknown Procedure,,1,1,methods_WQX
Organic carbon,mg/l,,21KY SM5310C,,,1,1,APHA 5310-C
Organic carbon,mg/l,,21MSWQ_WQX SM 5310C,TOTAL ORGANIC CARBON IN WATER,,1,1,APHA 5310-C
Organic carbon,mg/l,,APHA 5310-B,5310 B ~ Total Organic Carbon by Combustion-Infrared Method,,1,1,APHA 5310-B
Organic carbon,mg/l,,APHA 5310-B,,,1,1,APHA 5310-B
Organic carbon,mg/l,,APHA 5310-C,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,1,1,APHA 5310-C
Organic carbon,mg/l,,APHA 5310-C,,,1,1,APHA 5310-C
Organic carbon,mg/l,,APHA_SM20ED 5310-B,5310 B ~ Total Organic Carbon by High-Temperature Combustion Method,,1,1,APHA 5310-B
Organic carbon,mg/l,,AZDEQ_SW EPA 415.1,EPA 415.1,,1,1,EPA 415.1
Organic carbon,mg/l,,AZDEQ_SW SM 5310 C,SM 5310 C,,1,1,APHA 5310-C
Organic carbon,mg/l,,CEDEN 165,EPA 415.1M,,1,1,EPA 415.1
Organic carbon,mg/l,,CEDEN 62,EPA 415.1,,1,1,EPA 415.1
Organic carbon,mg/l,,KAWNATON_WQX 5310-C,Total Organic Carbon in Water- Ultraviolet Oxidati,,1,1,APHA 5310-C
Organic carbon,mg/l,,MONT_DEQ_WQX HISTORIC-MONT-DEQ,Historic Procedure,,1,1,methods_WQX
Organic carbon,mg/l,,NA NA,,680,1,1,USGS_00680
Organic carbon,mg/l,,NA NA,,,1,1,methods_unknown
Organic carbon,mg/l,,OREGONDEQ Not Available,Not Available,,1,1,methods_unknown
Organic carbon,mg/l,,R10BUNKER USGS_UNKN,USGS_UNKN,,1,1,methods_unknown
Organic carbon,mg/l,,TCEQMAIN N/A Calculation,N/A Calculation,,-1000000,-1000000,methods_fail
Organic carbon,mg/l,,USEPA 351.2,,,-1000000,-1000000,methods_fail; TKN
Organic carbon,mg/l,,USEPA 415.1,Total Organic Carbon by Combustion,,1,1,EPA 415.1
Organic carbon,mg/l,,USEPA 415.1,,,1,1,EPA 415.1
Organic carbon,mg/l,,USEPA 415.2,Low Level Total Organic Carbon in Water,,1,1,EPA 415.2
Organic carbon,mg/l,,USEPA 502.1,Volatile Halogenated Organics,,-1000000,-1000000,methods_fail
Organic carbon,mg/l,,USEPA 502.1,,,-1000000,-1000000,methods_fail
Organic carbon,mg/l,,USEPA 507,Nitrogen and Phosphorus Pesticides,,-1000000,-1000000,methods_fail
Organic carbon,mg/l,,USEPA 9060,Total Organic Carbon in Water and Waste,,1,1,EPA 9060A
Organic carbon,mg/l,,USGS 2,,680,1,1,USGS_00680
Organic carbon,mg/l,,USGS COMB4,"Organic-C, combustion-IR method",680,1,1,USGS_00680
Organic carbon,mg/l,,USGS COMB9,"TOC, high-temp combustion (NWQL)",680,1,1,USGS_00680
Organic carbon,mg/l,,USGS OX001,"TOC, persulfate-UV oxid (NYSDEC)",680,1,1,USGS_00680
Organic carbon,mg/l,,USGS OX009,"TOC, wet oxidation",680,1,1,USGS_00680
Organic carbon,mg/l,,USGS OX014,"TOC, persulfate-UV oxid (CO WSC)",680,1,1,USGS_00680
Organic carbon,mg/l,,USGS OX025,"TOC, wu, persulfate (SM5310C;CO)",680,1,1,USGS_00680
Organic carbon,mg/l,,UTAHDWQ_WQX GENERIC METHOD,Used for all methods where historical methodology may not be available.,,1,1,methods_WQX
Organic carbon,ppm,ppm,APHA 5310-B,5310 B ~ Total Organic Carbon by Combustion-Infrared Method,,1,1,APHA 5310-B
Organic carbon,ppm,ppm,USEPA 415.1,Total Organic Carbon by Combustion,,1,1,EPA 415.1
Organic carbon,ppm,ppm,USEPA 415.1,,,1,1,EPA 415.1
Total carbon,mg/l,mg/l,AZDEQ_SW EPA 415.1,EPA 415.1,,1,1,EPA 415.1
Total carbon,mg/l,mg/l,AZDEQ_SW SM 5310 B,SM 5310 B,,1,1,APHA 5310-B
Total carbon,mg/l,mg/l,AZDEQ_SW SM 5310 C,SM 5310 C,,1,1,APHA 5310-C
Total carbon,mg/l,mg/l,AZDEQ_SW UNKNOWN,UNKNOWN,,1,1,methods_unknown
Total carbon,mg/l,mg/l,AZDEQ_SW WALKLEY BLACK,WALKLEY BLACK,,1,1,methods_unknown
Total carbon,mg/l,,21ARIZ_WQX SM 5310 B,DISSOLVED CARBON ANALYSIS,,1,1,APHA 5310-B
Total carbon,mg/l,,21ARIZ_WQX SM 5310 C,TOTAL CARBON ANALYSIS,,1,1,APHA 5310-C
Carbon,mg/l,,APHA 5310-C,5310 C ~ Total Organic Carbon in Water- Ultraviolet Oxidation Method,,1,1,APHA 5310-C
Organic carbon,mg/l,mg/l,APHA 2540-D,2540 D ~ Total Suspended Solids in Water,,-1000000,-1000000,methods_fail
Organic carbon,mg/l,mg/l,AZDEQ_SW UNKNOWN,UNKNOWN,,1,1,methods_unknown
Organic carbon,mg/l,mg/l,AZDEQ_SW WALKLEY BLACK,WALKLEY BLACK,,1,1,methods_unknown
Organic carbon,mg/l,mg/l,CEDEN 165,EPA 415.1M,,1,1,EPA 415.1
Organic carbon,mg/l,mg/l,NA NA,,681,1,1,USGS_0681
Organic carbon,mg/l,mg/l,USEPA 120.1,Conductance,,-1000000,-1000000,methods_fail
Organic carbon,mg/l,mg/l,USEPA 365.4,Total Phosphorus After Block Digestion,,-1000000,-1000000,methods_fail
Organic carbon,mg/l,mg/l,USGS 00121,"DOC, CO2 formation & detection",681,1,1,USGS_0681
Organic carbon,mg/l,mg/l,USGS 121,"DOC, CO2 formation & detection",681,1,1,USGS_0681
Organic carbon,mg/l,mg/l,USGS COMB4,"Organic-C, combustion-IR method",681,1,1,USGS_0681
Organic carbon,mg/l,mg/l,USGS OX002,"DOC, persulfate oxidation & IR",681,1,1,USGS_0681
Organic carbon,mg/l,mg/l,USGS OX006,"DOC,0.45um cap,acid,persulfateIR",681,1,1,USGS_0681
Organic carbon,mg/l,mg/l,USGS OX007,"DOC, 0.45u silver, persulfate IR",681,1,1,USGS_0681
Organic carbon,mg/l,mg/l,USGS OX008,"DOC, 0.7um GFF,acid,persulfateIR",681,1,1,USGS_0681
Organic carbon,mg/l,mg/l,USGS OX024,"DOC, persulfate oxid, IR (COWSC)",681,1,1,USGS_0681
Organic carbon,mg/l,mg/l,USGS OX026,"DOC, wu, persulfate (SM5310C;CO)",681,1,1,USGS_0681
Organic carbon,mg/l,,1119USBR P681,,,1,1,USGS_00681
Organic carbon,mg/l,,CEDEN 126,SM 5310 C,,1,1,APHA 5310-C
Organic carbon,mg/l,,CEDEN 207,SM 5310 B,,1,1,APHA 5310-B
Organic carbon,mg/l,,CEDEN 272,UCSC SOP UCSCLM-011,,1,1,methods_unknown
Organic carbon,mg/l,,CEDEN 5262,METH011.00,,1,1,methods_unknown
Organic carbon,mg/l,,NA NA,,681,1,1,USGS_0681
Organic carbon,mg/l,,USGS 00123,"DOC, EPA method",681,1,1,USGS_0681
Organic carbon,mg/l,,USGS CMB15,"DOC, wf, 0.45 um cap, combust IR",681,1,1,USGS_0681
Organic carbon,mg/l,,USGS CMB16,"DOC, wf, 0.7 um GFF, combust IR",681,1,1,USGS_0681
Organic carbon,mg/l,,USGS COMB4,"Organic-C, combustion-IR method",681,1,1,USGS_0681
Organic carbon,mg/l,,USGS OX002,"DOC, persulfate oxidation & IR",681,1,1,USGS_0681
Organic carbon,mg/l,,USGS OX006,"DOC,0.45um cap,acid,persulfateIR",681,1,1,USGS_0681
Organic carbon,mg/l,,USGS OX007,"DOC, 0.45u silver, persulfate IR",681,1,1,USGS_0681
Organic carbon,mg/l,,USGS OX008,"DOC, 0.7um GFF,acid,persulfateIR",681,1,1,USGS_0681
