CharacteristicName,ResultMeasure.MeasureUnitCode,DetectionQuantitationLimitMeasure.MeasureUnitCode,Method_Id,ResultAnalyticalMethod.MethodName,USGSPCode,Conversion,Conversion_dl,Notes
Dissolved oxygen (DO),mg/l,mg/l,21FLWPB_WQX 4500,STANDARD METHODS 4500 - DISSOLVED OXYGEN BY PROBE,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,21FLWPB_WQX 4500F,STANDARD METHODS 4500F - FLUORIDE,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,21FLWPB_WQX FT_1500,FIELD MEASUREMENT OF DISSOLVED OXYGEN,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,21IOWA_WQX ISU 4500-O-G,ISU modification of APHA 4500-O-G,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,21IOWA_WQX Unknown,Unknown,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,21NC03WQ WSSSOP,WSSSOP,,1,1,unknown
Dissolved oxygen (DO),mg/l,mg/l,APHA 4500-O-C,4500 O C ~ Total Dissolved Oxygen by Titration- Azide Modification,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,APHA 4500-O-G,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,ASTM D888(C),D888 C  ~ Dissolved Oxygen by Luminescence-based Sensor,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,AZDEQ_SW FIELD,FIELD,,1,1,unknown
Dissolved oxygen (DO),mg/l,mg/l,HACH 10360,Luminescence Measurement of Dissolved Oxygen in Water and Wastewater and for Use in the Determination of BOD5 and cBOD5,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,HACH 8229,Dissolved Oxygen in Water,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,MASSDEP FIELD MEAS,Field measurement of water quality parameters using in-situ probes,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,NA NA,,,1,1,unknown
Dissolved oxygen (DO),mg/l,mg/l,OREGONDEQ MOM grab,Field methods for DEQ Water sampling,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,SDWRAP WRAPFLD,,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,USDOI/USGS NFM 6.2.1-LUM,"Dissolved-oxygen concentration, field measurement by luminescent sensor",,1,1,
Dissolved oxygen (DO),mg/l,mg/l,USEPA 310.1,Alkalinity by Titration,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,USEPA 360.1,Dissolved Oxygen Using an ISE,,1,1,Reported as dissolved oxygen by membrane electrode
Dissolved oxygen (DO),mg/l,mg/l,USEPA 360.1,,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,USEPA 360.2,Dissolved Oxygen by Winkler Technique,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,USEPA 360.2,,,1,1,
Dissolved oxygen (DO),mg/l,mg/l,YSI 120.1,Direct Measurement Method,,1,1,
Dissolved oxygen (DO),mg/l,None,APHA 4500-O-G,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,,1,1,
Dissolved oxygen (DO),mg/l,umho/cm,21IOWA_WQX Unknown,Unknown,,1,1,unknown
Dissolved oxygen (DO),mg/l,,11NPSWRD_WQX CUPN_YSI_PROODO,YSI ProODO Item #626279,,1,1,
Dissolved oxygen (DO),mg/l,,11NPSWRD_WQX CURE_HYDROLAB_MS5,Hydrolab MS5 Multiprobe with LDO Sensor,,1,1,unknown
Dissolved oxygen (DO),mg/l,,11NPSWRD_WQX NPS_HYDR_M&D_4A,Hydrolab MiniSonde 4a or Hydrolab DataSonde 4a,,1,1,unknown
Dissolved oxygen (DO),mg/l,,11NPSWRD_WQX NPS_INSITU_AT600,Field Measurements by In-Situ Aqua TROLL 600,,1,1,
Dissolved oxygen (DO),mg/l,,11NPSWRD_WQX NPS_INTROLL9000,In-Situ TROLL 9000 Multi-Parameter Water Quality Monitor,,1,1,unknown
Dissolved oxygen (DO),mg/l,,11NPSWRD_WQX NPS_LEGACY,Unspecified Standard Grab Sample Procedure,,1,1,
Dissolved oxygen (DO),mg/l,,11NPSWRD_WQX NPS_MISSING,Procedure not Required when Result Entered into National Database,,1,1,unknown
Dissolved oxygen (DO),mg/l,,11NPSWRD_WQX NPS_SM14_WINKDO,Dissolved Oxygen Winkler Method-Standard Methods 14th Edition,,1,1,
Dissolved oxygen (DO),mg/l,,11NPSWRD_WQX NPS_Unspecified,Unknown or Unspecified Procedure,,1,1,unknown
Dissolved oxygen (DO),mg/l,,11NPSWRD_WQX NPS_YSI50B,YSI Portable Dissolved Oxygen Meter,,1,1,unknown
Dissolved oxygen (DO),mg/l,,11NPSWRD_WQX NPS_YSI556MPS,YSI Model 556 Multiprobe System,,1,1,
Dissolved oxygen (DO),mg/l,,11NPSWRD_WQX NPS_YSI57,YSI Model 57 DO Meter,,1,1,unknown
Dissolved oxygen (DO),mg/l,,11NPSWRD_WQX NPS_YSI85,"YSI Model 85 DO, Conductivity, Salinity, Temperature Instrument",,1,1,
Dissolved oxygen (DO),mg/l,,11NPSWRD_WQX SFAN_SOP_5,Field Methods for Measurement of Core Parameters,,1,1,
Dissolved oxygen (DO),mg/l,,11NPSWRD_WQX USGS_UNSPEC,Unspecified USGS Lab Analytical Procedures at NWQL Following Standard Protocols,,1,1,unknown
Dissolved oxygen (DO),mg/l,,21ARIZ FIELD,,,1,1,unknown
Dissolved oxygen (DO),mg/l,,21ARIZ UNKNOWN,,,1,1,unknown
Dissolved oxygen (DO),mg/l,,21ARIZ_WQX FIELD,FIELD PARAMETERS,,1,1,unknown
Dissolved oxygen (DO),mg/l,,21COL001 HISTORIC,,,1,1,unknown
Dissolved oxygen (DO),mg/l,,21COL001 METER_1,,,1,1,unknown
Dissolved oxygen (DO),mg/l,,21DELAWQ_WQX YSI 6-Series,YSI 6-Series Multi-Parameter Sonde,,1,1,unknown
Dissolved oxygen (DO),mg/l,,21FLA_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLA_WQX FT_1500,Dissolved Oxygen,,1,1,
Dissolved oxygen (DO),mg/l,,21FLACEP_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLALTA_WQX FT1500,Field Measurement of Dissolved Oxygen,,1,1,
Dissolved oxygen (DO),mg/l,,21FLBREV FT1500,,,1,1,
Dissolved oxygen (DO),mg/l,,21FLCBA_WQX FIELD,Field Measurments,,1,1,
Dissolved oxygen (DO),mg/l,,21FLCEN_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLCEN_WQX FT 1500,Dissolved Oxygen (DO),,1,1,
Dissolved oxygen (DO),mg/l,,21FLCEN_WQX FT_1500,FIELD MEASUREMENT OF DISSOLVED OXYGEN,,1,1,
Dissolved oxygen (DO),mg/l,,21FLCEN_WQX HISTORICAL,Standard Operation Procedure,,1,1,
Dissolved oxygen (DO),mg/l,,21FLCEN_WQX SOP-ANALY,Standard Analytical Procedure,,1,1,
Dissolved oxygen (DO),mg/l,,21FLCOLL_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLCOLL_WQX FIELD READINGS,Measurements/readings obtained in the field,,1,1,
Dissolved oxygen (DO),mg/l,,21FLCOLL_WQX LKTRAFF,Lake Trafford,,1,1,
Dissolved oxygen (DO),mg/l,,21FLCOSP_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLCOSP_WQX FT1500,Field Dissolved Oxygen,,1,1,
Dissolved oxygen (DO),mg/l,,21FLCOT_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLFTM_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLFTM_WQX FT_1500,Field measurement of Dissolved Oxygen,,1,1,
Dissolved oxygen (DO),mg/l,,21FLGW_WQX 900456,QA Plan #900456,,1,1,
Dissolved oxygen (DO),mg/l,,21FLGW_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLGW_WQX FT1500GW,"Dissolved oxygen, field",,1,1,
Dissolved oxygen (DO),mg/l,,21FLHILL_WQX DO,"DO, field",,1,1,
Dissolved oxygen (DO),mg/l,,21FLHILL_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLHILL_WQX FT 1500,Field Measurement of Dissolved Oxygen (DO),,1,1,
Dissolved oxygen (DO),mg/l,,21FLLCPC_WQX DEP-SOP-001/01,DEP STANDARD OPERATING PROCEDURES FOR FIELD ACTIVITIES,,1,1,
Dissolved oxygen (DO),mg/l,,21FLLCPC_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLLCPC_WQX LCQSM,LAKE COUNTY QUALITY SYSTEMS MANUAL,,1,1,
Dissolved oxygen (DO),mg/l,,21FLLCPC_WQX SJRWMDWQM,WATER QUALITY MANUAL FOR VOLUNTEERS IN THE ST. JOHNS RIVER WATER MANAGEMENT DISTRICT,,1,1,
Dissolved oxygen (DO),mg/l,,21FLLCPC_WQX SM4500OG,DISSOLVED OXYGEN,,1,1,
Dissolved oxygen (DO),mg/l,,21FLMANA GENERIC,,,1,1,
Dissolved oxygen (DO),mg/l,,21FLMANA_WQX GENERIC,General Listing of Field and Lab Analytical Procedures for Manatee County,,1,1,
Dissolved oxygen (DO),mg/l,,21FLORAN_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLORAN_WQX FT1500,Field Measurement of Dissolved Oxygen,,1,1,
Dissolved oxygen (DO),mg/l,,21FLORL FT_1500,,,1,1,
Dissolved oxygen (DO),mg/l,,21FLPBCH FT_1100,,,1,1,
Dissolved oxygen (DO),mg/l,,21FLPBCH FT_1500,,,1,1,
Dissolved oxygen (DO),mg/l,,21FLPBCH_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLPBCH_WQX FT_1500,Field Measurement of Dissolved Oxygen,,1,1,
Dissolved oxygen (DO),mg/l,,21FLPDEM FT 1000,,,1,1,
Dissolved oxygen (DO),mg/l,,21FLPDEM HYDROLAB 004,,,1,1,
Dissolved oxygen (DO),mg/l,,21FLPDEM_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLPDEM_WQX FT 1000,Field Measurements and Observations,,1,1,
Dissolved oxygen (DO),mg/l,,21FLPNS_WQX DO,Field Measurement of Dissolved Oxygen DEP SOP FT 1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLPNS_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLPNS_WQX FT_1500,FIELD MEASUREMENT OF DISSOLVED OXYGEN,,1,1,
Dissolved oxygen (DO),mg/l,,21FLPOLK YSI,,,1,1,
Dissolved oxygen (DO),mg/l,,21FLPOLK_WQX DEP SOP FT 1500,Dissolved oxygen,,1,1,
Dissolved oxygen (DO),mg/l,,21FLPOLK_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLSARA_WQX FT-1500,Field Measurement of Dissolved Oxygen,,1,1,
Dissolved oxygen (DO),mg/l,,21FLSEM FT1500,,,1,1,
Dissolved oxygen (DO),mg/l,,21FLSFWM WQ-1,,,1,1,
Dissolved oxygen (DO),mg/l,,21FLSFWM_WQX SFWMD-FSQM,SFWMD-FSQM,,1,1,
Dissolved oxygen (DO),mg/l,,21FLSFWM_WQX SFWMD FSQM,SFWMD FSQM,,1,1,
Dissolved oxygen (DO),mg/l,,21FLSFWM_WQX WQ-1,Laboratory Procedures for Water Quality Chemical Analysis,,1,1,
Dissolved oxygen (DO),mg/l,,21FLSJWM_WQX ASTM D888,ASTM D888,,1,1,
Dissolved oxygen (DO),mg/l,,21FLSJWM_WQX OTHER/UNKNOWN,Other or Unknown Procedure,,1,1,
Dissolved oxygen (DO),mg/l,,21FLSUW_WQX ASTM D888,ASTM D888,,1,1,
Dissolved oxygen (DO),mg/l,,21FLSUW_WQX FT 1500,Field Measurement of Dissolved Oxygen,,1,1,
Dissolved oxygen (DO),mg/l,,21FLSUW_WQX OTHER/UNKNOWN,Other of Unknown Procedure,,1,1,
Dissolved oxygen (DO),mg/l,,21FLSWFD_WQX ASTM D888,ASTM D888,,1,1,
Dissolved oxygen (DO),mg/l,,21FLSWFD_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLSWFD_WQX FT-1500,Field Measurement of Dissolved Oxygen,,1,1,
Dissolved oxygen (DO),mg/l,,21FLTLHR_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLTLHR_WQX FT_1500,FIELD MEASUREMENT OF DISSOLVED OXYGEN,,1,1,
Dissolved oxygen (DO),mg/l,,21FLTPA_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLTPA_WQX FT_1500,FIELD MEASUREMENT OF DISSOLVED OXYGEN,,1,1,
Dissolved oxygen (DO),mg/l,,21FLTPA_WQX FT1500,Dissolved oxygen,,1,1,
Dissolved oxygen (DO),mg/l,,21FLVEMD_WQX ASTM D888,ASTM D888,,1,1,
Dissolved oxygen (DO),mg/l,,21FLVEMD_WQX MULTIPROBE,MULTIPROBE HYDROLAB FIELD MEASUREMENT,,1,1,
Dissolved oxygen (DO),mg/l,,21FLVEMD_WQX SOP-2,Field/Lab SOP IRLWQMN,,1,1,
Dissolved oxygen (DO),mg/l,,21FLWET_WQX FT_1500,FIELD MEASUREMENT OF DISSOLVED OXYGEN,,1,1,
Dissolved oxygen (DO),mg/l,,21FLWPB_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLWPB_WQX FT_1500,FIELD MEASUREMENT OF DISSOLVED OXYGEN,,1,1,
Dissolved oxygen (DO),mg/l,,21FLWQA_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLWQA_WQX FT_1500,FIELD MEASUREMENT OF DISSOLVED OXYGEN,,1,1,
Dissolved oxygen (DO),mg/l,,21FLWQSP_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,21FLWQSP_WQX FT_1500,FIELD MEASUREMENT OF DISSOLVED OXYGEN,,1,1,
Dissolved oxygen (DO),mg/l,,21FLWQSP_WQX FT1500,FT 1500 FIELD MEASUREMENT OF DISSOLVED OXYGEN,,1,1,
Dissolved oxygen (DO),mg/l,,21GAEPD_WQX UNKNOWN,Procedure is unknown,,1,1,
Dissolved oxygen (DO),mg/l,,21IOWA_WQX ISU 4500-O-G,ISU modification of APHA 4500-O-G,,1,1,
Dissolved oxygen (DO),mg/l,,21IOWA_WQX Unknown,Unknown,,1,1,unknown
Dissolved oxygen (DO),mg/l,,21KAN001_WQX SM 12th Ed Pg 406,Iodometric Method,,1,1,
Dissolved oxygen (DO),mg/l,,21KY SM4500-O G,,,1,1,Uknown
Dissolved oxygen (DO),mg/l,,21NC01WQ UNKNOWN,,,1,1,unknown
Dissolved oxygen (DO),mg/l,,21NC02WQ WQS SOP,,,1,1,
Dissolved oxygen (DO),mg/l,,21NC03WQ WSSSOP,WSSSOP,,1,1,unknown
Dissolved oxygen (DO),mg/l,,21VASWCB 2500-O G,Oxygen by Membrane Electrode Method Standard Methods 20 ed,,1,1,Reported as dissolved oxygen
Dissolved oxygen (DO),mg/l,,APHA 4500-CL(B),4500 CL B  ~ Residual Chlorine in Water by Titration- Iodometric Method I,,1,1,
Dissolved oxygen (DO),mg/l,,APHA 4500-O-B,,,1,1,
Dissolved oxygen (DO),mg/l,,APHA 4500-O-C,4500 O C ~ Total Dissolved Oxygen by Titration- Azide Modification,,1,1,Reported as dissolved oxygen
Dissolved oxygen (DO),mg/l,,APHA 4500-O-G,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,,1,1,Reported as dissolved oxygen
Dissolved oxygen (DO),mg/l,,APHA 4500-O-G,,,1,1,
Dissolved oxygen (DO),mg/l,,ASTM D888(B),D888 B  ~ Dissolved Oxygen by Instrumental Probe,,1,1,Uknown
Dissolved oxygen (DO),mg/l,,ASTM D888(C),D888 C  ~ Dissolved Oxygen by Luminescence-based Sensor,,1,1,
Dissolved oxygen (DO),mg/l,,AZDEQ_SW EPA 360.1,EPA 360.1,,1,1,Uknown
Dissolved oxygen (DO),mg/l,,AZDEQ_SW FIELD,FIELD,,1,1,Uknown
Dissolved oxygen (DO),mg/l,,AZDEQ_SW SM 4500-OG,SM 4500-OG,,1,1,Uknown
Dissolved oxygen (DO),mg/l,,AZDEQ_SW UNKNOWN,UNKNOWN,,1,1,Uknown
Dissolved oxygen (DO),mg/l,,CAPECRD_WQX ASTM D888,ASTM D888,,1,1,
Dissolved oxygen (DO),mg/l,,CEDEN 11,EPA 600/4-91-002M,,1,1,
Dissolved oxygen (DO),mg/l,,CEDEN 131,EPA 821/R-02-012M,,1,1,
Dissolved oxygen (DO),mg/l,,CEDEN 136,EPA 600/R-94-025,,1,1,
Dissolved oxygen (DO),mg/l,,CEDEN 140,EPA 600/R-99-064,,1,1,
Dissolved oxygen (DO),mg/l,,CEDEN 162,EPA 821/R-02-012,,1,1,
Dissolved oxygen (DO),mg/l,,CEDEN 214,EPA 600/R-95-136,,1,1,
Dissolved oxygen (DO),mg/l,,CEDEN 84,EPA 600/R-95-136M,,1,1,
Dissolved oxygen (DO),mg/l,,CEDEN 85,EPA 600/R-99-064M,,1,1,
Dissolved oxygen (DO),mg/l,,CHEROKEE CN_QAPP,,,1,1,
Dissolved oxygen (DO),mg/l,,CHEROKEE_WQX CN_QAPP,CN_QAPP,,1,1,
Dissolved oxygen (DO),mg/l,,CSU_FISHERIESECOLOGYLAB FISH,CSU,,1,1,Uknown
Dissolved oxygen (DO),mg/l,,EPA_R7_WQX 2334.04,Field sampling params.,,1,1,
Dissolved oxygen (DO),mg/l,,EPA_R7_WQX DO W Field,Total Dissolved Oxygen in Water by Field Measurement,,1,1,
Dissolved oxygen (DO),mg/l,,EPA_R7_WQX field,Field Measure,,1,1,
Dissolved oxygen (DO),mg/l,,HACH 8157,Dissolved Oxygen in Water,,1,1,
Dissolved oxygen (DO),mg/l,,HACH 8157,,,1,1,
Dissolved oxygen (DO),mg/l,,HACH 8229,Dissolved Oxygen in Water,,1,1,
Dissolved oxygen (DO),mg/l,,HACH 8229,,,1,1,
Dissolved oxygen (DO),mg/l,,KAWNATON KAW_SOP,,,1,1,
Dissolved oxygen (DO),mg/l,,KAWNATON_WQX 360.1,Dissolved Oxygen Using an ISE,,1,1,
Dissolved oxygen (DO),mg/l,,LADEQWPD LDEQ-FMO,,,1,1,
Dissolved oxygen (DO),mg/l,,LAKELAND DEP SOP FT 1500,,,1,1,
Dissolved oxygen (DO),mg/l,,LAKELAND OXYGEN,,,1,1,
Dissolved oxygen (DO),mg/l,,LAKELAND_WQX DEP SOP FT 1500,Field Dissolved Oxygen,,1,1,
Dissolved oxygen (DO),mg/l,,LAKELAND_WQX FDEP FT1500,FDEP FT1500,,1,1,
Dissolved oxygen (DO),mg/l,,MDEQ_WQ_WQX UNKNOWN-MDEQ-WQ,Unknown Method or Procedure,,1,1,
Dissolved oxygen (DO),mg/l,,MNPCA DO WINKLER,"Dissolved Oxygen, Iodometric Method with Azide Modification",,1,1,
Dissolved oxygen (DO),mg/l,,MNPCA FLD,"Field measurement/observation, generic method",,1,1,
Dissolved oxygen (DO),mg/l,,MONT_DEQ_WQX HISTORIC-MONT-DEQ,Historic Procedure,,1,1,
Dissolved oxygen (DO),mg/l,,MTWTRSHD_WQX HYDROLAB-MTWTRSHD,Field Measurements Using the Hydrolab Datasonde 4,,1,1,
Dissolved oxygen (DO),mg/l,,MTWTRSHD_WQX UNKNOWN-MTWTRSHD,Unknown Method or Procedure,,1,1,
Dissolved oxygen (DO),mg/l,,NA NA,,,1,1,Uknown
Dissolved oxygen (DO),mg/l,,OREGONDEQ Not Available,Not Available,,1,1,
Dissolved oxygen (DO),mg/l,,R10BUNKER DO-USGS,DO-USGS,,1,1,Reported as dissolved oxygen
Dissolved oxygen (DO),mg/l,,SDDENR_WQX UNKOWN,UNKOWN,,1,1,
Dissolved oxygen (DO),mg/l,,TDECWPC 1DO,,,1,1,Reported as dissolved oxygen by membrane electrode
Dissolved oxygen (DO),mg/l,,USDOI/USGS NFM 6.2.1-LUM,"Dissolved-oxygen concentration, field measurement by luminescent sensor",,1,1,
Dissolved oxygen (DO),mg/l,,USEPA 1002-8-2009,Dissolved Oxygen (DO) Measurement by Optical Probe,,1,1,Reported as dissolved oxygen by membrane electrode
Dissolved oxygen (DO),mg/l,,USEPA 360.1,Dissolved Oxygen Using an ISE,,1,1,Reported as dissolved oxygen by membrane electrode
Dissolved oxygen (DO),mg/l,,USEPA 360.1,,,1,1,
Dissolved oxygen (DO),mg/l,,USEPA 360.2,Dissolved Oxygen by Winkler Technique,,1,1,Reported as dissolved oxygen by membrWinklere electrode
Dissolved oxygen (DO),mg/l,,USEPA 9050,Specific Conductance,,1,1,
Dissolved oxygen (DO),mg/l,,UTAHDWQ_WQX FIELD MEASURES,Field Measurements performed by Utah DWQ,,1,1,unknown
Dissolved oxygen (DO),ml/l,,MDEQ_WQ_WQX UNKNOWN-MDEQ-WQ,Unknown Method or Procedure,,-1.00E+06,-1.00E+06,discard
Dissolved oxygen (DO),None,,EPA_R7_WQX DO W Field,Total Dissolved Oxygen in Water by Field Measurement,,-1.00E+06,-1.00E+06,discard
Dissolved oxygen (DO),ppm,,NA NA,,,-1.00E+06,-1.00E+06,discard
Dissolved oxygen (DO),ppt,,NA NA,,,-1.00E+06,-1.00E+06,discard
Dissolved oxygen (DO),ug/l,,NA NA,,,-1.00E+06,-1.00E+06,discard
Dissolved oxygen (DO),umho/cm,,NA NA,,,-1.00E+06,-1.00E+06,discard
Dissolved oxygen (DO),uS/cm,,NA NA,,,-1.00E+06,-1.00E+06,discard
Dissolved oxygen (DO),uS/cm,,USEPA 1002-8-2009,Dissolved Oxygen (DO) Measurement by Optical Probe,,-1.00E+06,-1.00E+06,discard
Oxygen,% saturatn,,NA NA,,301,-1.00E+06,-1.00E+06,discard
Oxygen,% saturatn,,USGS 3,,301,-1.00E+06,-1.00E+06,discard
Oxygen,% saturatn,,USGS B,,301,-1.00E+06,-1.00E+06,discard
Oxygen,% saturatn,,USGS E,,301,-1.00E+06,-1.00E+06,discard
Oxygen,% saturatn,,USGS F,,301,-1.00E+06,-1.00E+06,discard
Oxygen,% saturatn,,USGS G0019,No information exists for method,301,-1.00E+06,-1.00E+06,discard
Oxygen,% saturatn,,USGS I,,301,-1.00E+06,-1.00E+06,discard
Oxygen,mg/l,,21KAN001_WQX SM 12th Ed Pg 406,Iodometric Method,,1,1,unknown
Oxygen,mg/l,,CHATFLD HORRIBU U-10,,,1,1,unknown
Oxygen,mg/l,,NA NA,,300,1,1,DETERMINATION OF INORGANIC ANIONS BY ION CHROMATOGRAPHY
Oxygen,mg/l,,NA NA,,90300,1,1,unknown
Oxygen,mg/l,,NA NA,,,1,1,
Oxygen,mg/l,,TCEQMAIN N/A Calculation,N/A Calculation,,1,1,
Oxygen,mg/l,,USEPA 360.1,Dissolved Oxygen Using an ISE,,1,1,
Oxygen,mg/l,,USGS 0,,300,1,1,
Oxygen,mg/l,,USGS 2,,300,1,1,
Oxygen,mg/l,,USGS AZIDE,"Diss oxygen, azide-mod Winkler",300,1,1,DETERMINATION OF INORGANIC ANIONS BY ION CHROMATOGRAPHY
Oxygen,mg/l,,USGS G0017,No information exists for method,300,1,1,DETERMINATION OF INORGANIC ANIONS BY ION CHROMATOGRAPHY
Oxygen,mg/l,,USGS G0018,No information exists for method,300,1,1,
Oxygen,mg/l,,USGS INDGO,"Diss oxygen, spec indigo carmine",300,1,1,
Oxygen,mg/l,,USGS INDKT,"DO, indigo carmine field kit",300,1,1,
Oxygen,mg/l,,USGS LUMIN,"Diss oxygen, luminescence sensor",300,1,1,DETERMINATION OF INORGANIC ANIONS BY ION CHROMATOGRAPHY
Oxygen,mg/l,,USGS MEMBR,"Diss oxygen, membrane electrode",300,1,1,DETERMINATION OF INORGANIC ANIONS BY ION CHROMATOGRAPHY
Oxygen,mg/l,,USGS Q,,300,1,1,
