CharacteristicName,ResultMeasure.MeasureUnitCode,DetectionQuantitationLimitMeasure.MeasureUnitCode,Method_Id,ResultAnalyticalMethod.MethodName,USGSPCode,Conversion,Conversion_dl,Notes
pH,None,,USEPA 150.2,pH by Continuous Monitoring,,1,1,"pH of unfiltered water, laboratory, by electrometry (EPA method 150.1; DODEC program)"
pH,None,,UTAHDWQ_WQX FIELD MEASURES,Field Measurements performed by Utah DWQ,,1,1,unknown
pH,None,,UTAHDWQ_WQX GENERIC METHOD,Used for all methods where historical methodology may not be available.,,1,1,unknown
pH,std units,std units,USGS EL006,"pH, lab, auto glass electrode",403,1,1,"pH of unfiltered water, laboratory, by electrometry (EPA method 150.1; DODEC program)"
pH,std units,,NA NA,,400,1,1,"pH,WWR,FLD, ELEC"
pH,std units,,NA NA,,403,1,1,"pH of unfiltered water, laboratory, by electrometry (EPA method 150.1; DODEC program)"
pH,std units,,USGS EL002,"pH, wu, lab (EPA  150.1 /DODEC)",403,1,1,"pH of unfiltered water, laboratory, by electrometry (EPA method 150.1; DODEC program)"
pH,std units,,USGS EL003,"pH, wu, field, electrometry",400,1,1,"pH,WWR,FLD, ELEC"
pH,std units,,USGS EL006,"pH, lab, auto glass electrode",403,1,1,"pH of unfiltered water, laboratory, by electrometry (EPA method 150.1; DODEC program)"
pH,std units,,USGS EL007,"pH, LIS, lab, auto electrometry",403,1,1,"pH of unfiltered water, laboratory, by electrometry (EPA method 150.1; DODEC program)"
pH,std units,,USGS EL009,"pH, fld,glass electrode (NRP&CO)",400,1,1,"pH,WWR,FLD, ELEC"
pH,std units,,USGS EL010,"pH, lab, automated (NRP & CO)",403,1,1,"pH of unfiltered water, laboratory, by electrometry (EPA method 150.1; DODEC program)"
pH,std units,,USGS PAPER,"pH, field, litmus or test strips",400,1,1,"pH,WWR,FLD, ELEC"
pH,std units,,USGS PROBE,"pH, field, electrometric",400,1,1,"pH,WWR,FLD, ELEC"
pH,ug/l,ug/l,USEPA 150.1,pH,,-1000000,-1000000,discard
